State,County,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
Oregon,Baker,182,178,4,0,0,0,0,66,39,20,0,0,0,0,182,0
Oregon,Benton,182,181,1,0,0,0,0,52,28,15,0,0,0,0,182,0
Oregon,Clackamas,80,79,0,1,0,0,0,112,42,29,0,0,61,0,19,0
Oregon,Columbia,152,151,1,0,0,0,0,55,36,23,0,0,61,0,91,0
Oregon,Crook,129,122,7,0,0,0,0,61,43,21,0,0,0,0,129,0
Oregon,Deschutes,182,182,0,0,0,0,0,33,23,13,0,0,0,0,182,0
Oregon,Douglas,91,86,5,0,0,0,0,57,43,24,0,0,0,0,91,0
Oregon,Grant,91,52,39,0,0,0,0,79,62,49,0,0,0,0,91,0
Oregon,Harney,100,63,37,0,0,0,0,94,67,41,0,0,0,0,100,0
Oregon,Jackson,192,173,19,0,0,0,0,65,50,33,0,0,61,0,131,0
Oregon,Jefferson,89,79,10,0,0,0,0,72,52,22,0,0,0,0,89,0
Oregon,Josephine,187,167,20,0,0,0,0,89,52,20,0,0,0,0,187,0
Oregon,Klamath,111,67,44,0,0,0,0,98,73,38,0,0,0,0,111,0
Oregon,Lake,129,117,12,0,0,0,0,66,50,19,0,0,0,0,129,0
Oregon,Lane,274,211,51,2,0,2,8,550,66,36,0,0,104,0,165,5
Oregon,Linn,182,161,21,0,0,0,0,70,51,19,0,0,0,0,182,0
Oregon,Marion,152,143,9,0,0,0,0,77,46,28,0,0,61,0,91,0
Oregon,Multnomah,193,175,16,2,0,0,0,111,46,31,1,20,120,0,52,0
Oregon,Umatilla,152,145,7,0,0,0,0,66,45,31,0,0,61,0,91,0
Oregon,Union,106,106,0,0,0,0,0,46,28,17,0,0,0,0,89,17
Oregon,Wallowa,182,180,2,0,0,0,0,58,30,16,0,0,0,0,182,0
Oregon,Wasco,91,82,9,0,0,0,0,72,40,19,0,0,0,0,91,0
Oregon,Washington,193,183,10,0,0,0,0,64,43,28,1,23,101,0,68,0
Pennsylvania,Adams,245,210,35,0,0,0,0,74,54,41,1,0,207,0,37,0
Pennsylvania,Allegheny,275,165,103,7,0,0,0,122,77,47,1,0,141,9,123,1
Pennsylvania,Armstrong,243,211,30,2,0,0,0,115,53,39,0,0,138,0,105,0
Pennsylvania,Beaver,244,191,52,1,0,0,0,142,58,42,0,0,143,0,101,0
Pennsylvania,Berks,244,190,54,0,0,0,0,97,58,40,0,0,144,0,100,0
Pennsylvania,Blair,239,206,33,0,0,0,0,85,54,40,0,0,155,1,83,0
Pennsylvania,Bradford,241,230,11,0,0,0,0,73,47,38,0,0,162,0,79,0
Pennsylvania,Bucks,207,192,12,3,0,0,0,112,48,37,0,0,207,0,0,0
Pennsylvania,Cambria,245,210,35,0,0,0,0,89,54,37,1,1,113,0,130,0
Pennsylvania,Centre,244,217,27,0,0,0,0,88,51,41,0,0,198,0,46,0
Pennsylvania,Chester,229,189,40,0,0,0,0,87,54,41,0,0,137,0,92,0
Pennsylvania,Clearfield,203,201,2,0,0,0,0,54,42,34,0,0,203,0,0,0
Pennsylvania,Cumberland,241,198,43,0,0,0,0,98,54,33,0,0,0,0,241,0
Pennsylvania,Dauphin,244,188,56,0,0,0,0,96,62,40,0,0,138,0,98,8
Pennsylvania,Delaware,244,163,79,2,0,0,0,129,64,44,0,1,86,0,157,0
Pennsylvania,Elk,238,236,2,0,0,0,0,67,45,36,0,0,238,0,0,0
Pennsylvania,Erie,245,224,21,0,0,0,0,82,47,35,3,0,160,0,82,0
Pennsylvania,Fayette,241,218,23,0,0,0,0,77,50,37,0,0,147,0,94,0
Pennsylvania,Franklin,210,210,0,0,0,0,0,47,42,34,0,0,210,0,0,0
Pennsylvania,Greene,237,218,18,1,0,0,0,101,49,38,0,0,163,0,74,0
Pennsylvania,Indiana,237,224,12,1,0,0,0,112,47,36,0,0,201,36,0,0
Pennsylvania,Lackawanna,245,227,18,0,0,0,0,69,49,39,1,10,160,0,74,0
Pennsylvania,Lancaster,244,179,63,2,0,0,0,105,60,42,0,0,116,0,126,2
Pennsylvania,Lawrence,210,204,6,0,0,0,0,93,44,32,0,0,210,0,0,0
Pennsylvania,Lebanon,42,34,8,0,0,0,0,79,58,30,0,0,2,0,40,0
Pennsylvania,Lehigh,236,206,30,0,0,0,0,93,52,39,0,0,149,0,87,0
Pennsylvania,Luzerne,235,235,0,0,0,0,0,50,43,33,0,0,182,0,0,53
Pennsylvania,Lycoming,244,221,23,0,0,0,0,77,50,37,0,0,156,0,88,0
Pennsylvania,Mercer,244,213,30,1,0,0,0,105,54,40,0,0,190,0,54,0
Pennsylvania,Monroe,208,206,2,0,0,0,0,80,45,37,0,0,208,0,0,0
Pennsylvania,Montgomery,242,217,25,0,0,0,0,90,51,37,0,0,148,0,94,0
Pennsylvania,Northampton,239,213,26,0,0,0,0,93,52,37,0,5,154,1,79,0
Pennsylvania,Philadelphia,183,146,36,1,0,0,0,101,56,42,1,20,94,0,68,0
Pennsylvania,Somerset,244,236,8,0,0,0,0,71,46,37,0,0,244,0,0,0
Pennsylvania,Susquehanna,244,238,6,0,0,0,0,61,39,23,0,0,0,0,244,0
Pennsylvania,Tioga,240,228,12,0,0,0,0,79,47,38,0,0,174,0,66,0
Pennsylvania,Warren,242,241,1,0,0,0,0,65,23,9,0,0,0,242,0,0
Pennsylvania,Washington,244,205,39,0,0,0,0,100,57,42,0,1,152,0,91,0
Pennsylvania,Westmoreland,239,223,16,0,0,0,0,74,49,36,0,0,171,0,68,0
Pennsylvania,Wyoming,242,232,10,0,0,0,0,68,42,25,0,0,0,0,242,0
Pennsylvania,York,244,201,43,0,0,0,0,96,55,40,0,13,126,0,105,0
Puerto Rico,Adjuntas,18,18,0,0,0,0,0,37,32,12,0,0,0,0,18,0
Puerto Rico,Bayamon,205,202,3,0,0,0,0,95,35,18,117,0,53,21,14,0
Puerto Rico,Caguas,169,168,1,0,0,0,0,55,17,9,51,101,0,0,17,0
Puerto Rico,Catano,223,216,4,2,0,0,1,336,31,18,0,0,163,18,0,42
Puerto Rico,Fajardo,17,16,1,0,0,0,0,54,34,20,0,0,0,0,17,0
Puerto Rico,Guayama,18,17,1,0,0,0,0,57,40,18,0,0,0,0,18,0
Puerto Rico,Guaynabo,38,36,2,0,0,0,0,72,40,24,1,19,0,0,18,0
Puerto Rico,Juncos,272,262,4,5,1,0,0,174,17,10,0,0,272,0,0,0
Puerto Rico,Mayagnez,210,152,20,2,11,16,9,396,248,26,0,0,69,0,141,0
Puerto Rico,Ponce,232,217,15,0,0,0,0,81,42,17,64,0,0,0,9,159
Puerto Rico,San Juan,91,91,0,0,0,0,0,39,35,2,91,0,0,0,0,0
Rhode Island,Kent,266,247,18,1,0,0,0,133,48,36,0,0,190,0,76,0
Rhode Island,Providence,275,234,39,2,0,0,0,112,52,41,1,9,176,0,89,0
Rhode Island,Washington,274,248,24,1,1,0,0,154,50,38,0,0,210,0,64,0
South Carolina,Aiken,220,219,1,0,0,0,0,71,44,33,0,0,220,0,0,0
South Carolina,Anderson,265,257,8,0,0,0,0,71,46,35,0,0,265,0,0,0
South Carolina,Berkeley,185,184,1,0,0,0,0,51,44,31,0,0,185,0,0,0
South Carolina,Charleston,274,250,23,1,0,0,0,117,50,35,0,2,116,0,156,0
South Carolina,Chesterfield,271,251,20,0,0,0,0,89,49,36,0,0,209,0,62,0
South Carolina,Darlington,220,220,0,0,0,0,0,49,43,33,0,0,220,0,0,0
South Carolina,Edgefield,274,260,13,1,0,0,0,115,48,35,0,0,178,0,96,0
South Carolina,Florence,265,253,12,0,0,0,0,95,41,28,0,0,0,0,265,0
South Carolina,Greenville,274,227,46,1,0,0,0,116,54,39,0,1,175,0,98,0
South Carolina,Horry,181,181,0,0,0,0,0,50,44,33,0,0,181,0,0,0
South Carolina,Lexington,273,255,17,1,0,0,0,111,46,28,0,0,0,0,258,15
South Carolina,Oconee,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0
South Carolina,Richland,275,249,25,1,0,0,0,117,50,37,1,4,187,0,83,0
South Carolina,Spartanburg,274,235,37,2,0,0,0,112,52,40,0,0,158,0,116,0
South Carolina,York,274,260,14,0,0,0,0,92,47,35,0,0,201,1,72,0
South Dakota,Brookings,182,161,21,0,0,0,0,87,54,39,0,0,168,0,12,2
South Dakota,Brown,180,166,14,0,0,0,0,61,48,23,0,0,0,0,142,38
South Dakota,Codington,182,167,15,0,0,0,0,88,47,36,0,0,106,0,61,15
South Dakota,Custer,181,174,7,0,0,0,0,71,47,41,0,0,178,0,2,1
South Dakota,Hughes,178,176,2,0,0,0,0,76,28,15,0,0,0,0,178,0
South Dakota,Jackson,182,175,7,0,0,0,0,71,47,40,0,0,170,0,9,3
South Dakota,Meade,180,177,3,0,0,0,0,58,46,38,0,0,179,0,0,1
South Dakota,Minnehaha,183,163,20,0,0,0,0,90,54,35,1,2,130,0,50,0
South Dakota,Pennington,182,163,19,0,0,0,0,81,51,26,0,29,0,1,62,90
South Dakota,Union,182,161,20,1,0,0,0,141,54,38,0,0,152,0,26,4
Tennessee,Anderson,122,118,4,0,0,0,0,58,48,38,0,0,122,0,0,0
Tennessee,Blount,245,219,26,0,0,0,0,92,51,39,1,0,223,0,21,0
Tennessee,Claiborne,228,226,2,0,0,0,0,51,46,34,0,0,228,0,0,0
Tennessee,Davidson,182,153,29,0,0,0,0,77,56,40,0,14,73,0,95,0
Tennessee,DeKalb,219,215,4,0,0,0,0,58,46,35,0,0,219,0,0,0
Tennessee,Dyer,173,163,9,1,0,0,0,117,40,22,0,0,0,0,173,0
Tennessee,Hamilton,274,233,41,0,0,0,0,87,53,40,0,0,153,0,121,0
Tennessee,Jefferson,117,112,5,0,0,0,0,61,49,40,0,0,117,0,0,0
Tennessee,Knox,305,266,39,0,0,0,0,90,52,36,0,0,165,0,140,0
Tennessee,Lawrence,182,177,5,0,0,0,0,72,35,19,0,0,0,0,182,0
Tennessee,Loudon,182,169,13,0,0,0,0,88,49,32,0,0,98,0,84,0
Tennessee,Madison,176,172,3,1,0,0,0,108,35,22,0,0,0,0,176,0
Tennessee,Maury,171,168,3,0,0,0,0,91,36,19,0,0,0,0,171,0
Tennessee,McMinn,174,164,10,0,0,0,0,88,40,22,0,0,0,0,174,0
Tennessee,Montgomery,177,169,7,1,0,0,0,107,43,24,0,0,0,0,177,0
Tennessee,Putnam,180,175,4,1,0,0,0,105,37,20,0,0,0,0,180,0
Tennessee,Roane,154,149,5,0,0,0,0,91,40,23,0,0,0,0,154,0
Tennessee,Sevier,243,223,19,1,0,0,0,105,50,41,0,0,243,0,0,0
Tennessee,Shelby,183,120,63,0,0,0,0,100,64,46,1,1,82,0,99,0
Tennessee,Sullivan,182,165,15,2,0,0,0,109,50,38,0,0,100,46,36,0
Tennessee,Sumner,213,188,24,1,0,0,0,121,51,37,0,0,97,0,116,0
Tennessee,Williamson,121,112,9,0,0,0,0,71,50,41,0,0,121,0,0,0
Tennessee,Wilson,122,117,5,0,0,0,0,64,46,38,0,0,122,0,0,0
Texas,Atascosa,16,11,4,0,1,0,0,156,89,29,0,0,0,0,16,0
Texas,Bell,182,143,38,1,0,0,0,135,58,42,0,0,117,0,65,0
Texas,Bexar,183,97,82,3,1,0,0,158,77,49,1,1,94,0,87,0
Texas,Bowie,182,150,31,1,0,0,0,127,55,34,0,0,0,0,182,0
Texas,Brazoria,182,161,21,0,0,0,0,100,54,36,0,4,178,0,0,0
Texas,Brazos,123,105,18,0,0,0,0,99,52,30,0,0,0,0,123,0
Texas,Brewster,239,223,16,0,0,0,0,80,50,40,0,0,228,0,11,0
Texas,Cameron,182,106,68,5,3,0,0,176,72,45,0,0,42,0,140,0
Texas,Collin,212,183,28,1,0,0,0,108,54,39,0,0,212,0,0,0
Texas,Culberson,20,20,0,0,0,0,0,18,18,8,0,0,0,0,20,0
Texas,Dallas,214,169,41,4,0,0,0,135,64,41,1,18,148,0,47,0
Texas,Denton,213,155,54,4,0,0,0,142,71,41,0,0,163,0,50,0
Texas,Ector,197,179,18,0,0,0,0,95,49,24,0,0,0,0,197,0
Texas,El Paso,183,96,82,5,0,0,0,116,77,50,1,13,115,0,41,13
Texas,Ellis,213,168,44,1,0,0,0,125,61,39,0,0,144,0,69,0
Texas,Freestone,162,162,0,0,0,0,0,10,1,0,0,0,0,162,0,0
Texas,Galveston,182,140,40,2,0,0,0,139,61,41,0,0,146,0,36,0
Texas,Gregg,182,177,5,0,0,0,0,74,45,33,0,9,166,7,0,0
Texas,Harris,183,91,85,5,2,0,0,179,77,52,1,10,77,0,94,1
Texas,Harrison,181,162,19,0,0,0,0,100,51,37,0,0,119,7,55,0
Texas,Hidalgo,182,123,54,3,2,0,0,155,68,42,0,0,73,0,109,0
Texas,Hood,206,191,15,0,0,0,0,100,48,34,0,0,206,0,0,0
Texas,Howard,197,172,21,3,1,0,0,200,57,9,0,0,0,197,0,0
Texas,Hunt,213,201,12,0,0,0,0,87,46,34,0,0,213,0,0,0
Texas,Hutchinson,212,139,45,28,0,0,0,145,105,26,0,0,0,212,0,0
Texas,Jefferson,182,138,41,3,0,0,0,122,61,42,0,0,124,5,53,0
Texas,Johnson,196,179,15,2,0,0,0,105,50,34,0,0,196,0,0,0
Texas,Karnes,179,179,0,0,0,0,0,31,18,6,0,179,0,0,0,0
Texas,Kaufman,213,175,38,0,0,0,0,93,59,39,0,0,150,0,63,0
Texas,Kleberg,163,112,48,1,2,0,0,168,68,38,0,0,0,0,163,0
Texas,Lubbock,208,196,12,0,0,0,0,72,40,19,0,0,0,0,208,0
Texas,Maverick,165,143,21,0,1,0,0,160,54,24,0,0,0,0,165,0
Texas,McLennan,183,162,21,0,0,0,0,87,51,37,1,0,157,0,25,0
Texas,Milam,132,132,0,0,0,0,0,3,1,0,0,0,0,132,0,0
Texas,Montgomery,182,139,38,5,0,0,0,129,60,41,0,0,110,0,72,0
Texas,Navarro,213,154,53,6,0,0,0,147,68,40,0,1,101,33,78,0
Texas,Nueces,182,126,54,0,2,0,0,159,67,43,0,0,99,0,83,0
Texas,Orange,182,145,35,2,0,0,0,103,61,41,0,0,113,11,58,0
Texas,Parker,210,189,21,0,0,0,0,97,51,36,0,0,210,0,0,0
Texas,Polk,238,229,9,0,0,0,0,71,44,31,0,0,238,0,0,0
Texas,Potter,213,186,20,7,0,0,0,138,58,20,0,0,0,61,152,0
Texas,Randall,244,178,66,0,0,0,0,90,64,45,0,0,244,0,0,0
Texas,Robertson,144,144,0,0,0,0,0,20,1,0,0,0,0,144,0,0
Texas,Rockwall,213,198,15,0,0,0,0,97,46,34,0,0,213,0,0,0
Texas,Rusk,180,164,13,3,0,0,0,114,49,4,0,0,0,180,0,0
Texas,Smith,182,172,10,0,0,0,0,84,48,36,0,2,180,0,0,0
Texas,Tarrant,214,134,73,6,1,0,0,151,77,45,1,7,113,0,93,0
Texas,Titus,174,174,0,0,0,0,0,19,9,0,0,0,0,174,0,0
Texas,Travis,183,135,47,0,1,0,0,153,59,44,1,3,85,0,94,0
Texas,Victoria,146,132,14,0,0,0,0,100,49,35,0,0,146,0,0,0
Texas,Webb,183,128,52,2,1,0,0,160,67,42,1,0,91,0,91,0
Texas,Wilson,182,182,0,0,0,0,0,34,18,7,0,182,0,0,0,0
Utah,Box Elder,175,167,8,0,0,0,0,71,48,41,0,3,172,0,0,0
Utah,Cache,305,212,85,4,4,0,0,159,71,44,0,0,199,0,91,15
Utah,Carbon,289,247,42,0,0,0,0,93,54,44,0,2,287,0,0,0
Utah,Davis,305,203,89,12,1,0,0,155,77,44,0,28,209,0,68,0
Utah,Duchesne,305,221,79,5,0,0,0,125,65,46,0,0,255,0,50,0
Utah,Garfield,303,271,32,0,0,0,0,74,51,43,0,0,303,0,0,0
Utah,Iron,305,272,33,0,0,0,0,86,51,41,0,11,269,0,25,0
Utah,Salt Lake,306,159,128,17,2,0,0,194,88,50,1,34,186,1,81,3
Utah,San Juan,230,190,38,2,0,0,0,108,58,44,0,0,230,0,0,0
Utah,Tooele,305,231,69,4,1,0,0,159,67,43,0,2,247,0,56,0
Utah,Uintah,305,213,89,2,0,0,1,343,67,46,0,0,268,0,37,0
Utah,Utah,306,195,106,5,0,0,0,150,80,46,1,3,237,0,64,1
Utah,Washington,305,234,68,3,0,0,0,112,64,44,0,1,278,0,26,0
Utah,Wayne,20,20,0,0,0,0,0,10,9,4,0,0,0,0,20,0
Utah,Weber,306,208,92,6,0,0,0,140,72,45,1,21,229,0,51,4
Vermont,Bennington,182,174,8,0,0,0,0,66,46,39,0,0,164,0,18,0
Vermont,Chittenden,183,166,17,0,0,0,0,98,49,40,1,0,144,0,38,0
Vermont,Rutland,183,163,20,0,0,0,0,81,51,39,1,0,137,0,45,0
Vermont,Windham,19,19,0,0,0,0,0,18,14,7,0,0,0,0,19,0
Virgin Islands,St Croix,28,26,2,0,0,0,0,82,47,18,0,0,0,0,28,0
Virgin Islands,St John,20,20,0,0,0,0,0,41,40,15,0,0,0,0,20,0
Virginia,Albemarle,269,261,8,0,0,0,0,63,46,35,0,0,197,0,72,0
Virginia,Alexandria City,78,78,0,0,0,0,0,8,7,4,0,0,0,0,0,78
Virginia,Arlington,193,187,6,0,0,0,0,61,44,34,2,26,148,0,17,0
Virginia,Botetourt,182,179,3,0,0,0,0,69,20,3,0,0,0,182,0,0
Virginia,Bristol City,66,64,2,0,0,0,0,55,40,23,0,0,0,0,66,0
Virginia,Caroline,122,121,1,0,0,0,0,54,45,38,0,0,122,0,0,0
Virginia,Carroll,42,42,0,0,0,0,0,15,13,8,0,0,0,0,0,42
Virginia,Charles,272,270,2,0,0,0,0,67,44,32,0,47,202,0,23,0
Virginia,Chesterfield,228,226,2,0,0,0,0,61,45,34,0,0,200,0,28,0
Virginia,Covington City,91,90,1,0,0,0,0,84,33,10,0,0,0,91,0,0
Virginia,Fairfax,201,181,20,0,0,0,0,66,50,38,1,13,105,0,71,11
Virginia,Fauquier,121,121,0,0,0,0,0,46,44,36,0,0,121,0,0,0
Virginia,Frederick,232,225,7,0,0,0,0,60,44,35,0,0,191,0,41,0
Virginia,Giles,201,153,41,4,3,0,0,200,70,42,0,0,130,71,0,0
Virginia,Hampton City,186,182,4,0,0,0,0,64,44,35,5,4,106,0,68,3
Virginia,Hanover,214,212,2,0,0,0,0,64,45,35,0,0,214,0,0,0
Virginia,Henrico,276,264,12,0,0,0,0,71,46,36,2,0,219,0,54,1
Virginia,Hopewell City,41,41,0,0,0,0,0,18,15,8,0,0,0,0,0,41
Virginia,Loudoun,192,189,3,0,0,0,0,72,44,35,0,13,163,0,16,0
Virginia,Lynchburg City,65,64,1,0,0,0,0,54,36,21,0,0,0,0,65,0
Virginia,Madison,238,236,2,0,0,0,0,54,46,39,0,0,235,0,3,0
Virginia,Norfolk City,203,202,1,0,0,0,0,52,31,16,8,131,0,0,54,10
Virginia,Prince Edward,241,241,0,0,0,0,0,49,44,33,0,0,241,0,0,0
Virginia,Prince William,182,180,2,0,0,0,0,58,44,35,0,1,181,0,0,0
Virginia,Richmond City,273,268,5,0,0,0,0,71,37,24,2,166,0,0,105,0
Virginia,Roanoke,275,260,15,0,0,0,0,65,46,35,2,7,188,0,78,0
Virginia,Rockbridge,233,233,0,0,0,0,0,49,42,31,0,0,213,0,20,0
Virginia,Rockingham,272,269,3,0,0,0,0,61,44,33,0,50,200,0,22,0
Virginia,Salem City,63,61,2,0,0,0,0,66,40,22,0,0,0,0,63,0
Virginia,Stafford,193,192,1,0,0,0,0,54,44,34,0,0,177,0,0,16
Virginia,Suffolk City,121,120,1,0,0,0,0,51,45,39,0,0,121,0,0,0
Virginia,Virginia Beach City,67,65,2,0,0,0,0,57,38,23,0,0,0,0,67,0
Virginia,Winchester City,43,43,0,0,0,0,0,18,14,8,0,0,0,0,0,43
Virginia,Wythe,204,202,2,0,0,0,0,61,45,35,0,0,204,0,0,0
Washington,Adams,242,242,0,0,0,0,0,40,25,12,0,0,0,0,242,0
Washington,Asotin,244,211,32,1,0,0,0,112,53,27,0,0,0,0,244,0
Washington,Benton,243,228,15,0,0,0,0,90,47,31,0,0,106,0,95,42
Washington,Chelan,244,239,5,0,0,0,0,55,33,17,0,0,0,0,244,0
Washington,Clallam,244,241,3,0,0,0,0,59,43,31,0,0,182,0,62,0
Washington,Clark,244,230,14,0,0,0,0,64,43,23,0,0,54,0,190,0
Washington,Columbia,243,243,0,0,0,0,0,50,30,14,0,0,0,0,243,0
Washington,Cowlitz,244,243,1,0,0,0,0,53,26,14,0,0,0,0,244,0
Washington,Franklin,225,224,1,0,0,0,0,54,26,12,0,0,0,0,225,0
Washington,Garfield,244,242,2,0,0,0,0,53,29,13,0,0,0,0,244,0
Washington,Grant,244,243,1,0,0,0,0,53,28,14,0,0,0,0,244,0
Washington,Grays Harbor,244,242,2,0,0,0,0,83,28,17,0,0,0,0,244,0
Washington,Jefferson,218,218,0,0,0,0,0,38,25,17,0,0,0,0,218,0
Washington,King,245,222,21,1,1,0,0,154,50,35,1,40,130,0,74,0
Washington,Kitsap,239,236,3,0,0,0,0,71,28,16,0,0,0,0,239,0
Washington,Kittitas,243,233,10,0,0,0,0,64,34,15,0,0,0,0,243,0
Washington,Klickitat,244,242,2,0,0,0,0,59,25,16,0,0,0,0,244,0
Washington,Lewis,243,243,0,0,0,0,0,38,28,17,0,0,0,0,243,0
Washington,Mason,235,235,0,0,0,0,0,41,29,15,0,0,0,0,235,0
Washington,Okanogan,244,195,49,0,0,0,0,76,57,26,0,0,0,0,244,0
Washington,Pierce,244,218,25,1,0,0,0,103,51,40,0,9,189,0,46,0
Washington,Skagit,187,187,0,0,0,0,0,44,38,19,0,0,71,0,116,0
Washington,Snohomish,244,215,29,0,0,0,0,99,54,28,0,0,0,0,244,0
Washington,Spokane,244,237,7,0,0,0,0,64,45,32,0,0,107,0,112,25
Washington,Stevens,244,199,45,0,0,0,0,87,56,28,0,0,0,0,213,31
Washington,Thurston,244,238,6,0,0,0,0,67,40,23,0,0,109,0,135,0
Washington,Walla Walla,244,235,9,0,0,0,0,70,38,19,0,0,0,0,66,178
Washington,Whatcom,244,204,34,3,3,0,0,182,62,34,0,0,109,103,32,0
Washington,Whitman,244,241,3,0,0,0,0,62,28,13,0,0,0,0,244,0
Washington,Yakima,244,209,35,0,0,0,0,90,54,27,0,0,0,0,243,1
West Virginia,Berkeley,231,220,11,0,0,0,0,76,48,38,0,0,201,0,30,0
West Virginia,Brooke,274,249,25,0,0,0,0,94,48,20,0,0,0,100,87,87
West Virginia,Cabell,234,223,11,0,0,0,0,100,48,37,0,0,198,0,36,0
West Virginia,Gilmer,242,242,0,0,0,0,0,49,43,32,0,0,242,0,0,0
West Virginia,Greenbrier,203,201,2,0,0,0,0,54,45,34,0,0,203,0,0,0
West Virginia,Hancock,274,246,27,1,0,0,0,133,51,36,0,0,185,61,27,1
West Virginia,Harrison,90,84,6,0,0,0,0,78,46,26,0,0,0,0,90,0
West Virginia,Kanawha,275,257,18,0,0,0,0,84,48,37,1,0,210,0,64,0
West Virginia,Marion,58,54,4,0,0,0,0,67,50,28,0,0,0,0,58,0
West Virginia,Marshall,262,254,8,0,0,0,0,61,36,6,0,0,0,175,87,0
West Virginia,Mason,270,259,9,2,0,0,0,113,30,1,0,0,0,270,0,0
West Virginia,Mineral,134,134,0,0,0,0,0,3,1,1,0,0,0,134,0,0
West Virginia,Monongalia,270,256,14,0,0,0,0,90,48,37,0,0,196,47,27,0
West Virginia,Ohio,223,196,26,1,0,0,0,101,51,40,0,0,193,0,30,0
West Virginia,Tucker,237,235,2,0,0,0,0,51,46,37,0,0,236,0,1,0
West Virginia,Wood,274,258,16,0,0,0,0,80,46,35,0,0,199,42,33,0
Wisconsin,Ashland,182,176,6,0,0,0,0,71,44,35,0,0,165,0,17,0
Wisconsin,Brown,182,152,29,1,0,0,0,119,57,37,0,0,84,0,98,0
Wisconsin,Columbia,93,82,7,4,0,0,0,115,58,41,0,0,93,0,0,0
Wisconsin,Dane,182,141,40,1,0,0,0,112,59,41,0,0,71,0,111,0
Wisconsin,Dodge,194,156,36,2,0,0,0,136,58,40,1,0,125,0,57,11
Wisconsin,Door,100,87,10,3,0,0,0,150,54,39,0,0,100,0,0,0
Wisconsin,Eau Claire,182,160,22,0,0,0,0,93,52,39,0,0,84,0,98,0
Wisconsin,Fond du Lac,95,86,7,2,0,0,0,115,49,38,0,0,95,0,0,0
Wisconsin,Forest,182,169,13,0,0,0,0,93,47,38,0,0,155,0,27,0
Wisconsin,Grant,177,147,30,0,0,0,0,81,55,31,0,0,0,0,177,0
Wisconsin,Jefferson,100,87,9,4,0,0,0,136,58,41,0,0,100,0,0,0
Wisconsin,Kenosha,182,145,33,3,1,0,0,197,64,41,0,0,107,0,75,0
Wisconsin,Kewaunee,100,93,7,0,0,0,0,97,47,37,0,0,100,0,0,0
Wisconsin,La Crosse,180,152,28,0,0,0,0,93,55,38,0,0,86,0,94,0
Wisconsin,Manitowoc,85,71,11,3,0,0,0,136,64,39,0,1,84,0,0,0
Wisconsin,Marathon,92,86,6,0,0,0,0,74,49,40,0,0,92,0,0,0
Wisconsin,Milwaukee,183,133,47,2,1,0,0,169,65,40,1,10,101,0,71,0
Wisconsin,Monroe,18,16,2,0,0,0,0,53,53,17,0,0,0,0,18,0
Wisconsin,Oneida,182,179,3,0,0,0,0,72,17,0,0,0,0,182,0,0
Wisconsin,Outagamie,182,149,31,2,0,0,0,126,58,39,0,0,81,3,98,0
Wisconsin,Ozaukee,181,148,30,2,1,0,0,164,58,38,0,0,91,0,90,0
Wisconsin,Racine,93,78,11,3,1,0,0,172,58,40,0,0,93,0,0,0
Wisconsin,Rock,99,90,6,3,0,0,0,105,50,40,0,0,99,0,0,0
Wisconsin,Sauk,182,150,31,1,0,0,0,112,56,39,0,0,80,0,102,0
Wisconsin,Sheboygan,100,83,14,2,1,0,0,159,74,41,0,0,100,0,0,0
Wisconsin,Taylor,244,226,18,0,0,0,0,78,48,37,0,0,212,0,32,0
Wisconsin,Vilas,182,172,10,0,0,0,0,84,47,36,0,0,95,0,87,0
Wisconsin,Walworth,92,80,8,4,0,0,0,136,51,42,0,0,92,0,0,0
Wisconsin,Waukesha,175,132,41,2,0,0,0,129,61,41,0,0,72,0,103,0
Wyoming,Albany,242,175,63,4,0,0,0,136,64,47,0,0,224,0,0,18
Wyoming,Big Horn,182,178,4,0,0,0,0,61,45,39,0,0,182,0,0,0
Wyoming,Campbell,274,232,41,1,0,0,0,117,56,37,0,1,113,0,0,160
Wyoming,Carbon,182,182,0,0,0,0,0,49,22,6,0,121,0,61,0,0
Wyoming,Converse,274,247,27,0,0,0,0,88,50,40,0,0,157,0,13,104
Wyoming,Fremont,182,155,27,0,0,0,0,77,54,45,0,0,169,6,7,0
Wyoming,Johnson,181,172,9,0,0,0,0,61,47,41,0,1,178,0,0,2
Wyoming,Laramie,183,169,14,0,0,0,0,77,48,40,1,0,174,0,3,5
Wyoming,Lincoln,182,178,4,0,0,0,0,54,26,11,0,0,0,0,0,182
Wyoming,Natrona,182,173,9,0,0,0,0,64,48,42,0,0,181,0,1,0
Wyoming,Park,61,61,0,0,0,0,0,28,18,9,0,0,0,0,52,9
Wyoming,Platte,40,37,3,0,0,0,0,59,35,14,0,0,0,0,0,40
Wyoming,Sheridan,182,175,7,0,0,0,0,64,46,40,0,0,175,0,7,0
Wyoming,Sublette,244,190,50,4,0,0,0,129,67,46,0,0,244,0,0,0
Wyoming,Sweetwater,238,178,54,3,2,0,1,1250,64,45,0,5,200,0,1,32
Wyoming,Teton,245,224,15,5,1,0,0,155,50,44,1,0,237,0,7,0
