State,County,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
Maryland,Anne Arundel,296,269,25,2,0,0,0,108,50,38,0,0,240,44,0,12
Maryland,Baltimore,304,260,42,2,0,0,0,105,54,39,0,11,245,0,48,0
Maryland,Baltimore (City),271,245,26,0,0,0,0,97,49,35,0,68,142,0,60,1
Maryland,Calvert,207,204,3,0,0,0,0,67,45,36,0,0,207,0,0,0
Maryland,Carroll,211,194,17,0,0,0,0,84,49,41,0,0,211,0,0,0
Maryland,Cecil,301,281,20,0,0,0,0,97,48,35,0,0,228,0,73,0
Maryland,Charles,205,204,1,0,0,0,0,58,45,36,0,0,205,0,0,0
Maryland,Dorchester,273,260,13,0,0,0,0,84,48,37,0,0,268,0,5,0
Maryland,Frederick,205,185,20,0,0,0,0,90,50,41,0,0,205,0,0,0
Maryland,Garrett,273,265,8,0,0,0,0,71,46,38,1,0,258,0,14,0
Maryland,Harford,303,264,38,1,0,0,0,119,54,39,0,0,237,0,66,0
Maryland,Howard,273,263,10,0,0,0,0,68,43,28,2,94,0,0,177,0
Maryland,Kent,271,259,12,0,0,0,0,100,47,37,0,0,208,0,63,0
Maryland,Montgomery,299,287,12,0,0,0,0,77,45,33,0,0,223,0,76,0
Maryland,Prince George's,305,281,23,1,0,0,0,105,49,37,0,3,279,0,23,0
Maryland,Washington,303,275,28,0,0,0,0,74,49,38,0,0,219,0,84,0
Massachusetts,Barnstable,203,196,5,2,0,0,0,108,46,38,0,0,200,0,3,0
Massachusetts,Berkshire,224,202,22,0,0,0,0,80,50,38,0,0,157,0,67,0
Massachusetts,Bristol,213,173,37,3,0,0,0,119,56,42,0,0,141,0,72,0
Massachusetts,Dukes,210,203,6,1,0,0,0,126,46,40,0,0,210,0,0,0
Massachusetts,Essex,219,199,20,0,0,0,0,77,50,38,0,5,158,0,56,0
Massachusetts,Franklin,223,200,23,0,0,0,0,84,51,38,0,0,131,0,92,0
Massachusetts,Hampden,224,189,35,0,0,0,0,99,55,41,0,2,141,0,81,0
Massachusetts,Hampshire,219,203,16,0,0,0,0,84,49,38,0,8,147,0,57,7
Massachusetts,Middlesex,213,197,16,0,0,0,0,90,48,39,0,8,165,0,40,0
Massachusetts,Norfolk,213,213,0,0,0,0,0,50,42,33,0,7,183,0,23,0
Massachusetts,Plymouth,219,199,20,0,0,0,0,80,49,40,0,0,143,0,76,0
Massachusetts,Suffolk,224,205,19,0,0,0,0,79,49,38,0,27,101,0,96,0
Massachusetts,Worcester,219,192,27,0,0,0,0,90,52,40,0,6,144,0,63,6
Michigan,Allegan,175,158,13,4,0,0,0,136,50,38,0,0,123,0,52,0
Michigan,Bay,181,177,4,0,0,0,0,55,38,19,0,0,0,0,181,0
Michigan,Benzie,138,127,9,1,1,0,0,164,46,37,0,0,138,0,0,0
Michigan,Berrien,134,119,9,6,0,0,0,150,51,39,0,0,134,0,0,0
Michigan,Cass,132,113,15,4,0,0,0,122,61,40,0,0,132,0,0,0
Michigan,Clinton,133,125,8,0,0,0,0,90,47,37,0,0,133,0,0,0
Michigan,Genesee,182,161,20,1,0,0,0,126,51,38,0,0,128,0,54,0
Michigan,Huron,139,127,8,4,0,0,0,150,50,38,0,0,139,0,0,0
Michigan,Ingham,182,165,17,0,0,0,0,74,50,35,0,3,133,0,46,0
Michigan,Kalamazoo,181,159,18,4,0,0,0,115,54,39,0,0,122,0,59,0
Michigan,Kent,183,152,26,5,0,0,0,143,58,38,2,0,133,0,48,0
Michigan,Keweenaw,20,20,0,0,0,0,0,35,30,8,0,0,0,0,20,0
Michigan,Lenawee,182,149,32,1,0,0,0,122,56,39,0,0,102,0,80,0
Michigan,Macomb,153,134,13,6,0,0,0,126,55,37,0,0,134,0,19,0
Michigan,Manistee,38,36,2,0,0,0,0,55,40,18,0,0,0,0,38,0
Michigan,Mason,224,202,20,1,1,0,0,159,50,38,0,0,224,0,0,0
Michigan,Missaukee,273,246,26,1,0,0,0,105,50,35,0,12,211,0,50,0
Michigan,Monroe,198,196,2,0,0,0,0,66,19,1,0,0,0,152,0,46
Michigan,Muskegon,124,106,14,4,0,0,0,143,64,39,0,0,124,0,0,0
Michigan,Oakland,154,132,19,3,0,0,0,122,58,37,0,0,128,0,26,0
Michigan,Ottawa,182,159,18,5,0,0,0,150,55,36,0,35,121,4,21,1
Michigan,Schoolcraft,163,155,5,3,0,0,0,133,45,38,0,0,136,0,27,0
Michigan,St. Clair,182,155,25,2,0,0,0,105,56,37,0,0,103,18,61,0
Michigan,Tuscola,222,210,10,2,0,0,0,101,46,35,0,0,222,0,0,0
Michigan,Washtenaw,244,199,42,3,0,0,0,126,57,39,0,0,193,0,51,0
Michigan,Wayne,183,108,73,2,0,0,0,108,67,47,1,7,62,3,110,0
Michigan,Wexford,237,223,14,0,0,0,0,100,46,36,0,0,237,0,0,0
Minnesota,Anoka,183,161,22,0,0,0,0,87,52,38,1,9,116,0,57,0
Minnesota,Becker,182,166,15,1,0,0,0,101,48,36,0,0,115,0,67,0
Minnesota,Beltrami,180,177,3,0,0,0,0,73,40,24,0,0,0,0,180,0
Minnesota,Carlton,178,175,3,0,0,0,0,84,44,32,0,0,105,0,73,0
Minnesota,Cass,176,172,4,0,0,0,0,70,30,17,0,0,0,0,176,0
Minnesota,Cook,182,180,2,0,0,0,0,53,21,10,0,0,0,0,182,0
Minnesota,Crow Wing,182,174,8,0,0,0,0,76,44,32,0,0,96,0,86,0
Minnesota,Dakota,183,163,20,0,0,0,0,74,51,31,1,12,0,1,169,0
Minnesota,Goodhue,108,100,8,0,0,0,0,87,50,40,0,0,108,0,0,0
Minnesota,Hennepin,183,128,55,0,0,0,0,77,58,40,1,5,12,0,120,45
Minnesota,Lake,182,175,7,0,0,0,0,71,43,35,0,0,112,0,70,0
Minnesota,Lyon,179,165,14,0,0,0,0,80,48,35,0,0,107,0,72,0
Minnesota,Mille Lacs,91,91,0,0,0,0,0,45,44,38,0,0,91,0,0,0
Minnesota,Olmsted,182,151,31,0,0,0,0,100,55,38,0,0,109,0,73,0
Minnesota,Ramsey,182,162,20,0,0,0,0,72,52,32,0,0,0,0,167,15
Minnesota,Saint Louis,242,222,19,1,0,0,0,104,49,38,0,1,177,0,61,3
Minnesota,Scott,182,168,14,0,0,0,0,71,48,34,0,0,126,0,56,0
Minnesota,Stearns,182,165,17,0,0,0,0,80,50,37,0,0,106,0,76,0
Minnesota,Washington,182,177,5,0,0,0,0,77,44,23,0,0,93,89,0,0
Minnesota,Winona,20,19,1,0,0,0,0,52,40,21,0,0,0,0,20,0
Minnesota,Wright,173,155,18,0,0,0,0,77,51,36,0,0,100,0,73,0
Mississippi,Bolivar,274,224,50,0,0,0,0,85,55,40,0,0,135,0,139,0
Mississippi,DeSoto,273,229,44,0,0,0,0,100,54,38,0,0,128,0,145,0
Mississippi,Forrest,274,219,55,0,0,0,0,97,58,34,0,0,0,0,274,0
Mississippi,Hancock,266,226,40,0,0,0,0,84,53,37,0,0,126,0,140,0
Mississippi,Harrison,267,197,69,1,0,0,0,101,61,42,0,0,98,0,169,0
Mississippi,Hinds,285,203,81,1,0,0,0,114,60,43,1,2,87,0,195,0
Mississippi,Jackson,271,220,51,0,0,0,0,84,56,40,0,2,130,0,139,0
Mississippi,Lauderdale,209,209,0,0,0,0,0,50,43,32,0,0,209,0,0,0
Mississippi,Lee,205,204,1,0,0,0,0,54,45,36,0,0,205,0,0,0
Mississippi,Yalobusha,227,224,3,0,0,0,0,51,44,33,0,0,227,0,0,0
Missouri,Andrew,153,134,19,0,0,0,0,77,51,40,0,0,153,0,0,0
Missouri,Boone,153,144,9,0,0,0,0,93,45,36,0,0,153,0,0,0
Missouri,Buchanan,212,180,31,1,0,0,0,126,53,31,0,0,0,0,175,37
Missouri,Callaway,153,142,11,0,0,0,0,87,46,38,0,0,153,0,0,0
Missouri,Cass,211,190,19,2,0,0,0,105,50,39,0,0,133,0,78,0
Missouri,Cedar,199,177,22,0,0,0,0,99,51,39,0,0,130,0,69,0
Missouri,Clay,213,182,30,1,0,0,0,101,61,38,0,0,138,0,75,0
Missouri,Clinton,153,138,15,0,0,0,0,87,50,40,0,0,153,0,0,0
Missouri,Franklin,182,179,3,0,0,0,0,94,21,1,0,0,0,182,0,0
Missouri,Greene,213,189,23,1,0,0,0,116,51,38,0,0,114,0,98,1
Missouri,Iron,213,194,19,0,0,0,0,97,49,19,0,0,0,213,0,0
Missouri,Jackson,214,156,55,2,1,0,0,157,59,39,1,19,0,0,164,30
Missouri,Jasper,213,186,27,0,0,0,0,82,51,38,0,0,136,0,0,77
Missouri,Jefferson,213,182,29,2,0,0,0,141,56,41,0,0,110,2,98,3
Missouri,Lincoln,153,138,14,1,0,0,0,108,49,39,0,0,153,0,0,0
Missouri,Monroe,213,207,6,0,0,0,0,84,44,33,0,0,210,0,0,3
Missouri,New Madrid,182,22,38,77,45,0,0,200,169,119,0,0,0,182,0,0
Missouri,Perry,153,139,14,0,0,0,0,97,50,40,0,0,153,0,0,0
Missouri,Saint Charles,213,187,23,3,0,0,0,112,54,37,0,0,150,63,0,0
Missouri,Saint Louis,213,165,42,6,0,0,0,144,67,42,0,7,130,0,76,0
Missouri,Sainte Genevieve,153,138,15,0,0,0,0,87,50,38,0,0,153,0,0,0
Missouri,St. Louis City,214,142,68,3,1,0,0,155,64,45,1,7,93,0,101,12
Missouri,Stoddard,18,18,0,0,0,0,0,34,25,17,0,0,0,0,18,0
Missouri,Taney,20,20,0,0,0,0,0,24,20,13,0,0,0,0,20,0
Montana,Cascade,207,205,2,0,0,0,0,62,31,18,0,0,0,0,207,0
Montana,Fergus,213,210,3,0,0,0,0,71,45,39,0,0,204,0,9,0
Montana,Flathead,244,229,15,0,0,0,0,91,47,35,0,0,204,0,17,23
Montana,Gallatin,245,237,4,4,0,0,0,131,31,16,4,10,0,0,231,0
Montana,Lake,20,20,0,0,0,0,0,8,5,1,0,0,0,0,20,0
Montana,Lewis and Clark,214,198,16,0,0,0,0,67,49,41,1,0,190,0,23,0
Montana,Lincoln,213,141,71,1,0,0,0,107,66,33,0,0,0,0,206,7
Montana,Missoula,213,159,53,1,0,0,0,105,66,42,0,0,127,0,86,0
Montana,Phillips,213,204,8,1,0,0,0,104,44,35,0,0,191,0,8,14
Montana,Powder River,198,174,24,0,0,0,0,84,51,40,0,0,155,0,33,10
Montana,Powell,19,19,0,0,0,0,0,11,7,3,0,0,0,0,19,0
Montana,Ravalli,213,210,3,0,0,0,0,57,21,8,0,0,0,0,213,0
Montana,Richland,213,210,3,0,0,0,0,64,46,38,0,0,203,0,10,0
Montana,Roosevelt,19,19,0,0,0,0,0,20,15,7,0,0,0,0,19,0
Montana,Rosebud,190,188,2,0,0,0,0,55,45,39,0,0,184,0,5,1
Montana,Sanders,213,212,1,0,0,0,0,52,33,19,0,0,0,0,203,10
Montana,Sheridan,20,20,0,0,0,0,0,25,13,7,0,0,0,0,20,0
Montana,Silver Bow,213,206,7,0,0,0,0,85,35,15,0,0,0,0,92,121
Montana,Yellowstone,213,206,6,0,1,0,0,160,37,20,0,0,0,5,208,0
Nebraska,Cass,301,295,6,0,0,0,0,57,29,14,0,0,0,0,0,301
Nebraska,Douglas,275,238,35,1,1,0,0,156,54,37,1,0,158,13,94,9
Nebraska,Hall,285,263,22,0,0,0,0,85,44,19,0,0,0,0,285,0
Nebraska,Knox,243,221,22,0,0,0,0,84,50,38,0,0,243,0,0,0
Nebraska,Lancaster,244,237,7,0,0,0,0,74,45,32,0,0,171,44,29,0
Nebraska,Sarpy,237,205,30,2,0,0,0,149,52,30,0,0,0,0,237,0
Nebraska,Scotts Bluff,209,155,52,2,0,0,0,122,59,38,0,0,0,0,209,0
Nebraska,Thomas,20,20,0,0,0,0,0,23,23,7,0,0,0,0,20,0
Nebraska,Washington,83,79,4,0,0,0,0,66,42,22,0,0,0,0,83,0
Nevada,Carson City,182,171,11,0,0,0,0,100,48,40,0,0,151,0,31,0
Nevada,Churchill,179,170,9,0,0,0,0,90,47,41,0,0,179,0,0,0
Nevada,Clark,275,93,163,17,2,0,0,174,93,58,1,13,203,0,53,5
Nevada,Douglas,182,179,3,0,0,0,0,55,28,12,0,0,0,0,182,0
Nevada,Elko,179,177,2,0,0,0,0,86,25,13,0,0,0,0,0,179
Nevada,Lyon,179,175,4,0,0,0,0,87,46,38,0,0,178,0,0,1
Nevada,Nye,182,176,6,0,0,0,0,97,29,15,0,0,0,0,0,182
Nevada,Washoe,245,177,57,6,5,0,0,163,74,45,1,3,209,0,30,2
Nevada,White Pine,240,184,53,3,0,0,0,136,67,45,0,0,240,0,0,0
New Hampshire,Belknap,177,176,1,0,0,0,0,61,44,36,0,0,118,0,59,0
New Hampshire,Cheshire,182,172,10,0,0,0,0,66,45,37,0,0,147,0,35,0
New Hampshire,Coos,182,157,25,0,0,0,0,74,54,45,0,0,182,0,0,0
New Hampshire,Grafton,244,242,2,0,0,0,0,57,42,35,0,0,232,0,12,0
New Hampshire,Hillsborough,183,179,4,0,0,0,0,74,46,40,1,0,182,0,0,0
New Hampshire,Merrimack,182,180,2,0,0,0,0,71,44,37,0,0,121,61,0,0
New Hampshire,Rockingham,183,163,20,0,0,0,0,67,51,40,1,0,153,0,29,0
New Jersey,Atlantic,182,174,8,0,0,0,0,90,44,34,0,0,147,1,34,0
New Jersey,Bergen,183,154,29,0,0,0,0,84,55,39,1,30,99,0,53,0
New Jersey,Camden,183,161,22,0,0,0,0,83,53,39,1,5,122,0,55,0
New Jersey,Cumberland,182,166,16,0,0,0,0,71,50,40,0,0,125,0,57,0
New Jersey,Essex,183,157,26,0,0,0,0,84,54,39,2,34,92,0,55,0
New Jersey,Gloucester,99,93,6,0,0,0,0,93,48,40,0,0,99,0,0,0
New Jersey,Hudson,182,164,18,0,0,0,0,83,50,38,0,43,102,1,36,0
New Jersey,Hunterdon,182,166,16,0,0,0,0,77,50,38,0,0,136,0,46,0
New Jersey,Mercer,242,211,30,1,0,0,0,112,53,39,0,0,202,0,40,0
New Jersey,Middlesex,181,164,16,1,0,0,0,112,49,38,0,6,124,0,51,0
New Jersey,Monmouth,122,115,7,0,0,0,0,67,46,38,0,0,122,0,0,0
New Jersey,Morris,182,174,8,0,0,0,0,84,45,37,0,6,176,0,0,0
New Jersey,Ocean,122,118,4,0,0,0,0,80,46,39,0,0,118,0,4,0
New Jersey,Passaic,122,118,4,0,0,0,0,100,46,39,0,0,122,0,0,0
New Jersey,Union,183,163,20,0,0,0,0,80,51,35,3,76,0,0,104,0
New Jersey,Warren,182,166,16,0,0,0,0,90,49,35,0,15,121,0,46,0
New Mexico,Bernalillo,183,103,80,0,0,0,0,99,65,50,1,0,126,0,26,30
New Mexico,Catron,20,20,0,0,0,0,0,9,9,4,0,0,0,0,20,0
New Mexico,Chaves,20,20,0,0,0,0,0,40,26,10,0,0,0,0,20,0
New Mexico,Dona Ana,274,171,92,8,1,1,1,346,73,48,0,4,142,0,49,79
New Mexico,Eddy,240,162,73,5,0,0,0,115,71,47,0,0,239,0,1,0
New Mexico,Lea,182,174,8,0,0,0,0,67,48,39,0,4,170,0,8,0
New Mexico,Lincoln,17,17,0,0,0,0,0,15,13,4,0,0,0,0,17,0
New Mexico,Los Alamos,20,20,0,0,0,0,0,13,11,5,0,0,0,0,20,0
New Mexico,Luna,262,249,12,0,0,0,1,360,38,19,0,0,0,0,0,262
New Mexico,Rio Arriba,179,153,26,0,0,0,0,77,58,44,0,0,179,0,0,0
New Mexico,San Juan,274,209,65,0,0,0,0,100,61,45,0,0,244,0,0,30
New Mexico,Sandoval,180,137,43,0,0,0,0,100,58,45,0,0,180,0,0,0
New Mexico,Santa Fe,272,225,47,0,0,0,0,90,58,42,0,0,178,0,94,0
New Mexico,Socorro,20,20,0,0,0,0,0,12,10,6,0,0,0,0,20,0
New Mexico,Taos,181,172,9,0,0,0,0,64,37,20,0,0,0,0,181,0
New Mexico,Valencia,176,146,30,0,0,0,0,93,54,45,0,0,176,0,0,0
New York,Albany,274,241,33,0,0,0,0,75,52,38,1,0,161,0,112,0
New York,Bronx,275,214,60,1,0,0,0,108,61,41,1,22,158,0,94,0
New York,Chautauqua,272,249,23,0,0,0,0,93,49,38,0,0,264,0,8,0
New York,Dutchess,274,265,9,0,0,0,0,87,46,36,0,0,240,34,0,0
New York,Erie,275,236,37,0,2,0,0,155,54,38,1,6,205,1,62,0
New York,Essex,274,260,14,0,0,0,0,80,48,40,0,0,266,3,5,0
New York,Hamilton,270,267,3,0,0,0,0,54,45,37,0,0,267,3,0,0
New York,Jefferson,269,256,13,0,0,0,0,90,46,35,0,0,269,0,0,0
New York,Kings,273,256,17,0,0,0,0,65,44,20,0,0,0,0,273,0
New York,Monroe,275,242,33,0,0,0,0,80,53,36,1,0,210,0,64,0
New York,Nassau,272,264,8,0,0,0,0,66,38,19,0,0,0,12,260,0
New York,New York,275,232,42,1,0,0,0,108,58,38,3,0,199,0,73,0
New York,Niagara,270,252,18,0,0,0,0,87,48,35,0,0,270,0,0,0
New York,Oneida,272,263,9,0,0,0,0,78,34,14,0,0,0,0,272,0
New York,Onondaga,272,249,23,0,0,0,0,74,49,37,0,0,222,0,50,0
New York,Orange,274,259,15,0,0,0,0,97,47,37,0,0,202,0,72,0
New York,Oswego,269,259,10,0,0,0,0,58,45,35,0,0,269,0,0,0
New York,Putnam,268,262,6,0,0,0,0,64,46,35,0,0,229,39,0,0
New York,Queens,275,221,51,3,0,0,0,140,64,40,1,40,184,0,50,0
New York,Richmond,272,238,32,2,0,0,0,108,52,36,0,0,190,0,82,0
New York,Rockland,274,255,19,0,0,0,0,93,48,35,0,0,236,0,38,0
New York,Saratoga,228,224,4,0,0,0,0,61,44,36,0,0,228,0,0,0
New York,St. Lawrence,274,216,44,14,0,0,0,118,75,16,0,0,0,274,0,0
New York,Steuben,275,268,7,0,0,0,0,77,44,36,1,0,215,0,59,0
New York,Suffolk,274,225,43,6,0,0,0,133,64,40,0,0,227,0,47,0
New York,Tompkins,242,239,3,0,0,0,0,58,44,36,0,0,242,0,0,0
New York,Wayne,237,217,20,0,0,0,0,80,48,36,0,0,237,0,0,0
New York,Westchester,272,242,29,1,0,0,0,105,51,37,0,0,221,0,51,0
North Carolina,Alexander,269,266,3,0,0,0,0,54,45,33,0,0,212,0,0,57
North Carolina,Avery,274,261,13,0,0,0,0,80,47,38,0,0,273,0,1,0
North Carolina,Beaufort,259,259,0,0,0,0,0,34,7,0,0,0,0,259,0,0
North Carolina,Brunswick,252,242,10,0,0,0,0,100,27,0,0,0,0,252,0,0
North Carolina,Buncombe,274,266,8,0,0,0,0,97,46,32,0,0,194,7,73,0
North Carolina,Caldwell,271,271,0,0,0,0,0,50,44,31,0,0,212,59,0,0
North Carolina,Carteret,240,237,3,0,0,0,0,61,44,36,0,0,240,0,0,0
North Carolina,Caswell,269,264,5,0,0,0,0,61,46,34,0,0,210,0,0,59
North Carolina,Catawba,239,216,23,0,0,0,0,94,50,30,0,0,0,0,239,0
North Carolina,Cumberland,273,250,23,0,0,0,0,81,49,36,0,0,174,0,96,3
North Carolina,Davidson,210,183,27,0,0,0,0,95,52,30,0,0,0,0,210,0
North Carolina,Durham,273,258,15,0,0,0,0,97,46,35,0,0,166,0,106,1
North Carolina,Edgecombe,261,247,14,0,0,0,0,94,47,35,0,0,166,0,95,0
North Carolina,Forsyth,244,204,40,0,0,0,0,97,54,40,0,5,147,0,92,0
North Carolina,Graham,211,196,15,0,0,0,0,97,49,40,0,0,211,0,0,0
North Carolina,Granville,207,206,1,0,0,0,0,51,46,37,0,0,207,0,0,0
North Carolina,Guilford,274,259,15,0,0,0,0,87,49,38,0,0,183,0,88,3
North Carolina,Haywood,274,248,26,0,0,0,0,93,50,40,0,0,213,45,16,0
North Carolina,Hyde,18,18,0,0,0,0,0,32,21,14,0,0,0,0,18,0
North Carolina,Jackson,20,20,0,0,0,0,0,38,38,21,0,0,0,0,20,0
North Carolina,Johnston,251,236,15,0,0,0,0,72,49,38,0,0,167,0,84,0
North Carolina,Lenoir,207,201,6,0,0,0,0,58,46,36,0,0,207,0,0,0
North Carolina,Lincoln,214,212,2,0,0,0,0,71,45,36,0,0,214,0,0,0
North Carolina,Macon,238,236,2,0,0,0,0,64,44,31,0,0,238,0,0,0
North Carolina,Martin,271,271,0,0,0,0,0,49,41,31,0,0,209,62,0,0
North Carolina,Mecklenburg,306,259,45,2,0,0,0,112,54,40,1,0,190,0,115,0
North Carolina,Mitchell,235,228,6,1,0,0,0,103,37,20,0,0,0,0,235,0
North Carolina,Montgomery,244,231,13,0,0,0,0,83,47,36,0,0,151,0,93,0
North Carolina,New Hanover,265,255,10,0,0,0,0,74,45,32,0,0,198,0,67,0
North Carolina,Northampton,267,257,10,0,0,0,0,88,42,22,0,40,0,0,227,0
North Carolina,Person,272,268,4,0,0,0,0,74,44,32,0,0,203,69,0,0
North Carolina,Pitt,271,255,16,0,0,0,0,95,48,35,0,0,180,0,91,0
North Carolina,Rockingham,213,208,5,0,0,0,0,54,48,37,0,0,212,1,0,0
North Carolina,Rowan,273,246,27,0,0,0,0,88,50,40,0,0,211,0,62,0
North Carolina,Swain,274,267,6,1,0,0,0,119,46,32,0,0,184,0,90,0
North Carolina,Union,210,210,0,0,0,0,0,50,44,32,0,0,210,0,0,0
North Carolina,Wake,274,219,54,1,0,0,0,101,56,39,2,2,155,0,115,0
North Carolina,Yancey,213,175,37,1,0,0,0,105,58,45,0,0,213,0,0,0
North Dakota,Billings,273,267,6,0,0,0,0,57,45,36,0,0,254,0,19,0
North Dakota,Burke,273,265,8,0,0,0,0,69,46,35,0,0,230,2,36,5
North Dakota,Burleigh,274,251,23,0,0,0,0,74,48,34,0,2,183,0,85,4
North Dakota,Cass,271,257,14,0,0,0,0,80,44,34,0,7,223,0,41,0
North Dakota,Dunn,274,270,4,0,0,0,0,58,44,35,0,0,260,0,14,0
North Dakota,McKenzie,271,265,6,0,0,0,0,62,44,36,0,0,255,1,15,0
North Dakota,Mercer,270,258,11,1,0,0,0,120,46,36,0,0,212,12,46,0
North Dakota,Oliver,274,260,14,0,0,0,0,74,47,37,0,0,242,0,30,2
North Dakota,Ward,274,267,7,0,0,0,0,69,44,35,0,0,251,0,23,0
North Dakota,Williams,182,182,0,0,0,0,0,20,6,1,0,0,0,182,0,0
Ohio,Adams,273,255,18,0,0,0,0,81,47,28,0,0,0,34,239,0
Ohio,Allen,268,234,33,1,0,0,0,105,54,38,0,0,200,1,67,0
Ohio,Ashtabula,274,257,17,0,0,0,0,93,46,35,0,0,211,63,0,0
Ohio,Athens,51,49,2,0,0,0,0,55,44,25,0,0,0,0,51,0
Ohio,Belmont,274,266,8,0,0,0,0,66,29,11,0,221,0,0,45,8
Ohio,Butler,274,222,49,3,0,0,0,126,62,41,0,0,231,6,36,1
Ohio,Clark,274,224,49,1,0,0,0,108,58,40,0,0,183,22,69,0
Ohio,Clermont,274,241,33,0,0,0,0,100,54,37,0,0,189,0,85,0
Ohio,Clinton,198,174,24,0,0,0,0,97,54,40,0,0,198,0,0,0
Ohio,Columbiana,273,273,0,0,0,0,0,31,4,3,0,0,0,245,0,28
Ohio,Cuyahoga,275,172,95,7,1,0,0,152,68,46,1,1,139,2,131,1
Ohio,Delaware,213,191,21,1,0,0,0,101,51,39,0,0,213,0,0,0
Ohio,Fayette,238,216,22,0,0,0,0,80,50,37,0,0,238,0,0,0
Ohio,Franklin,275,225,49,1,0,0,0,101,60,41,1,5,178,0,91,0
Ohio,Gallia,274,251,20,3,0,0,0,116,47,9,0,0,0,274,0,0
Ohio,Geauga,214,183,31,0,0,0,0,100,64,42,0,0,214,0,0,0
Ohio,Greene,214,189,25,0,0,0,0,93,54,41,0,0,214,0,0,0
Ohio,Hamilton,275,165,104,6,0,0,0,126,70,48,1,11,117,0,146,0
Ohio,Harrison,227,227,0,0,0,0,0,46,17,0,202,0,0,0,20,5
Ohio,Jefferson,274,223,50,1,0,0,0,112,58,39,0,0,178,1,95,0
Ohio,Knox,214,195,19,0,0,0,0,80,50,39,0,0,214,0,0,0
Ohio,Lake,274,229,35,10,0,0,0,140,61,39,0,0,189,7,76,2
Ohio,Lawrence,274,255,19,0,0,0,0,77,47,36,0,0,180,0,94,0
Ohio,Licking,214,199,15,0,0,0,0,77,49,39,0,0,214,0,0,0
Ohio,Lorain,270,241,28,0,1,0,0,154,51,36,0,0,169,0,101,0
Ohio,Lucas,274,220,46,8,0,0,0,136,71,40,0,0,183,7,84,0
Ohio,Madison,214,189,25,0,0,0,0,84,51,40,0,0,214,0,0,0
Ohio,Mahoning,274,240,33,1,0,0,0,142,55,39,0,0,155,0,119,0
Ohio,Medina,274,244,30,0,0,0,0,93,51,36,0,0,163,0,111,0
Ohio,Miami,198,186,12,0,0,0,0,93,49,40,0,0,198,0,0,0
Ohio,Montgomery,272,196,72,4,0,0,0,112,64,44,0,0,153,0,118,1
Ohio,Morgan,261,261,0,0,0,0,0,23,7,0,0,0,0,261,0,0
Ohio,Noble,234,213,21,0,0,0,0,87,49,39,0,0,232,0,2,0
Ohio,Portage,232,199,32,1,0,0,0,101,59,41,0,0,211,0,21,0
Ohio,Preble,275,237,37,1,0,0,0,101,54,39,1,0,195,0,79,0
Ohio,Scioto,274,272,2,0,0,0,0,53,29,14,0,0,0,7,66,201
Ohio,Stark,274,194,77,3,0,0,0,119,64,43,0,0,156,0,118,0
Ohio,Summit,274,208,64,2,0,0,0,107,61,40,0,0,117,0,157,0
Ohio,Trumbull,270,240,27,2,1,0,0,153,51,39,0,0,199,0,71,0
Ohio,Warren,274,214,56,4,0,0,0,115,61,42,0,0,186,0,88,0
Ohio,Washington,214,202,11,1,0,0,0,108,49,39,0,0,214,0,0,0
Ohio,Wood,198,185,13,0,0,0,0,80,47,35,0,0,198,0,0,0
Oklahoma,Adair,180,168,11,0,1,0,0,151,48,33,2,0,106,0,65,7
Oklahoma,Canadian,270,246,24,0,0,0,0,84,50,37,0,0,270,0,0,0
Oklahoma,Carter,271,178,92,1,0,0,0,147,64,44,0,0,133,0,138,0
Oklahoma,Cleveland,272,189,81,2,0,0,0,121,65,43,0,0,146,0,126,0
Oklahoma,Comanche,272,221,50,1,0,0,0,107,58,43,0,0,170,0,102,0
Oklahoma,Creek,272,261,11,0,0,0,0,93,47,37,0,0,272,0,0,0
Oklahoma,Dewey,271,220,51,0,0,0,0,99,58,41,0,0,180,0,91,0
Oklahoma,Garfield,269,268,1,0,0,0,0,51,11,0,0,0,0,269,0,0
Oklahoma,Grant,16,16,0,0,0,0,0,33,27,16,0,0,0,0,16,0
Oklahoma,Johnston,227,210,17,0,0,0,0,97,49,39,0,0,227,0,0,0
Oklahoma,Kay,279,226,51,2,0,0,0,113,55,39,0,0,123,1,155,0
Oklahoma,Mayes,222,221,1,0,0,0,0,51,44,19,0,0,109,113,0,0
Oklahoma,Muskogee,230,230,0,0,0,0,0,27,6,0,0,0,0,230,0,0
Oklahoma,Oklahoma,275,168,103,4,0,0,0,112,70,46,1,8,134,0,130,2
Oklahoma,Osage,258,233,25,0,0,0,0,90,50,39,0,0,258,0,0,0
Oklahoma,Ottawa,168,147,19,1,1,0,0,154,56,34,0,0,67,0,80,21
Oklahoma,Pittsburg,273,221,51,1,0,0,0,141,56,40,0,0,157,0,116,0
Oklahoma,Sequoyah,211,194,16,1,0,0,0,141,49,34,0,11,107,0,93,0
Oklahoma,Tulsa,275,212,61,2,0,0,0,129,59,42,1,0,171,0,101,2
Oklahoma,Washington,251,215,35,1,0,0,0,101,57,41,0,0,180,0,71,0
