"city",state_id,county_name,lat,lng,timezone,zips
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91352
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91356
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90041
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90042
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90043
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90044
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90045
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90046
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90047
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90048
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90049
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90018
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91423
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90210
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91303
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91304
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91306
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91307
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90079
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90071
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90077
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90059
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91608
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91606
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91331
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91330
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91335
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90026
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90027
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90024
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90025
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90023
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90020
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90021
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90028
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90029
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90272
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90732
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90731
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,90230
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91406
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91405
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91403
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91402
"Los Angeles",CA,Los Angeles,34.1139,-118.4068,America/Los_Angeles,91401
