"state","county","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
TN,"Hamblen",58.6,110,1.5,57.1
TN,"Hamilton",60.9,117,2.2,58.7
TN,"Hancock",56.8,102,1.1,55.7
TN,"Hardeman",60.7,99,1.2,59.5
TN,"Hardin",60.7,103,1.2,59.5
TN,"Hawkins",58.0,111,1.5,56.5
TN,"Haywood",60.5,92,1.2,59.3
TN,"Henderson",60.0,99,1.3,58.7
TN,"Henry",58.8,85,0.6,58.2
TN,"Hickman",59.5,110,1.6,57.9
TN,"Houston",59.1,104,1.3,57.8
TN,"Humphreys",59.4,105,1.5,57.9
TN,"Jackson",59.0,106,1.4,57.6
TN,"Jefferson",59.4,114,1.9,57.5
TN,"Johnson",53.4,118,2.1,51.3
TN,"Knox",59.4,113,1.6,57.8
TN,"Lake",59.3,82,0.5,58.8
TN,"Lauderdale",60.6,90,0.9,59.7
TN,"Lawrence",59.5,108,1.5,58
TN,"Lewis",59.4,109,1.7,57.7
TN,"Lincoln",60.0,99,1.2,58.8
TN,"Loudon",60.0,114,1.6,58.4
TN,"McMinn",60.5,119,2.0,58.5
TN,"McNairy",60.5,98,1.0,59.5
TN,"Macon",58.1,91,1.0,57.1
TN,"Madison",60.3,99,1.3,59
TN,"Marion",59.5,113,1.8,57.7
TN,"Marshall",60.0,113,1.7,58.3
TN,"Maury",59.6,109,1.6,58
TN,"Meigs",60.4,118,2.1,58.3
TN,"Monroe",59.0,113,1.6,57.4
TN,"Montgomery",59.4,111,1.7,57.7
TN,"Moore",59.7,108,1.4,58.3
TN,"Morgan",57.3,117,2.0,55.3
TN,"Obion",58.8,80,0.4,58.4
TN,"Overton",57.9,112,1.8,56.1
TN,"Perry",60.1,109,1.6,58.5
TN,"Pickett",58.1,117,2.2,55.9
TN,"Polk",59.5,112,1.5,58
TN,"Putnam",58.2,111,1.7,56.5
TN,"Rhea",59.3,116,2.0,57.3
TN,"Roane",59.8,118,2.0,57.8
TN,"Robertson",58.8,101,1.2,57.6
TN,"Rutherford",60.0,112,1.6,58.4
TN,"Scott",56.4,116,1.9,54.5
TN,"Sequatchie",58.5,117,2.0,56.5
TN,"Sevier",57.2,112,1.4,55.8
TN,"Shelby",61.8,88,0.7,61.1
TN,"Smith",59.2,99,1.1,58.1
TN,"Stewart",59.0,98,1.1,57.9
TN,"Sullivan",57.4,117,1.9,55.5
TN,"Sumner",58.8,97,1.2,57.6
TN,"Tipton",61.0,85,0.7,60.3
TN,"Trousdale",59.1,96,1.1,58
TN,"Unicoi",54.5,114,1.5,53
TN,"Union",57.5,98,1.1,56.4
TN,"Van Buren",58.0,116,2.0,56
TN,"Warren",59.0,114,1.9,57.1
TN,"Washington",57.7,115,1.7,56
TN,"Wayne",60.0,110,1.6,58.4
TN,"Weakley",58.8,82,0.5,58.3
TN,"White",58.4,113,1.7,56.7
TN,"Williamson",59.6,112,1.7,57.9
TN,"Wilson",59.6,107,1.3,58.3
TX,"Anderson",65.8,77,0.3,65.5
TX,"Andrews",64.3,118,2.4,61.9
TX,"Angelina",67.4,107,1.3,66.1
TX,"Aransas",72.3,116,1.9,70.4
TX,"Archer",64.2,90,0.7,63.5
TX,"Armstrong",60.2,117,2.2,58
TX,"Atascosa",71.1,105,1.3,69.8
TX,"Austin",70.2,116,2.1,68.1
TX,"Bailey",59.1,117,2.0,57.1
TX,"Bandera",67.9,114,1.7,66.2
TX,"Bastrop",69.4,116,2.0,67.4
TX,"Baylor",64.2,92,0.7,63.5
TX,"Bee",71.7,102,1.3,70.4
TX,"Bell",67.3,109,1.5,65.8
TX,"Bexar",70.1,110,1.6,68.5
TX,"Blanco",67.5,108,1.4,66.1
TX,"Borden",63.9,98,1.0,62.9
TX,"Bosque",66.0,85,0.6,65.4
TX,"Bowie",63.8,90,0.6,63.2
TX,"Brazoria",71.9,123,2.9,69
TX,"Brazos",68.5,110,1.4,67.1
TX,"Brewster",67.3,122,2.8,64.5
TX,"Briscoe",61.2,114,1.9,59.3
TX,"Brooks",74.8,116,2.5,72.3
TX,"Brown",66.1,114,1.7,64.4
TX,"Burleson",68.9,114,1.9,67
TX,"Burnet",67.0,96,0.9,66.1
TX,"Caldwell",69.6,115,1.7,67.9
TX,"Calhoun",72.6,122,2.9,69.7
TX,"Callahan",64.5,89,0.8,63.7
TX,"Cameron",76.1,121,2.5,73.6
TX,"Camp",64.6,90,0.7,63.9
TX,"Carson",59.3,117,2.5,56.8
TX,"Cass",64.4,80,0.3,64.1
TX,"Castro",58.2,112,1.5,56.7
TX,"Chambers",71.0,123,2.7,68.3
TX,"Cherokee",65.8,80,0.4,65.4
TX,"Childress",63.0,109,1.6,61.4
TX,"Clay",63.9,85,0.5,63.4
TX,"Cochran",60.1,116,2.1,58
TX,"Coke",65.5,111,1.6,63.9
TX,"Coleman",66.2,115,2.0,64.2
TX,"Collin",64.6,90,0.8,63.8
TX,"Collingsworth",61.2,108,1.4,59.8
TX,"Colorado",71.2,122,3.0,68.2
TX,"Comal",68.9,109,1.6,67.3
TX,"Comanche",65.6,106,1.3,64.3
TX,"Concho",66.4,117,2.1,64.3
TX,"Cooke",63.6,72,0.1,63.5
TX,"Coryell",66.1,88,0.7,65.4
TX,"Cottle",63.7,110,1.4,62.3
TX,"Crane",67.6,120,2.8,64.8
TX,"Crockett",66.6,115,1.9,64.7
TX,"Crosby",61.9,113,1.6,60.3
TX,"Culberson",64.3,123,3.2,61.1
TX,"Dallam",56.1,110,1.6,54.5
TX,"Dallas",66.2,93,0.9,65.3
TX,"Dawson",63.1,105,1.2,61.9
TX,"Deaf Smith",57.9,117,2.1,55.8
TX,"Delta",63.9,79,0.5,63.4
TX,"Denton",65.1,88,0.6,64.5
TX,"DeWitt",71.5,122,2.4,69.1
TX,"Dickens",63.3,108,1.5,61.8
TX,"Dimmit",72.8,114,2.1,70.7
TX,"Donley",60.6,114,1.8,58.8
TX,"Duval",73.1,113,1.9,71.2
TX,"Eastland",64.5,87,0.7,63.8
TX,"Ector",65.7,118,2.6,63.1
TX,"Edwards",67.0,114,1.9,65.1
TX,"Ellis",66.2,79,0.4,65.8
TX,"El Paso",66.1,123,3.9,62.2
TX,"Erath",65.5,105,1.2,64.3
TX,"Falls",67.1,102,1.2,65.9
TX,"Fannin",63.6,87,0.6,63
TX,"Fayette",70.4,121,2.4,68
TX,"Fisher",64.9,116,1.6,63.3
TX,"Floyd",60.5,112,1.5,59
TX,"Foard",63.9,101,1.1,62.8
TX,"Fort Bend",71.4,121,2.8,68.6
TX,"Franklin",64.2,87,0.6,63.6
TX,"Freestone",66.4,89,0.6,65.8
TX,"Frio",71.3,109,1.6,69.7
TX,"Gaines",62.8,119,1.9,60.9
TX,"Galveston",72.1,124,3.2,68.9
TX,"Garza",63.7,108,1.4,62.3
TX,"Gillespie",66.2,108,1.3,64.9
TX,"Glasscock",65.1,114,1.9,63.2
TX,"Goliad",71.9,117,2.0,69.9
TX,"Gonzales",70.6,117,1.9,68.7
TX,"Gray",59.5,115,2.2,57.3
TX,"Grayson",63.8,83,0.4,63.4
TX,"Gregg",65.2,66,0.1,65.1
TX,"Grimes",68.5,109,1.4,67.1
TX,"Guadalupe",69.9,112,1.6,68.3
TX,"Hale",59.9,115,1.7,58.2
TX,"Hall",62.5,111,1.6,60.9
TX,"Hamilton",65.7,102,0.9,64.8
TX,"Hansford",58.2,108,1.4,56.8
TX,"Hardeman",63.4,106,1.4,62
TX,"Hardin",68.8,118,1.8,67
TX,"Harris",71.1,122,2.6,68.5
TX,"Harrison",65.3,67,0.1,65.2
TX,"Hartley",57.4,114,2.0,55.4
TX,"Haskell",64.2,85,0.6,63.6
TX,"Hays",68.4,109,1.5,66.9
TX,"Hemphill",59.1,107,1.4,57.7
TX,"Henderson",65.4,75,0.3,65.1
TX,"Hidalgo",75.8,115,2.0,73.8
TX,"Hill",66.2,76,0.3,65.9
TX,"Hockley",60.8,116,2.0,58.8
TX,"Hood",65.8,90,0.7,65.1
TX,"Hopkins",64.2,88,0.6,63.6
TX,"Houston",66.5,77,0.3,66.2
TX,"Howard",64.5,100,1.1,63.4
TX,"Hudspeth",63.8,124,3.3,60.5
TX,"Hunt",64.1,83,0.6,63.5
TX,"Hutchinson",60.0,116,2.2,57.8
TX,"Irion",65.9,118,2.0,63.9
TX,"Jack",64.5,100,1.1,63.4
TX,"Jackson",72.0,122,3.0,69
TX,"Jasper",67.9,118,1.7,66.2
TX,"Jeff Davis",63.3,121,3.1,60.2
TX,"Jefferson",70.3,122,2.4,67.9
TX,"Jim Hogg",74.4,114,2.2,72.2
TX,"Jim Wells",73.4,114,2.0,71.4
TX,"Johnson",65.8,81,0.5,65.3
TX,"Jones",64.5,84,0.6,63.9
TX,"Karnes",71.2,112,1.6,69.6
TX,"Kaufman",65.5,81,0.4,65.1
TX,"Kendall",67.5,110,1.4,66.1
TX,"Kenedy",74.9,119,2.7,72.2
TX,"Kent",64.6,111,1.6,63
TX,"Kerr",66.1,111,1.6,64.5
TX,"Kimble",66.4,117,2.2,64.2
TX,"King",64.4,111,1.6,62.8
TX,"Kinney",70.4,113,1.6,68.8
TX,"Kleberg",74.1,116,2.7,71.4
TX,"Knox",64.3,97,1.0,63.3
TX,"Lamar",63.3,76,0.3,63
TX,"Lamb",59.5,114,1.8,57.7
TX,"Lampasas",66.4,97,1.0,65.4
TX,"La Salle",72.5,109,1.6,70.9
TX,"Lavaca",71.5,124,3.1,68.4
TX,"Lee",69.1,116,2.1,67
TX,"Leon",66.6,82,0.5,66.1
TX,"Liberty",70.1,121,2.4,67.7
TX,"Limestone",66.5,91,0.7,65.8
TX,"Lipscomb",58.0,99,1.1,56.9
TX,"Live Oak",72.0,106,1.4,70.6
TX,"Llano",67.5,110,1.6,65.9
TX,"Loving",66.8,123,3.3,63.5
TX,"Lubbock",61.6,117,2.3,59.3
TX,"Lynn",62.4,114,1.6,60.8
TX,"McCulloch",66.6,116,2.1,64.5
TX,"McLennan",66.6,92,0.8,65.8
TX,"McMullen",72.1,105,1.4,70.7
TX,"Madison",67.2,80,0.6,66.6
TX,"Marion",65.0,71,0.2,64.8
TX,"Martin",64.8,114,1.9,62.9
TX,"Mason",66.7,114,1.7,65
TX,"Matagorda",71.6,121,2.5,69.1
TX,"Maverick",72.4,114,2.0,70.4
TX,"Medina",70.2,110,1.8,68.4
TX,"Menard",66.0,117,2.4,63.6
TX,"Midland",66.1,120,2.7,63.4
TX,"Milam",68.2,115,2.0,66.2
TX,"Mills",66.0,110,1.3,64.7
TX,"Mitchell",65.2,115,1.6,63.6
TX,"Montague",63.7,83,0.5,63.2
TX,"Montgomery",69.8,118,2.3,67.5
TX,"Moore",58.9,117,2.2,56.7
TX,"Morris",64.5,89,0.7,63.8
TX,"Motley",62.7,111,1.5,61.2
TX,"Nacogdoches",66.3,88,0.7,65.6
TX,"Navarro",66.3,81,0.5,65.8
TX,"Newton",67.9,117,1.8,66.1
TX,"Nolan",64.6,117,1.8,62.8
TX,"Nueces",73.5,115,2.3,71.2
TX,"Ochiltree",58.2,106,1.2,57
TX,"Oldham",58.6,115,2.0,56.6
TX,"Orange",69.3,118,1.8,67.5
TX,"Palo Pinto",65.2,93,0.9,64.3
TX,"Panola",65.6,72,0.2,65.4
TX,"Parker",65.0,85,0.4,64.6
TX,"Parmer",58.3,117,2.2,56.1
TX,"Pecos",66.6,122,2.8,63.8
TX,"Polk",67.9,104,1.1,66.8
TX,"Potter",59.5,117,2.4,57.1
TX,"Presidio",66.6,121,3.1,63.5
TX,"Rains",64.6,90,0.7,63.9
TX,"Randall",58.7,116,2.1,56.6
TX,"Reagan",65.8,117,2.2,63.6
TX,"Real",67.2,114,1.8,65.4
TX,"Red River",63.4,91,0.7,62.7
TX,"Reeves",67.0,123,3.3,63.7
TX,"Refugio",72.0,113,1.7,70.3
TX,"Roberts",59.5,113,1.9,57.6
TX,"Robertson",67.5,104,1.2,66.3
TX,"Rockwall",65.1,90,0.7,64.4
TX,"Runnels",65.5,102,1.3,64.2
TX,"Rusk",65.5,69,0.2,65.3
TX,"Sabine",67.5,119,2.1,65.4
TX,"San Augustine",67.3,116,1.7,65.6
TX,"San Jacinto",68.6,111,1.5,67.1
TX,"San Patricio",72.5,109,1.6,70.9
TX,"San Saba",66.9,113,1.8,65.1
TX,"Schleicher",65.8,118,2.1,63.7
TX,"Scurry",64.4,112,1.6,62.8
TX,"Shackelford",64.5,82,0.5,64
TX,"Shelby",65.8,84,0.5,65.3
TX,"Sherman",57.5,107,1.5,56
TX,"Smith",65.0,78,0.3,64.7
TX,"Somervell",66.0,90,0.7,65.3
TX,"Starr",75.6,115,2.1,73.5
TX,"Stephens",64.5,85,0.6,63.9
TX,"Sterling",65.2,117,1.7,63.5
TX,"Stonewall",64.5,99,1.1,63.4
TX,"Sutton",66.4,119,2.2,64.2
TX,"Swisher",59.1,114,1.6,57.5
TX,"Tarrant",65.9,84,0.5,65.4
TX,"Taylor",64.5,94,0.9,63.6
TX,"Terrell",68.0,121,1.9,66.1
TX,"Terry",61.8,114,1.7,60.1
TX,"Throckmorton",64.4,89,0.7,63.7
TX,"Titus",64.4,98,1.0,63.4
TX,"Tom Green",66.3,115,1.8,64.5
TX,"Travis",68.6,110,1.5,67.1
TX,"Trinity",66.9,77,0.4,66.5
TX,"Tyler",67.7,111,1.4,66.3
TX,"Upshur",64.8,78,0.4,64.4
TX,"Upton",66.8,119,2.5,64.3
TX,"Uvalde",70.2,112,1.8,68.4
TX,"Val Verde",69.1,112,1.6,67.5
TX,"Van Zandt",64.9,82,0.5,64.4
TX,"Victoria",72.2,123,2.8,69.4
TX,"Walker",67.7,91,0.7,67
TX,"Waller",70.0,118,2.1,67.9
TX,"Ward",67.6,123,3.2,64.4
TX,"Washington",69.3,115,1.8,67.5
TX,"Webb",73.4,112,1.8,71.6
TX,"Wharton",71.4,121,2.7,68.7
TX,"Wheeler",60.2,112,1.8,58.4
TX,"Wichita",63.6,89,0.6,63
TX,"Wilbarger",63.6,94,0.8,62.8
TX,"Willacy",75.6,120,2.4,73.2
TX,"Williamson",67.9,110,1.5,66.4
TX,"Wilson",70.6,111,1.4,69.2
TX,"Winkler",66.3,121,3.0,63.3
TX,"Wise",64.6,89,0.7,63.9
TX,"Wood",64.6,88,0.7,63.9
TX,"Yoakum",61.2,117,2.1,59.1
TX,"Young",64.6,97,1.0,63.6
TX,"Zapata",75.0,115,2.0,73
TX,"Zavala",72.1,114,1.9,70.2
UT,"Beaver",51.0,120,3.2,47.8
UT,"Box Elder",49.5,118,2.4,47.1
UT,"Cache",44.8,114,2.2,42.6
UT,"Carbon",46.2,116,2.8,43.4
UT,"Daggett",42.5,108,2.0,40.5
UT,"Davis",51.0,118,3.0,48
UT,"Duchesne",43.4,118,3.1,40.3
UT,"Emery",51.9,114,2.8,49.1
UT,"Garfield",50.6,121,3.2,47.4
UT,"Grand",53.0,120,3.7,49.3
UT,"Iron",51.0,123,3.4,47.6
UT,"Juab",51.9,119,2.7,49.2
UT,"Kane",54.5,123,3.3,51.2
UT,"Millard",52.7,119,2.8,49.9
UT,"Morgan",45.4,117,2.8,42.6
UT,"Piute",45.8,122,3.2,42.6
UT,"Rich",41.1,103,1.7,39.4
UT,"Salt Lake",51.0,120,3.3,47.7
UT,"San Juan",54.5,117,2.8,51.7
UT,"Sanpete",46.1,120,3.0,43.1
UT,"Sevier",46.8,120,2.8,44
UT,"Summit",40.2,113,2.4,37.8
UT,"Tooele",52.4,119,2.5,49.9
UT,"Uintah",47.4,117,3.0,44.4
UT,"Utah",48.5,120,2.7,45.8
UT,"Wasatch",42.8,118,2.8,40
UT,"Washington",58.0,122,3.2,54.8
UT,"Wayne",52.6,117,3.0,49.6
UT,"Weber",47.6,118,2.9,44.7
VT,"Addison",44.8,109,2.1,42.7
VT,"Bennington",44.5,119,2.9,41.6
VT,"Caledonia",41.8,106,1.6,40.2
VT,"Chittenden",45.6,118,3.0,42.6
VT,"Essex",41.0,108,1.9,39.1
VT,"Franklin",44.6,115,2.7,41.9
VT,"Grand Isle",46.2,113,2.4,43.8
VT,"Lamoille",42.8,116,2.7,40.1
VT,"Orange",43.8,117,2.5,41.3
VT,"Orleans",42.0,110,2.2,39.8
VT,"Rutland",44.3,112,2.3,42
VT,"Washington",42.8,113,2.2,40.6
VT,"Windham",45.4,116,2.7,42.7
VT,"Windsor",44.8,118,2.8,42
VA,"Accomack",59.4,119,2.8,56.6
VA,"Albemarle",57.5,120,2.8,54.7
VA,"Alleghany",53.7,108,1.4,52.3
VA,"Amelia",59.0,117,2.3,56.7
VA,"Amherst",56.2,116,1.8,54.4
VA,"Appomattox",57.4,116,2.1,55.3
VA,"Arlington",57.7,118,2.8,54.9
VA,"Augusta",54.1,118,2.3,51.8
VA,"Bath",53.0,113,1.8,51.2
VA,"Bedford",57.0,114,1.7,55.3
VA,"Bland",52.2,108,1.4,50.8
VA,"Botetourt",55.6,104,1.2,54.4
VA,"Brunswick",59.9,120,2.6,57.3
VA,"Buchanan",55.2,114,1.7,53.5
VA,"Buckingham",58.2,119,2.4,55.8
VA,"Campbell",57.6,119,2.3,55.3
VA,"Caroline",58.3,116,2.4,55.9
VA,"Carroll",53.5,113,1.8,51.7
VA,"Charles City",60.5,116,2.0,58.5
VA,"Charlotte",58.2,119,2.2,56
VA,"Chesterfield",59.3,115,1.9,57.4
VA,"Clarke",55.3,119,2.7,52.6
VA,"Craig",53.6,105,1.3,52.3
VA,"Culpeper",57.0,120,2.8,54.2
VA,"Cumberland",58.7,119,2.5,56.2
VA,"Dickenson",55.1,112,1.6,53.5
VA,"Dinwiddie",59.9,119,2.4,57.5
VA,"Essex",58.7,113,1.9,56.8
VA,"Fairfax",57.5,119,2.9,54.6
VA,"Fauquier",56.3,118,2.9,53.4
VA,"Floyd",52.6,108,1.6,51
VA,"Fluvanna",58.4,121,2.8,55.6
VA,"Franklin",57.1,114,1.9,55.2
VA,"Frederick",54.4,116,2.5,51.9
VA,"Giles",52.9,107,1.3,51.6
VA,"Gloucester",60.3,117,2.3,58
VA,"Goochland",58.4,119,2.3,56.1
VA,"Grayson",51.8,115,2.0,49.8
VA,"Greene",56.2,121,3.1,53.1
VA,"Greensville",60.4,119,2.4,58
VA,"Halifax",58.8,118,2.2,56.6
VA,"Hanover",58.8,117,2.2,56.6
VA,"Henrico",59.4,115,1.9,57.5
VA,"Henry",58.0,115,1.7,56.3
VA,"Highland",50.6,118,2.1,48.5
VA,"Isle of Wight",61.1,119,2.4,58.7
VA,"James City",60.7,118,2.3,58.4
VA,"King and Queen",59.2,114,2.0,57.2
VA,"King George",58.7,118,2.7,56
VA,"King William",59.2,114,2.1,57.1
VA,"Lancaster",59.2,115,2.0,57.2
VA,"Lee",56.0,102,1.1,54.9
VA,"Loudoun",56.1,119,2.9,53.2
VA,"Louisa",57.7,119,2.4,55.3
VA,"Lunenburg",58.9,117,2.4,56.5
VA,"Madison",55.8,120,2.9,52.9
VA,"Mathews",60.3,118,2.4,57.9
VA,"Mecklenburg",59.4,119,2.4,57
VA,"Middlesex",59.6,115,2.1,57.5
VA,"Montgomery",54.2,112,1.6,52.6
VA,"Nelson",56.2,117,2.2,54
VA,"New Kent",59.7,114,2.0,57.7
VA,"Northampton",60.4,118,2.7,57.7
VA,"Northumberland",58.8,114,2.2,56.6
VA,"Nottoway",59.1,117,2.5,56.6
VA,"Orange",57.4,120,2.7,54.7
VA,"Page",54.3,119,2.8,51.5
VA,"Patrick",56.0,109,1.5,54.5
VA,"Pittsylvania",58.1,115,1.8,56.3
VA,"Powhatan",58.7,116,2.2,56.5
VA,"Prince Edward",58.2,117,2.2,56
VA,"Prince George",60.5,118,2.1,58.4
VA,"Prince William",57.7,120,3.1,54.6
VA,"Pulaski",54.0,116,1.7,52.3
VA,"Rappahannock",55.0,116,2.6,52.4
VA,"Richmond",58.5,111,1.8,56.7
VA,"Roanoke",55.8,108,1.6,54.2
VA,"Rockbridge",55.0,112,1.5,53.5
VA,"Rockingham",54.5,119,2.9,51.6
VA,"Russell",54.8,116,1.9,52.9
VA,"Scott",56.4,113,1.5,54.9
VA,"Shenandoah",54.4,118,2.5,51.9
VA,"Smyth",53.2,117,2.2,51
VA,"Southampton",60.8,121,2.4,58.4
VA,"Spotsylvania",57.3,115,2.4,54.9
VA,"Stafford",58.0,120,3.0,55
VA,"Surry",60.9,119,2.4,58.5
VA,"Sussex",60.7,121,2.6,58.1
VA,"Tazewell",52.6,116,1.9,50.7
VA,"Warren",54.7,116,2.4,52.3
VA,"Washington",55.6,119,2.2,53.4
VA,"Westmoreland",58.6,114,2.2,56.4
VA,"Wise",54.0,107,1.3,52.7
VA,"Wythe",53.2,116,1.8,51.4
VA,"York",61.0,119,2.5,58.5
VA,"Alexandria City",58.3,119,2.8,55.5
VA,"Bristol City",57.0,117,2.1,54.9
VA,"Buena Vista City",56.2,112,1.5,54.7
VA,"Charlottesville City",57.9,118,2.7,55.2
VA,"Chesapeake City",61.7,121,2.9,58.8
VA,"Colonial Heights City",60.0,115,1.8,58.2
VA,"Covington City",55.2,101,1.2,54
VA,"Danville City",59.0,107,1.5,57.5
VA,"Emporia City",60.6,120,2.4,58.2
VA,"Fairfax City",57.1,118,2.9,54.2
VA,"Falls Church City",57.2,119,2.8,54.4
VA,"Franklin City",60.8,120,2.3,58.5
VA,"Fredericksburg City",57.7,119,2.7,55
VA,"Galax City",53.5,115,2.0,51.5
VA,"Hampton City",61.6,119,2.5,59.1
VA,"Harrisonburg City",55.7,121,3.0,52.7
VA,"Hopewell City",60.3,114,1.7,58.6
VA,"Lynchburg City",57.3,117,2.1,55.2
VA,"Manassas City",57.5,119,3.0,54.5
VA,"Manassas Park City",57.5,119,3.0,54.5
VA,"Martinsville City",58.0,114,1.7,56.3
VA,"Newport News City",61.5,119,2.5,59
VA,"Norfolk City",62.4,121,3.1,59.3
VA,"Norton City",53.9,103,1.2,52.7
VA,"Petersburg City",60.1,116,2.0,58.1
VA,"Poquoson City",61.5,119,2.5,59
VA,"Portsmouth City",62.3,121,2.8,59.5
VA,"Radford City",54.4,115,1.6,52.8
VA,"Richmond City",59.3,115,1.9,57.4
VA,"Roanoke City",57.5,115,1.7,55.8
VA,"Salem City",57.3,114,1.7,55.6
VA,"Staunton City",55.2,117,2.3,52.9
VA,"Suffolk City",61.1,119,2.3,58.8
VA,"Virginia Beach City",62.2,122,3.2,59
VA,"Waynesboro City",55.6,118,2.4,53.2
VA,"Williamsburg City",60.7,120,2.5,58.2
VA,"Winchester City",54.9,117,2.6,52.3
WA,"Adams",50.2,111,1.8,48.4
WA,"Asotin",49.5,118,2.5,47
WA,"Benton",53.5,115,1.9,51.6
WA,"Chelan",44.3,114,2.1,42.2
WA,"Clallam",48.4,115,1.7,46.7
WA,"Clark",52.8,116,1.9,50.9
WA,"Columbia",49.2,116,2.4,46.8
WA,"Cowlitz",50.8,115,2.1,48.7
WA,"Douglas",49.0,112,1.9,47.1
WA,"Ferry",43.9,110,1.8,42.1
WA,"Franklin",52.8,115,2.0,50.8
WA,"Garfield",49.5,118,2.4,47.1
WA,"Grant",51.4,113,1.9,49.5
WA,"Grays Harbor",50.8,110,1.5,49.3
WA,"Island",51.4,111,1.5,49.9
WA,"Jefferson",46.6,112,1.7,44.9
WA,"King",48.7,115,1.7,47
WA,"Kitsap",52.4,115,1.8,50.6
WA,"Kittitas",46.5,116,2.2,44.3
WA,"Klickitat",50.0,119,2.5,47.5
WA,"Lewis",48.3,111,1.5,46.8
WA,"Lincoln",47.5,106,1.2,46.3
WA,"Mason",50.1,115,1.8,48.3
WA,"Okanogan",43.8,113,2.0,41.8
WA,"Pacific",51.1,111,1.6,49.5
WA,"Pend Oreille",43.1,108,1.7,41.4
WA,"Pierce",48.0,114,1.8,46.2
WA,"San Juan",51.2,112,1.4,49.8
WA,"Skagit",46.6,109,1.4,45.2
WA,"Skamania",47.0,120,2.4,44.6
WA,"Snohomish",47.0,110,1.3,45.7
WA,"Spokane",48.2,117,2.3,45.9
WA,"Stevens",46.0,110,1.8,44.2
WA,"Thurston",51.5,108,1.1,50.4
WA,"Wahkiakum",51.1,113,1.9,49.2
WA,"Walla Walla",53.6,115,2.2,51.4
WA,"Whatcom",45.1,110,1.6,43.5
WA,"Whitman",50.1,116,2.1,48
WA,"Yakima",47.9,116,2.4,45.5
WV,"Barbour",53.7,121,3.0,50.7
WV,"Berkeley",54.8,118,2.6,52.2
WV,"Boone",55.8,113,1.7,54.1
WV,"Braxton",55.1,116,2.0,53.1
WV,"Brooke",52.7,115,1.9,50.8
WV,"Cabell",56.4,112,1.9,54.5
WV,"Calhoun",54.8,112,2.0,52.8
WV,"Clay",55.4,114,1.8,53.6
WV,"Doddridge",54.3,116,2.3,52
WV,"Fayette",53.5,114,1.7,51.8
WV,"Gilmer",55.0,116,2.2,52.8
WV,"Grant",52.4,117,2.4,50
WV,"Greenbrier",51.6,116,2.1,49.5
WV,"Hampshire",53.8,117,2.2,51.6
WV,"Hancock",52.2,112,1.8,50.4
WV,"Hardy",53.1,116,2.2,50.9
WV,"Harrison",54.5,119,2.7,51.8
WV,"Jackson",55.4,111,1.9,53.5
WV,"Jefferson",55.2,118,2.6,52.6
WV,"Kanawha",56.1,112,1.7,54.4
WV,"Lewis",54.9,118,2.6,52.3
WV,"Lincoln",56.8,114,1.9,54.9
WV,"Logan",56.2,107,1.5,54.7
WV,"McDowell",54.6,106,1.6,53
WV,"Marion",53.6,115,2.0,51.6
WV,"Marshall",52.5,105,1.5,51
WV,"Mason",55.1,104,1.2,53.9
WV,"Mercer",52.4,95,1.0,51.4
WV,"Mineral",53.9,116,2.0,51.9
WV,"Mingo",56.7,109,1.5,55.2
WV,"Monongalia",52.9,114,1.9,51
WV,"Monroe",53.2,114,1.6,51.6
WV,"Morgan",54.1,117,2.4,51.7
WV,"Nicholas",52.9,115,2.0,50.9
WV,"Ohio",52.6,112,1.9,50.7
WV,"Pendleton",51.7,119,2.7,49
WV,"Pleasants",54.3,115,2.1,52.2
WV,"Pocahontas",48.6,112,1.8,46.8
WV,"Preston",51.4,119,2.6,48.8
WV,"Putnam",56.3,114,1.9,54.4
WV,"Raleigh",53.1,109,1.7,51.4
WV,"Randolph",49.8,119,2.7,47.1
WV,"Ritchie",54.5,115,2.2,52.3
WV,"Roane",55.1,111,1.8,53.3
WV,"Summers",53.8,113,1.6,52.2
WV,"Taylor",53.8,115,2.2,51.6
WV,"Tucker",50.1,121,3.1,47
WV,"Tyler",53.9,115,1.9,52
WV,"Upshur",53.6,119,2.8,50.8
WV,"Wayne",56.7,113,1.9,54.8
WV,"Webster",51.2,110,1.6,49.6
WV,"Wetzel",53.1,112,1.6,51.5
WV,"Wirt",54.8,113,2.0,52.8
WV,"Wood",55.1,115,2.2,52.9
WV,"Wyoming",54.5,107,1.6,52.9
WI,"Adams",45.3,105,1.8,43.5
WI,"Ashland",40.2,93,1.2,39
WI,"Barron",42.3,94,1.2,41.1
WI,"Bayfield",40.8,103,1.8,39
WI,"Brown",45.5,110,2.5,43
WI,"Buffalo",45.1,90,1.1,44
WI,"Burnett",42.3,104,1.6,40.7
WI,"Calumet",45.9,110,2.3,43.6
WI,"Chippewa",43.3,96,1.4,41.9
WI,"Clark",43.2,103,1.7,41.5
WI,"Columbia",46.9,110,2.1,44.8
WI,"Crawford",46.9,94,1.2,45.7
WI,"Dane",47.5,111,2.0,45.5
WI,"Dodge",46.3,100,1.4,44.9
WI,"Door",44.0,98,1.5,42.5
WI,"Douglas",40.9,107,1.8,39.1
WI,"Dunn",44.3,100,1.6,42.7
WI,"Eau Claire",44.5,107,1.9,42.6
WI,"Florence",40.5,101,1.6,38.9
WI,"Fond du Lac",46.2,106,2.0,44.2
WI,"Forest",39.9,93,1.2,38.7
