state,city,county,zipcode,latitude,longitude,major_airport,distance
AK,Sand Point,Aleutians East,99661,55.3227,-160.4834,"Ted Stevens Anchorage International Airport",892.368
AK,Nelson Lagoon,Aleutians East,99571,55.8451,-161.6103,"Ted Stevens Anchorage International Airport",895.6337
AK,Akutan,Aleutians East,99553,54.1594,-165.7328,"Ted Stevens Anchorage International Airport",1212.9061
AK,King Cove,Aleutians East,99612,55.0858,-162.2978,"Ted Stevens Anchorage International Airport",987.0388
AK,Cold Bay,Aleutians East,99571,55.2122,-162.7475,"Ted Stevens Anchorage International Airport",995.9447
AK,False Pass,Aleutians East,99583,54.8416,-163.348,"Ted Stevens Anchorage International Airport",1052.1851
AK,St. Paul,Aleutians West,99660,57.1815,-170.2743,"Ted Stevens Anchorage International Airport",1231.4833
AK,St. George,Aleutians West,99591,56.5791,-169.6114,"Ted Stevens Anchorage International Airport",1231.5568
AK,Nikolski,Aleutians West,99638,53.0133,-168.7536,"Ted Stevens Anchorage International Airport",1442.8047
AK,Atka,Aleutians West,99547,52.2301,-174.2133,"Ted Stevens Anchorage International Airport",1765.4331
AK,Adak,Aleutians West,99546,51.8815,-176.6295,"Ted Stevens Anchorage International Airport",1912.1812
AK,Unalaska,Aleutians West,99692,53.8984,-166.568,"Ted Stevens Anchorage International Airport",1271.6148
AK,Anchorage,Anchorage,99599,61.1508,-149.1091,"Ted Stevens Anchorage International Airport",47.6384
AK,Kasigluk,Bethel,99609,60.8785,-162.5272,"Ted Stevens Anchorage International Airport",674.7381
AK,Nunapitchuk,Bethel,99641,60.8772,-162.4615,"Ted Stevens Anchorage International Airport",671.2404
AK,Bethel,Bethel,99559,60.7928,-161.7917,"Ted Stevens Anchorage International Airport",636.7582
AK,Stony River,Bethel,99557,61.7936,-156.586,"Ted Stevens Anchorage International Airport",356.3759
AK,Mekoryuk,Bethel,99630,60.3704,-166.267,"Ted Stevens Anchorage International Airport",885.6059
AK,Platinum,Bethel,99651,58.978,-161.7185,"Ted Stevens Anchorage International Airport",693.4198
AK,Goodnews Bay,Bethel,99589,59.1271,-161.5754,"Ted Stevens Anchorage International Airport",678.984
AK,Newtok,Bethel,99559,60.9341,-164.6385,"Ted Stevens Anchorage International Airport",786.8085
AK,Crooked Creek,Bethel,99575,61.8439,-158.1082,"Ted Stevens Anchorage International Airport",436.3793
AK,Kwigillingok,Bethel,99622,59.8767,-163.1717,"Ted Stevens Anchorage International Airport",733.8289
AK,Kwethluk,Bethel,99621,60.7978,-161.4147,"Ted Stevens Anchorage International Airport",616.465
AK,Chefornak,Bethel,99561,60.155,-164.255,"Ted Stevens Anchorage International Airport",783.3932
AK,Nightmute,Bethel,99690,60.4874,-164.8195,"Ted Stevens Anchorage International Airport",805.2326
AK,Quinhagak,Bethel,99655,59.7511,-161.8993,"Ted Stevens Anchorage International Airport",670.4003
AK,Akiachak,Bethel,99551,60.9209,-161.402,"Ted Stevens Anchorage International Airport",613.8215
AK,Sleetmute,Bethel,99668,61.6516,-157.1251,"Ted Stevens Anchorage International Airport",382.805
AK,Chuathbaluk,Bethel,99557,61.5746,-159.2489,"Ted Stevens Anchorage International Airport",494.4986
AK,Napakiak,Bethel,99634,60.6923,-161.9822,"Ted Stevens Anchorage International Airport",648.8073
AK,Oscarville,Bethel,99559,60.7288,-161.7728,"Ted Stevens Anchorage International Airport",636.8925
AK,Napaskiak,Bethel,99559,60.7018,-161.7616,"Ted Stevens Anchorage International Airport",636.7992
AK,Aniak,Bethel,99557,61.5817,-159.5451,"Ted Stevens Anchorage International Airport",510.1861
AK,Atmautluak,Bethel,99559,60.8622,-162.2858,"Ted Stevens Anchorage International Airport",662.0711
AK,Eek,Bethel,99578,60.2164,-162.0331,"Ted Stevens Anchorage International Airport",662.7348
AK,Red Devil,Bethel,99656,61.7735,-157.346,"Ted Stevens Anchorage International Airport",395.7211
AK,Lime Village,Bethel,99557,61.327,-155.3181,"Ted Stevens Anchorage International Airport",285.064
AK,Kongiganak,Bethel,99559,59.958,-162.8831,"Ted Stevens Anchorage International Airport",715.8219
AK,Akiak,Bethel,99552,60.9061,-161.2122,"Ted Stevens Anchorage International Airport",603.8734
AK,Lower Kalskag,Bethel,99626,61.5163,-160.3556,"Ted Stevens Anchorage International Airport",553.1056
AK,Kipnuk,Bethel,99614,59.9373,-164.0616,"Ted Stevens Anchorage International Airport",779.4482
AK,Tununak,Bethel,99681,60.579,-165.2077,"Ted Stevens Anchorage International Airport",823.9972
AK,Upper Kalskag,Bethel,99607,61.5416,-160.3337,"Ted Stevens Anchorage International Airport",551.9218
AK,Toksook Bay,Bethel,99637,60.5333,-165.1557,"Ted Stevens Anchorage International Airport",822.2147
AK,Tuntutuliak,Bethel,99680,60.3843,-162.6838,"Ted Stevens Anchorage International Airport",693.185
AK,Tuluksak,Bethel,99679,61.105,-160.9493,"Ted Stevens Anchorage International Airport",587.2387
AK,Naknek,Bristol Bay,99633,58.7847,-156.8967,"Ted Stevens Anchorage International Airport",466.5187
AK,South Naknek,Bristol Bay,99670,58.6638,-156.9908,"Ted Stevens Anchorage International Airport",479.0917
AK,King Salmon,Bristol Bay,99613,58.753,-156.5061,"Ted Stevens Anchorage International Airport",451.0934
AK,Healy,Denali,99755,63.9454,-149.0152,"Fairbanks International Airport",111.6134
AK,Denali Park,Denali,99755,63.5909,-148.7107,"Fairbanks International Airport",142.2662
AK,Ferry,Denali,99760,64.0496,-148.9205,"Fairbanks International Airport",99.2693
AK,Anderson,Denali,99760,64.3074,-149.1562,"Fairbanks International Airport",83.9236
AK,Cantwell,Denali,99729,63.379,-148.8158,"Fairbanks International Airport",166.3492
AK,Portage Creek,Dillingham,99576,58.9051,-157.6695,"Ted Stevens Anchorage International Airport",494.7773
AK,Ekwok,Dillingham,99580,59.3462,-157.4861,"Ted Stevens Anchorage International Airport",460.0946
AK,Dillingham,Dillingham,99576,59.055,-158.5379,"Ted Stevens Anchorage International Airport",528.1523
AK,Clark's Point,Dillingham,99569,58.8329,-158.5276,"Ted Stevens Anchorage International Airport",540.4706
AK,Koliganek,Dillingham,99576,59.6971,-157.2258,"Ted Stevens Anchorage International Airport",429.0326
AK,Manokotak,Dillingham,99628,58.893,-158.9109,"Ted Stevens Anchorage International Airport",555.7178
AK,Aleknagik,Dillingham,99576,59.2946,-158.6896,"Ted Stevens Anchorage International Airport",522.9372
AK,New Stuyahok,Dillingham,99636,59.4762,-157.271,"Ted Stevens Anchorage International Airport",442.4529
AK,Twin Hills,Dillingham,99678,59.0815,-160.2826,"Ted Stevens Anchorage International Airport",614.5664
AK,Togiak,Dillingham,99678,59.0693,-160.4727,"Ted Stevens Anchorage International Airport",624.8909
AK,Two Rivers,Fairbanks North Star,99712,64.8908,-147.0898,"Fairbanks International Airport",37.1696
AK,North Pole,Fairbanks North Star,99705,64.753,-147.36,"Fairbanks International Airport",24.4905
AK,Goldstream,Fairbanks North Star,99725,64.9339,-148.0083,"Fairbanks International Airport",15.04
AK,Chena Ridge,Fairbanks North Star,99709,64.7941,-148.0357,"Fairbanks International Airport",8.821
AK,Moose Creek,Fairbanks North Star,99705,64.714,-147.1639,"Fairbanks International Airport",34.6826
AK,Fairbanks,Fairbanks North Star,99707,64.8353,-147.6534,"Fairbanks International Airport",9.8428
AK,Badger,Fairbanks North Star,99711,64.8006,-147.3877,"Fairbanks International Airport",22.2236
AK,Steele Creek,Fairbanks North Star,99712,64.9295,-147.3955,"Fairbanks International Airport",25.1913
AK,Pleasant Valley,Fairbanks North Star,99716,64.8855,-146.8986,"Fairbanks International Airport",45.9149
AK,Harding-Birch Lakes,Fairbanks North Star,99714,64.3711,-146.5999,"Fairbanks International Airport",77.6413
AK,Ester,Fairbanks North Star,99709,64.8646,-148.0916,"Fairbanks International Airport",12.4235
AK,College,Fairbanks North Star,99775,64.8694,-147.8217,"Fairbanks International Airport",6.2517
AK,Salcha,Fairbanks North Star,99714,64.5272,-146.904,"Fairbanks International Airport",55.4589
AK,Eielson AFB,Fairbanks North Star,99702,64.6741,-147.0605,"Fairbanks International Airport",40.8669
AK,South Van Horn,Fairbanks North Star,99709,64.8091,-147.7855,"Fairbanks International Airport",3.4025
AK,Fox,Fairbanks North Star,99712,64.9749,-147.609,"Fairbanks International Airport",21.249
AK,Farmers Loop,Fairbanks North Star,99712,64.9061,-147.6957,"Fairbanks International Airport",12.6383
AK,Mosquito Lake,Haines,99827,59.471,-136.1458,"Ted Stevens Anchorage International Airport",784.0447
AK,Haines,Haines,99827,59.2417,-135.4549,"Ted Stevens Anchorage International Airport",829.6633
AK,Mud Bay,Haines,99827,59.1517,-135.3584,"Ted Stevens Anchorage International Airport",838.4448
AK,Lutak,Haines,99827,59.3997,-135.6314,"Ted Stevens Anchorage International Airport",814.0865
AK,Covenant Life,Haines,99827,59.3998,-136.0948,"Ted Stevens Anchorage International Airport",789.4808
AK,Excursion Inlet,Haines,99827,58.4355,-135.373,"Ted Stevens Anchorage International Airport",870.3846
AK,Angoon,Hoonah-Angoon,99820,57.455,-134.4978,"Ted Stevens Anchorage International Airport",968.7166
AK,Hoonah,Hoonah-Angoon,99829,58.1118,-135.4246,"Ted Stevens Anchorage International Airport",884.4526
AK,Klukwan,Hoonah-Angoon,99827,59.3987,-135.8886,"Ted Stevens Anchorage International Airport",800.4655
AK,Elfin Cove,Hoonah-Angoon,99825,58.1912,-136.3129,"Ted Stevens Anchorage International Airport",834.5751
AK,Pelican,Hoonah-Angoon,99832,57.9577,-136.2177,"Ted Stevens Anchorage International Airport",852.3649
AK,Gustavus,Hoonah-Angoon,99826,58.4275,-135.7492,"Ted Stevens Anchorage International Airport",851.2465
AK,Tenakee Springs,Hoonah-Angoon,99841,57.7913,-135.1955,"Ted Stevens Anchorage International Airport",913.826
AK,Juneau,Juneau,99850,58.4546,-134.1739,"Ted Stevens Anchorage International Airport",932.1017
AK,Port Graham,Kenai Peninsula,99603,59.34,-151.8464,"Ted Stevens Anchorage International Airport",228.0703
AK,Moose Pass,Kenai Peninsula,99631,60.4997,-149.4464,"Ted Stevens Anchorage International Airport",80.7169
AK,Ninilchik,Kenai Peninsula,99639,60.0745,-151.3843,"Ted Stevens Anchorage International Airport",143.8409
AK,Anchor Point,Kenai Peninsula,99556,59.7703,-151.7052,"Ted Stevens Anchorage International Airport",182.0568
AK,Fritz Creek,Kenai Peninsula,99603,59.747,-151.2884,"Ted Stevens Anchorage International Airport",173.8072
AK,Lowell Point,Kenai Peninsula,99664,60.0629,-149.4898,"Ted Stevens Anchorage International Airport",126.6398
AK,Diamond Ridge,Kenai Peninsula,99603,59.7024,-151.5545,"Ted Stevens Anchorage International Airport",184.6515
AK,Nikolaevsk,Kenai Peninsula,99556,59.8295,-151.5964,"Ted Stevens Anchorage International Airport",173.3149
AK,Nikiski,Kenai Peninsula,99635,60.7152,-151.2317,"Ted Stevens Anchorage International Airport",84.0222
AK,Happy Valley,Kenai Peninsula,99639,59.9137,-151.6072,"Ted Stevens Anchorage International Airport",165.5584
AK,Soldotna,Kenai Peninsula,99669,60.4862,-151.0672,"Ted Stevens Anchorage International Airport",96.0512
AK,Sterling,Kenai Peninsula,99672,60.5405,-150.8089,"Ted Stevens Anchorage International Airport",83.1008
AK,Clam Gulch,Kenai Peninsula,99568,60.2001,-151.3939,"Ted Stevens Anchorage International Airport",132.3873
AK,Bear Creek,Kenai Peninsula,99664,60.2071,-149.3524,"Ted Stevens Anchorage International Airport",113.119
AK,Sunrise,Kenai Peninsula,99605,60.8701,-149.4678,"Ted Stevens Anchorage International Airport",44.2104
AK,Cohoe,Kenai Peninsula,99610,60.2681,-151.2843,"Ted Stevens Anchorage International Airport",122.7306
AK,Funny River,Kenai Peninsula,99669,60.4873,-150.7808,"Ted Stevens Anchorage International Airport",87.4415
AK,Kenai,Kenai Peninsula,99611,60.5619,-151.1985,"Ted Stevens Anchorage International Airport",94.2082
AK,Cooper Landing,Kenai Peninsula,99572,60.4945,-149.841,"Ted Stevens Anchorage International Airport",76.0666
AK,Beluga,Kenai Peninsula,99682,61.1869,-151.1637,"Ted Stevens Anchorage International Airport",62.6049
AK,Hope,Kenai Peninsula,99605,60.8925,-149.6352,"Ted Stevens Anchorage International Airport",36.8791
AK,Fox River,Kenai Peninsula,99603,59.8723,-150.9984,"Ted Stevens Anchorage International Airport",154.8226
AK,Homer,Kenai Peninsula,99603,59.653,-151.5255,"Ted Stevens Anchorage International Airport",188.8535
AK,Kasilof,Kenai Peninsula,99610,60.331,-151.2293,"Ted Stevens Anchorage International Airport",115.2533
AK,Seldovia,Kenai Peninsula,99663,59.4396,-151.7111,"Ted Stevens Anchorage International Airport",214.7735
AK,Seldovia Village,Kenai Peninsula,99663,59.453,-151.5905,"Ted Stevens Anchorage International Airport",210.5757
AK,Kalifornsky,Kenai Peninsula,99669,60.4417,-151.1972,"Ted Stevens Anchorage International Airport",104.312
AK,Ridgeway,Kenai Peninsula,99669,60.5305,-151.0301,"Ted Stevens Anchorage International Airport",90.8984
AK,Halibut Cove,Kenai Peninsula,99603,59.5744,-151.2296,"Ted Stevens Anchorage International Airport",190.3871
AK,Primrose,Kenai Peninsula,99664,60.3497,-149.3199,"Ted Stevens Anchorage International Airport",98.7799
AK,Salamatof,Kenai Peninsula,99611,60.6154,-151.3159,"Ted Stevens Anchorage International Airport",94.654
AK,Seward,Kenai Peninsula,99664,60.1124,-149.3925,"Ted Stevens Anchorage International Airport",122.5847
AK,Crown Point,Kenai Peninsula,99664,60.4267,-149.3529,"Ted Stevens Anchorage International Airport",90.162
AK,Nanwalek,Kenai Peninsula,99603,59.3302,-151.911,"Ted Stevens Anchorage International Airport",230.6611
AK,Kachemak,Kenai Peninsula,99603,59.6745,-151.4364,"Ted Stevens Anchorage International Airport",184.5573
AK,Tyonek,Kenai Peninsula,99682,61.0734,-151.3331,"Ted Stevens Anchorage International Airport",72.6711
AK,Ketchikan,Ketchikan Gateway,99950,55.3556,-131.6698,"Boeing Field King County International Airport",1083.6967
AK,Saxman,Ketchikan Gateway,99901,55.3232,-131.589,"Boeing Field King County International Airport",1077.6411
AK,Aleneva,Kodiak Island,99615,58.059,-152.9091,"Ted Stevens Anchorage International Airport",383.1154
AK,Kodiak,Kodiak Island,99619,57.7934,-152.406,"Ted Stevens Anchorage International Airport",399.7512
AK,Port Lions,Kodiak Island,99550,57.8754,-152.8745,"Ted Stevens Anchorage International Airport",401.0516
AK,Kodiak Station,Kodiak Island,99615,57.7451,-152.5443,"Ted Stevens Anchorage International Airport",407.5237
AK,Karluk,Kodiak Island,99615,57.5845,-154.3255,"Ted Stevens Anchorage International Airport",468.2547
AK,Larsen Bay,Kodiak Island,99624,57.5404,-154.0056,"Ted Stevens Anchorage International Airport",463.4001
AK,Ouzinkie,Kodiak Island,99644,57.9222,-152.4674,"Ted Stevens Anchorage International Airport",387.4531
AK,Old Harbor,Kodiak Island,99643,57.2169,-153.3252,"Ted Stevens Anchorage International Airport",479.0038
AK,Akhiok,Kodiak Island,99615,56.945,-154.2151,"Ted Stevens Anchorage International Airport",528.2851
AK,Womens Bay,Kodiak Island,99615,57.696,-152.6276,"Ted Stevens Anchorage International Airport",414.334
AK,Hooper Bay,Kusilvak,99604,61.5262,-166.1146,"Ted Stevens Anchorage International Airport",858.0198
AK,Marshall,Kusilvak,99585,61.8753,-162.0488,"Ted Stevens Anchorage International Airport",642.769
AK,Alakanuk,Kusilvak,99554,62.6902,-164.6305,"Ted Stevens Anchorage International Airport",782.1567
AK,St. Mary's,Kusilvak,99658,62.0718,-163.2805,"Ted Stevens Anchorage International Airport",707.8233
AK,Chevak,Kusilvak,99563,61.5295,-165.5943,"Ted Stevens Anchorage International Airport",830.4895
AK,Kotlik,Kusilvak,99620,63.0305,-163.553,"Ted Stevens Anchorage International Airport",733.3284
AK,Emmonak,Kusilvak,99581,62.7762,-164.5157,"Ted Stevens Anchorage International Airport",777.3941
AK,Russian Mission,Kusilvak,99657,61.7825,-161.3567,"Ted Stevens Anchorage International Airport",606.1775
AK,Mountain Village,Kusilvak,99632,62.0911,-163.7209,"Ted Stevens Anchorage International Airport",730.8142
AK,Pitkas Point,Kusilvak,99658,62.0374,-163.2681,"Ted Stevens Anchorage International Airport",707.0403
AK,Scammon Bay,Kusilvak,99662,61.842,-165.5833,"Ted Stevens Anchorage International Airport",828.1174
AK,Nunam Iqua,Kusilvak,99666,62.511,-164.8998,"Ted Stevens Anchorage International Airport",794.1478
AK,Pilot Station,Kusilvak,99650,61.9422,-162.8828,"Ted Stevens Anchorage International Airport",686.6196
AK,Pedro Bay,Lake and Peninsula,99647,59.7822,-154.1236,"Ted Stevens Anchorage International Airport",273.9879
AK,Egegik,Lake and Peninsula,99579,58.2181,-157.4036,"Ted Stevens Anchorage International Airport",529.3827
AK,Kokhanok,Lake and Peninsula,99606,59.4158,-154.7456,"Ted Stevens Anchorage International Airport",326.5647
AK,Nondalton,Lake and Peninsula,99640,59.9711,-154.8627,"Ted Stevens Anchorage International Airport",297.5472
AK,Igiugig,Lake and Peninsula,99613,59.3056,-155.8738,"Ted Stevens Anchorage International Airport",385.0495
AK,Levelock,Lake and Peninsula,99625,59.0683,-156.901,"Ted Stevens Anchorage International Airport",448.1564
AK,Perryville,Lake and Peninsula,99648,55.9315,-159.1559,"Ted Stevens Anchorage International Airport",787.4136
AK,Newhalen,Lake and Peninsula,99640,59.727,-154.897,"Ted Stevens Anchorage International Airport",313.15
AK,Pilot Point,Lake and Peninsula,99649,57.5585,-157.6798,"Ted Stevens Anchorage International Airport",591.9317
AK,Chignik,Lake and Peninsula,99564,56.3003,-158.4132,"Ted Stevens Anchorage International Airport",726.6728
AK,Chignik Lagoon,Lake and Peninsula,99565,56.3041,-158.5004,"Ted Stevens Anchorage International Airport",729.6882
AK,Chignik Lake,Lake and Peninsula,99548,56.2631,-158.8049,"Ted Stevens Anchorage International Airport",745.0451
AK,Iliamna,Lake and Peninsula,99606,59.7957,-154.8698,"Ted Stevens Anchorage International Airport",307.7606
AK,Port Alsworth,Lake and Peninsula,99653,60.1688,-154.3233,"Ted Stevens Anchorage International Airport",260.7987
AK,Port Heiden,Lake and Peninsula,99549,56.9426,-158.6047,"Ted Stevens Anchorage International Airport",679.9247
AK,Ugashik,Lake and Peninsula,99649,57.5736,-157.1232,"Ted Stevens Anchorage International Airport",568.0154
AK,Wasilla,Matanuska-Susitna,99654,61.577,-149.466,"Ted Stevens Anchorage International Airport",52.9259
AK,Willow,Matanuska-Susitna,99688,61.8157,-149.753,"Ted Stevens Anchorage International Airport",72.4657
AK,Trapper Creek,Matanuska-Susitna,99683,62.3189,-150.3965,"Ted Stevens Anchorage International Airport",128.9961
AK,Farm Loop,Matanuska-Susitna,99645,61.6394,-149.1471,"Ted Stevens Anchorage International Airport",68.6596
AK,Skwentna,Matanuska-Susitna,99667,61.9314,-151.2096,"Ted Stevens Anchorage International Airport",105.9085
AK,Talkeetna,Matanuska-Susitna,99676,62.2753,-150.0814,"Ted Stevens Anchorage International Airport",122.497
AK,Fishhook,Matanuska-Susitna,99654,61.711,-149.2657,"Ted Stevens Anchorage International Airport",71.1827
AK,Glacier View,Matanuska-Susitna,99674,61.8511,-147.7764,"Ted Stevens Anchorage International Airport",139.7012
AK,Butte,Matanuska-Susitna,99645,61.5539,-149.0035,"Ted Stevens Anchorage International Airport",67.6598
AK,Knik-Fairview,Matanuska-Susitna,99654,61.4964,-149.6535,"Ted Stevens Anchorage International Airport",40.1958
AK,Knik River,Matanuska-Susitna,99645,61.4606,-148.9155,"Ted Stevens Anchorage International Airport",65.8624
AK,Susitna North,Matanuska-Susitna,99688,62.1281,-149.8593,"Ted Stevens Anchorage International Airport",106.2918
AK,Point MacKenzie,Matanuska-Susitna,99654,61.3463,-150.0787,"Ted Stevens Anchorage International Airport",19.6191
AK,Gateway,Matanuska-Susitna,99654,61.5737,-149.2389,"Ted Stevens Anchorage International Airport",59.9833
AK,Meadow Lakes,Matanuska-Susitna,99688,61.638,-149.608,"Ted Stevens Anchorage International Airport",55.5313
AK,Big Lake,Matanuska-Susitna,99652,61.526,-149.972,"Ted Stevens Anchorage International Airport",39.117
AK,Tanaina,Matanuska-Susitna,99654,61.656,-149.4272,"Ted Stevens Anchorage International Airport",61.5098
AK,Sutton-Alpine,Matanuska-Susitna,99674,61.7429,-148.8542,"Ted Stevens Anchorage International Airport",87.6098
AK,Buffalo Soapstone,Matanuska-Susitna,99645,61.7073,-149.1095,"Ted Stevens Anchorage International Airport",75.7087
AK,Houston,Matanuska-Susitna,99694,61.6159,-149.8003,"Ted Stevens Anchorage International Airport",50.1858
AK,Lazy Mountain,Matanuska-Susitna,99645,61.6516,-148.902,"Ted Stevens Anchorage International Airport",78.7617
AK,Palmer,Matanuska-Susitna,99645,61.5971,-149.1147,"Ted Stevens Anchorage International Airport",66.42
AK,Chickaloon,Matanuska-Susitna,99674,61.804,-148.4103,"Ted Stevens Anchorage International Airport",109.4687
AK,Gambell,Nome,99742,63.7538,-171.6881,"Ted Stevens Anchorage International Airport",1145.2226
AK,Nome,Nome,99762,64.5213,-165.4053,"Fairbanks International Airport",832.8817
AK,Port Clarence,Nome,99778,65.1108,-166.7683,"Fairbanks International Airport",887.2535
AK,Stebbins,Nome,99671,63.4706,-162.2597,"Ted Stevens Anchorage International Airport",681.5893
AK,Shishmaref,Nome,99772,66.2372,-166.1027,"Fairbanks International Airport",852.069
AK,Savoonga,Nome,99769,63.6797,-170.4831,"Ted Stevens Anchorage International Airport",1085.3951
AK,Golovin,Nome,99762,64.564,-162.9989,"Fairbanks International Airport",718.6896
AK,Brevig Mission,Nome,99785,65.3413,-166.4953,"Fairbanks International Airport",872.1016
AK,St. Michael,Nome,99659,63.4664,-162.1324,"Ted Stevens Anchorage International Airport",675.3954
AK,Koyuk,Nome,99753,64.9411,-161.1454,"Fairbanks International Airport",626.3582
AK,Diomede,Nome,99762,65.7536,-168.9219,"Fairbanks International Airport",980.2504
AK,Elim,Nome,99739,64.6184,-162.2762,"Fairbanks International Airport",683.6909
AK,Shaktoolik,Nome,99771,64.3567,-161.1972,"Fairbanks International Airport",637.4866
AK,White Mountain,Nome,99784,64.6812,-163.4228,"Fairbanks International Airport",736.7083
AK,Unalakleet,Nome,99684,63.8922,-160.786,"Ted Stevens Anchorage International Airport",629.4093
AK,Wales,Nome,99783,65.6119,-168.0773,"Fairbanks International Airport",942.682
AK,Teller,Nome,99778,65.2531,-166.342,"Fairbanks International Airport",865.8481
AK,Utqiagvik,North Slope,99723,71.2728,-156.7575,"Fairbanks International Airport",805.9272
AK,Wainwright,North Slope,99782,70.638,-159.9713,"Fairbanks International Airport",821.5159
AK,Atqasuk,North Slope,99791,70.481,-157.3835,"Fairbanks International Airport",745.953
AK,Kaktovik,North Slope,99747,70.123,-143.6262,"Fairbanks International Airport",616.7568
AK,Anaktuvuk Pass,North Slope,99721,68.15,-151.7162,"Fairbanks International Airport",408.2856
AK,Point Hope,North Slope,99766,68.3445,-166.6738,"Fairbanks International Airport",914.7667
AK,Point Lay,North Slope,99759,69.7442,-162.8678,"Fairbanks International Airport",842.2667
AK,Nuiqsut,North Slope,99789,70.2135,-150.9897,"Fairbanks International Airport",614.6887
AK,Prudhoe Bay,North Slope,99734,70.3128,-148.6955,"Fairbanks International Airport",612.3386
AK,Red Dog Mine,Northwest Arctic,99752,68.0645,-162.8667,"Fairbanks International Airport",755.9945
AK,Noorvik,Northwest Arctic,99763,66.8292,-161.0376,"Fairbanks International Airport",639.241
AK,Kotzebue,Northwest Arctic,99752,66.8766,-162.5231,"Fairbanks International Airport",703.6503
AK,Noatak,Northwest Arctic,99761,67.5987,-163.0309,"Fairbanks International Airport",745.2914
AK,Kobuk,Northwest Arctic,99751,66.931,-156.8939,"Fairbanks International Airport",472.7656
AK,Ambler,Northwest Arctic,99786,67.0897,-157.8725,"Fairbanks International Airport",518.7385
AK,Deering,Northwest Arctic,99736,66.0723,-162.7437,"Fairbanks International Airport",700.2599
AK,Kiana,Northwest Arctic,99749,66.9726,-160.4344,"Fairbanks International Airport",618.2021
AK,Selawik,Northwest Arctic,99770,66.5988,-159.9995,"Fairbanks International Airport",588.716
AK,Shungnak,Northwest Arctic,99773,66.8805,-157.1499,"Fairbanks International Airport",480.5265
AK,Kivalina,Northwest Arctic,99750,67.733,-164.5212,"Fairbanks International Airport",809.9074
AK,Buckland,Northwest Arctic,99727,65.9784,-161.1341,"Fairbanks International Airport",626.8884
AK,Petersburg,Petersburg Borough,99833,56.7566,-132.8727,"Ted Stevens Anchorage International Airport",1093.2615
AK,Kupreanof,Petersburg Borough,99833,56.8089,-132.9889,"Ted Stevens Anchorage International Airport",1084.1461
AK,Coffman Cove,Prince of Wales-Hyder,99918,56.0057,-132.8395,"Ted Stevens Anchorage International Airport",1143.4017
AK,Craig,Prince of Wales-Hyder,99921,55.4913,-133.1165,"Boeing Field King County International Airport",1156.5449
AK,Hyder,Prince of Wales-Hyder,99923,55.9816,-130.0383,"Boeing Field King County International Airport",1078.641
AK,Kake,Prince of Wales-Hyder,99830,56.9727,-133.9145,"Ted Stevens Anchorage International Airport",1027.2564
AK,Klawock,Prince of Wales-Hyder,99925,55.5556,-133.0868,"Boeing Field King County International Airport",1160.3454
AK,Edna Bay,Prince of Wales-Hyder,99921,55.964,-133.6662,"Ted Stevens Anchorage International Airport",1105.5592
AK,Naukati Bay,Prince of Wales-Hyder,99921,55.8801,-133.1993,"Ted Stevens Anchorage International Airport",1134.1913
AK,Port Alexander,Prince of Wales-Hyder,99836,56.2346,-134.6532,"Ted Stevens Anchorage International Airport",1038.8547
AK,Hollis,Prince of Wales-Hyder,99921,55.5113,-132.7023,"Boeing Field King County International Airport",1140.0609
AK,Hydaburg,Prince of Wales-Hyder,99922,55.2061,-132.8208,"Boeing Field King County International Airport",1120.8482
AK,Kasaan,Prince of Wales-Hyder,99919,55.5573,-132.4137,"Boeing Field King County International Airport",1131.5092
AK,Metlakatla,Prince of Wales-Hyder,99926,55.1182,-131.5689,"Boeing Field King County International Airport",1059.5272
AK,Thorne Bay,Prince of Wales-Hyder,99919,55.6652,-132.5337,"Boeing Field King County International Airport",1145.4627
AK,Whale Pass,Prince of Wales-Hyder,99921,56.1053,-133.1244,"Ted Stevens Anchorage International Airport",1122.6126
AK,Sitka,Sitka,99835,57.2401,-135.3153,"Ted Stevens Anchorage International Airport",940.403
AK,Skagway,Skagway,99840,59.4566,-135.2927,"Ted Stevens Anchorage International Airport",829.9481
AK,Big Delta,Southeast Fairbanks,99737,64.1486,-145.7453,"Fairbanks International Airport",125.3505
AK,Delta Junction,Southeast Fairbanks,99737,64.0604,-145.7058,"Fairbanks International Airport",132.9753
AK,Fort Greely,Southeast Fairbanks,99737,63.9678,-145.7148,"Fairbanks International Airport",139.5094
AK,Healy Lake,Southeast Fairbanks,99706,64.0281,-144.633,"Fairbanks International Airport",177.7328
AK,Eagle,Southeast Fairbanks,99738,64.7813,-141.1979,"Fairbanks International Airport",315.1227
AK,Northway,Southeast Fairbanks,99764,62.9479,-141.8322,"Fairbanks International Airport",360.4013
AK,Chicken,Southeast Fairbanks,99732,64.0878,-141.8283,"Fairbanks International Airport",300.0315
AK,Alcan Border,Southeast Fairbanks,99764,62.6727,-141.1321,"Fairbanks International Airport",407.282
AK,Dry Creek,Southeast Fairbanks,99737,63.6255,-144.6364,"Fairbanks International Airport",204.2612
AK,Tanacross,Southeast Fairbanks,99780,63.3523,-143.4318,"Fairbanks International Airport",269.5057
AK,Eagle Village,Southeast Fairbanks,99738,64.7434,-141.1138,"Fairbanks International Airport",319.4002
AK,Deltana,Southeast Fairbanks,99737,63.8724,-145.2158,"Fairbanks International Airport",164.735
AK,Dot Lake Village,Southeast Fairbanks,99737,63.6622,-144.016,"Fairbanks International Airport",225.4941
