,,,,,,
,,,,,,
,,,,,,
Location ID,County,Value (Inches),Rank,Anomaly (1901-2000 base period),1901-2000 Mean,
TX-255,Karnes County,26.83,48,-3.29,30.12,
TX-257,Kaufman County,40.93,71,1.67,39.26,
TX-259,Kendall County,28.64,50,-2.52,31.16,
TX-261,Kenedy County,21.84,43,-3.72,25.56,
TX-263,Kent County,20.82,67,0.07,20.75,
TX-265,Kerr County,24.34,36,-4.21,28.55,
TX-267,Kimble County,23.53,47,-2.12,25.65,
TX-269,King County,21.17,57,-1.42,22.59,
TX-271,Kinney County,15.23,22,-6.24,21.47,
TX-273,Kleberg County,22.17,40,-4.63,26.8,
TX-275,Knox County,25.5,81,1.48,24.02,
TX-277,Lamar County,59.97,116,15.85,44.12,
TX-279,Lamb County,9.77,4,-8.64,18.41,
TX-281,Lampasas County,30.68,68,1.24,29.44,
TX-283,La Salle County,20.2,54,-1.9,22.1,
TX-285,Lavaca County,31.96,39,-5.65,37.61,
TX-287,Lee County,32.66,46,-3.48,36.14,
TX-289,Leon County,42.35,71,1.81,40.54,
TX-291,Liberty County,43.21,38,-6.3,49.51,
TX-293,Limestone County,43.72,91,6.49,37.23,
TX-295,Lipscomb County,19.48,47,-2.39,21.87,
TX-297,Live Oak County,27.12,72,0.26,26.86,
TX-299,Llano County,27.35,57,-0.96,28.31,
TX-301,Loving County,5.6,7,-5.9,11.5,
TX-303,Lubbock County,12.65,12,-6.25,18.9,
TX-305,Lynn County,13.7,22,-4.83,18.53,
TX-307,McCulloch County,21.45,37,-4.12,25.57,
TX-309,McLennan County,42.76,109,9.16,33.6,
TX-311,McMullen County,23.41,66,-0.43,23.84,
TX-313,Madison County,39.53,56,-1.69,41.22,
TX-315,Marion County,55.88,107,8.97,46.91,
TX-317,Martin County,12.29,30,-4.32,16.61,
TX-319,Mason County,24.34,48,-2.29,26.63,
TX-321,Matagorda County,34.04,32,-8.16,42.2,
TX-323,Maverick County,14.37,20,-5.91,20.28,
TX-325,Medina County,20.37,31,-7.14,27.51,
TX-327,Menard County,21.67,41,-3.55,25.22,
TX-329,Midland County,10.04,17,-5.34,15.38,
TX-331,Milam County,32.65,52,-2.17,34.82,
TX-333,Mills County,26.72,58,-1.3,28.02,
TX-335,Mitchell County,21.33,70,0.85,20.48,
TX-337,Montague County,40.57,105,8.26,32.31,
TX-339,Montgomery County,42.12,48,-3.7,45.82,
TX-341,Moore County,14.06,21,-4.46,18.52,
TX-343,Morris County,51.58,91,5.82,45.76,
TX-345,Motley County,15.54,17,-5.87,21.41,
TX-347,Nacogdoches County,48.15,59,0.7,47.45,
TX-349,Navarro County,45.2,98,7.7,37.5,
TX-351,Newton County,54.53,63,-0.83,55.36,
TX-353,Nolan County,25.23,81,2.22,23.01,
TX-355,Nueces County,28.1,64,-0.57,28.67,
TX-357,Ochiltree County,18.0,44,-2.46,20.46,
TX-359,Oldham County,11.54,6,-6.17,17.71,
TX-361,Orange County,51.36,48,-3.5,54.86,
TX-363,Palo Pinto County,35.79,97,6.45,29.34,
TX-365,Panola County,54.63,100,7.09,47.54,
TX-367,Parker County,37.42,91,5.7,31.72,
TX-369,Parmer County,10.33,4,-7.37,17.7,
TX-371,Pecos County,10.17,26,-3.23,13.4,
TX-373,Polk County,42.8,30,-6.85,49.65,
TX-375,Potter County,12.89,10,-6.07,18.96,
TX-377,Presidio County,7.66,9,-5.65,13.31,
TX-379,Rains County,49.67,104,8.69,40.98,
TX-381,Randall County,11.23,4,-8.39,19.62,
TX-383,Reagan County,13.97,35,-3.48,17.45,
TX-385,Real County,20.24,25,-6.73,26.97,
TX-387,Red River County,61.2,115,15.09,46.11,
TX-389,Reeves County,6.57,10,-4.9,11.47,
TX-391,Refugio County,26.62,34,-7.05,33.67,
TX-393,Roberts County,16.47,23,-4.47,20.94,
TX-395,Robertson County,37.21,58,-0.23,37.44,
TX-397,Rockwall County,39.23,65,0.31,38.92,
TX-399,Runnels County,23.17,66,-0.58,23.75,
TX-401,Rusk County,49.3,84,3.76,45.54,
TX-403,Sabine County,59.79,92,7.85,51.94,
TX-405,San Augustine County,52.47,75,1.93,50.54,
TX-407,San Jacinto County,41.47,33,-6.2,47.67,
TX-409,San Patricio County,29.76,63,-0.79,30.55,
TX-411,San Saba County,26.24,56,-1.31,27.55,
TX-413,Schleicher County,19.58,46,-2.39,21.97,
TX-415,Scurry County,21.52,75,0.99,20.53,
TX-417,Shackelford County,31.13,102,5.64,25.49,
TX-419,Shelby County,59.26,102,10.25,49.01,
TX-421,Sherman County,15.1,33,-2.72,17.82,
TX-423,Smith County,49.9,96,6.63,43.27,
TX-425,Somervell County,38.34,95,7.17,31.17,
TX-427,Starr County,26.74,106,6.6,20.14,
TX-429,Stephens County,32.56,99,5.81,26.75,
TX-431,Sterling County,18.47,55,-1.6,20.07,
TX-433,Stonewall County,27.4,98,5.14,22.26,
TX-435,Sutton County,17.31,29,-5.14,22.45,
TX-437,Swisher County,12.14,7,-7.7,19.84,
TX-439,Tarrant County,39.16,93,5.73,33.43,
TX-441,Taylor County,28.3,90,4.22,24.08,
TX-443,Terrell County,8.64,17,-4.95,13.59,
TX-445,Terry County,10.24,5,-7.15,17.39,
TX-447,Throckmorton County,30.5,97,4.51,25.99,
TX-449,Titus County,50.04,92,5.04,45,
TX-451,Tom Green County,21.77,64,-0.11,21.88,
TX-453,Travis County,30.81,52,-1.85,32.66,
TX-455,Trinity County,41.02,34,-5.62,46.64,
TX-457,Tyler County,47.77,44,-4.31,52.08,
TX-459,Upshur County,49.26,92,4.89,44.37,
TX-461,Upton County,11.25,34,-3.76,15.01,
TX-463,Uvalde County,16.48,12,-8.91,25.39,
TX-465,Val Verde County,14.36,33,-3.63,17.99,
TX-467,Van Zandt County,46.02,90,4.84,41.18,
TX-469,Victoria County,28.12,25,-8.44,36.56,
TX-471,Walker County,38.41,32,-5.36,43.77,
TX-473,Waller County,39.32,52,-2.76,42.08,
TX-475,Ward County,6.87,12,-4.68,11.55,
TX-477,Washington County,34.55,38,-4.38,38.93,
TX-479,Webb County,18.21,49,-2.33,20.54,
TX-481,Wharton County,36.59,43,-4.83,41.42,
TX-483,Wheeler County,16.51,16,-6.84,23.35,
TX-485,Wichita County,38.85,118,10.76,28.09,
TX-487,Wilbarger County,31.5,103,5.56,25.94,
TX-489,Willacy County,24.31,62,-0.73,25.04,
TX-491,Williamson County,28.69,39,-4.23,32.92,
TX-493,Wilson County,25.3,42,-4.47,29.77,
TX-495,Winkler County,6.72,11,-5.64,12.36,
TX-497,Wise County,42.46,109,10.26,32.2,
TX-499,Wood County,51.27,104,8.98,42.29,
TX-501,Yoakum County,8.24,4,-8.53,16.77,
TX-503,Young County,36.78,114,9.14,27.64,
TX-505,Zapata County,19.79,77,0.9,18.89,
TX-507,Zavala County,14.48,15,-7.65,22.13,
UT-001,Beaver County,8.09,7,-4.51,12.6,
UT-003,Box Elder County,8.54,15,-3.48,12.02,
UT-005,Cache County,21.53,20,-6.42,27.95,
UT-007,Carbon County,9.52,8,-5.22,14.74,
UT-009,Daggett County,11.4,15,-3.71,15.11,
UT-011,Davis County,18.04,10,-7.3,25.34,
UT-013,Duchesne County,11.98,6,-5.8,17.78,
UT-015,Emery County,5.76,7,-3.65,9.41,
UT-017,Garfield County,9.58,19,-3.47,13.05,
UT-019,Grand County,8.12,11,-3.79,11.91,
UT-021,Iron County,10.95,19,-3.63,14.58,
UT-023,Juab County,5.83,1,-5.89,11.72,
UT-025,Kane County,8.5,14,-3.67,12.17,
UT-027,Millard County,5.13,2,-4.74,9.87,
UT-029,Morgan County,18.76,11,-7.28,26.04,
UT-031,Piute County,12.76,13,-4.23,16.99,
UT-033,Rich County,12.69,15,-4.03,16.72,
UT-035,Salt Lake County,14.81,6,-7.31,22.12,
UT-037,San Juan County,6.74,9,-3.95,10.69,
UT-039,Sanpete County,12.37,5,-7.16,19.53,
UT-041,Sevier County,11.23,8,-5.09,16.32,
UT-043,Summit County,19.28,6,-7.62,26.9,
UT-045,Tooele County,6.69,8,-3.54,10.23,
UT-047,Uintah County,8.36,10,-3.84,12.2,
UT-049,Utah County,12.01,4,-7.06,19.07,
UT-051,Wasatch County,16.76,5,-8.33,25.09,
UT-053,Washington County,13.77,55,-1.37,15.14,
UT-055,Wayne County,6.17,9,-3.07,9.24,
UT-057,Weber County,19.27,10,-7.6,26.87,
VT-001,Addison County,38.22,59,-0.05,38.27,
VT-003,Bennington County,45.83,64,0.18,45.65,
VT-005,Caledonia County,38.63,44,-1.77,40.4,
VT-007,Chittenden County,37.15,48,-1.19,38.34,
VT-009,Essex County,40.32,44,-1.62,41.94,
VT-011,Franklin County,41.62,54,-0.14,41.76,
VT-013,Grand Isle County,37.08,83,2.37,34.71,
VT-015,Lamoille County,43.33,55,-0.27,43.6,
VT-017,Orange County,38.54,57,-0.82,39.36,
VT-019,Orleans County,44.31,64,0.76,43.55,
VT-021,Rutland County,38.91,45,-2.24,41.15,
VT-023,Washington County,41.09,62,0.6,40.49,
VT-025,Windham County,46.83,68,0.64,46.19,
VT-027,Windsor County,41.62,62,-0.31,41.93,
VA-001,Accomack County,49.14,105,7.31,41.83,
VA-003,Albemarle County,50.52,105,8.01,42.51,
VA-005,Alleghany County,52.6,123,12.55,40.05,
VA-007,Amelia County,54.25,120,11.14,43.11,
VA-009,Amherst County,60.58,122,15.9,44.68,
VA-011,Appomattox County,61.06,123,18.97,42.09,
VA-013,Arlington County,53.07,117,11.4,41.67,
VA-015,Augusta County,50.96,118,10.79,40.17,
VA-017,Bath County,53.97,123,12.3,41.67,
VA-019,Bedford County,62.12,124,18.67,43.45,
VA-021,Bland County,59.22,125,18.16,41.06,
VA-023,Botetourt County,57.11,124,15.67,41.44,
VA-025,Brunswick County,57.81,122,13.48,44.33,
VA-027,Buchanan County,65.39,125,20.66,44.73,
VA-029,Buckingham County,54.64,120,12.12,42.52,
VA-031,Campbell County,62.02,124,19.94,42.08,
VA-033,Caroline County,51.6,112,8.9,42.7,
VA-035,Carroll County,70.18,125,24.38,45.8,
VA-036,Charles City County,64.13,124,20.49,43.64,
VA-037,Charlotte County,55.6,119,13.09,42.51,
VA-041,Chesterfield County,59.14,122,15.94,43.2,
VA-043,Clarke County,43.46,101,5.46,38,
VA-045,Craig County,58.22,124,17.11,41.11,
VA-047,Culpeper County,48.07,107,7.37,40.7,
VA-049,Cumberland County,53.13,116,10.35,42.78,
VA-051,Dickenson County,62.84,125,18.85,43.99,
VA-053,Dinwiddie County,58.53,123,14.85,43.68,
VA-057,Essex County,54.73,117,11.64,43.09,
VA-059,Fairfax County,49.23,111,8.21,41.02,
VA-061,Fauquier County,46.61,103,6.45,40.16,
VA-063,Floyd County,67.88,125,22.83,45.05,
VA-065,Fluvanna County,51.22,111,8.86,42.36,
VA-067,Franklin County,65.26,125,21.88,43.38,
VA-069,Frederick County,42.46,99,5.54,36.92,
VA-071,Giles County,58.98,125,18.2,40.78,
VA-073,Gloucester County,62.03,123,17.85,44.18,
VA-075,Goochland County,51.62,113,8.85,42.77,
VA-077,Grayson County,69.34,125,23.83,45.51,
VA-079,Greene County,51.92,109,9.14,42.78,
VA-081,Greensville County,60.78,124,16.0,44.78,
VA-083,Halifax County,55.99,121,12.94,43.05,
VA-085,Hanover County,55.16,119,12.09,43.07,
VA-087,Henrico County,58.52,122,15.37,43.15,
VA-089,Henry County,66.3,125,21.24,45.06,
VA-091,Highland County,54.2,120,10.4,43.8,
VA-093,Isle of Wight County,61.16,120,15.03,46.13,
VA-095,James City County,65.0,124,20.57,44.43,
VA-097,King and Queen County,59.35,121,15.61,43.74,
VA-099,King George County,49.28,108,7.41,41.87,
VA-101,King William County,59.48,121,15.98,43.5,
VA-103,Lancaster County,56.7,120,13.07,43.63,
VA-105,Lee County,72.66,125,22.38,50.28,
VA-107,Loudoun County,42.69,82,2.62,40.07,
VA-109,Louisa County,50.52,106,7.69,42.83,
VA-111,Lunenburg County,53.4,115,10.2,43.2,
VA-113,Madison County,51.3,113,9.44,41.86,
VA-115,Mathews County,59.28,122,15.55,43.73,
VA-117,Mecklenburg County,58.75,124,14.98,43.77,
VA-119,Middlesex County,59.21,122,15.38,43.83,
VA-121,Montgomery County,58.02,125,17.75,40.27,
VA-125,Nelson County,56.14,117,11.85,44.29,
VA-127,New Kent County,62.24,124,18.37,43.87,
VA-131,Northampton County,51.34,111,9.01,42.33,
VA-133,Northumberland County,53.02,113,9.99,43.03,
VA-135,Nottoway County,53.11,116,9.87,43.24,
VA-137,Orange County,49.69,107,7.73,41.96,
VA-139,Page County,47.41,108,7.91,39.5,
VA-141,Patrick County,73.15,125,23.6,49.55,
VA-143,Pittsylvania County,60.12,124,17.0,43.12,
VA-145,Powhatan County,52.87,114,10.01,42.86,
VA-147,Prince Edward County,54.13,118,11.48,42.65,
VA-149,Prince George County,64.28,124,20.67,43.61,
VA-153,Prince William County,46.47,100,5.92,40.55,
VA-155,Pulaski County,62.84,125,23.15,39.69,
VA-157,Rappahannock County,47.47,107,8.07,39.4,
VA-159,Richmond County,53.53,114,10.44,43.09,
VA-161,Roanoke County,60.63,125,18.85,41.78,
VA-163,Rockbridge County,54.13,122,12.7,41.43,
VA-165,Rockingham County,45.43,105,6.35,39.08,
VA-167,Russell County,62.7,125,18.14,44.56,
VA-169,Scott County,67.01,125,19.99,47.02,
VA-171,Shenandoah County,41.9,98,5.66,36.24,
VA-173,Smyth County,64.82,125,19.95,44.87,
VA-175,Southampton County,63.64,124,17.45,46.19,
VA-177,Spotsylvania County,49.08,102,6.63,42.45,
VA-179,Stafford County,47.62,102,6.26,41.36,
VA-181,Surry County,66.16,124,21.58,44.58,
VA-183,Sussex County,63.89,124,19.26,44.63,
VA-185,Tazewell County,61.69,125,16.41,45.28,
VA-187,Warren County,45.69,113,8.73,36.96,
VA-191,Washington County,63.24,125,18.55,44.69,
VA-193,Westmoreland County,52.04,113,9.61,42.43,
VA-195,Wise County,66.25,125,18.75,47.5,
VA-197,Wythe County,64.73,125,24.53,40.2,
VA-199,York County,62.17,123,17.67,44.5,
VA-510,Alexandria City,53.11,118,11.68,41.43,
VA-520,Bristol City,63.51,125,19.01,44.5,
VA-530,Buena Vista City,54.03,121,12.42,41.61,
VA-540,Charlottesville City,50.55,103,7.61,42.94,
VA-550,Chesapeake City,54.03,106,7.38,46.65,
VA-570,Colonial Heights City,62.79,124,19.73,43.06,
VA-580,Covington City,50.52,122,11.96,38.56,
VA-590,Danville City,54.03,115,10.95,43.08,
VA-595,Emporia City,61.15,124,16.43,44.72,
VA-600,Fairfax City,49.67,112,8.38,41.29,
VA-610,Falls Church City,51.63,113,9.8,41.83,
VA-620,Franklin City,63.1,121,16.01,47.09,
VA-630,Fredericksburg City,48.29,100,6.52,41.77,
VA-640,Galax City,68.29,125,23.98,44.31,
VA-650,Hampton City,54.94,116,10.51,44.43,
VA-660,Harrisonburg City,43.8,98,6.02,37.78,
VA-670,Hopewell City,64.64,124,21.4,43.24,
VA-680,Lynchburg City,62.39,124,19.97,42.42,
VA-683,Manassas City,46.0,101,5.92,40.08,
VA-685,Manassas Park City,46.56,103,6.23,40.33,
VA-690,Martinsville City,66.42,125,21.62,44.8,
VA-700,Newport News City,58.7,120,13.72,44.98,
VA-710,Norfolk City,51.3,104,6.27,45.03,
VA-720,Norton City,64.65,125,17.72,46.93,
VA-730,Petersburg City,62.95,124,19.6,43.35,
VA-735,Poquoson City,55.99,116,12.04,43.95,
VA-740,Portsmouth City,52.86,107,7.1,45.76,
VA-750,Radford City,57.69,125,18.47,39.22,
VA-760,Richmond City,58.22,122,15.16,43.06,
VA-770,Roanoke City,59.23,125,18.05,41.18,
VA-775,Salem City,59.46,125,18.53,40.93,
VA-790,Staunton City,48.72,121,11.29,37.43,
VA-800,Suffolk City,57.22,114,9.91,47.31,
VA-810,Virginia Beach City,52.5,107,7.15,45.35,
VA-820,Waynesboro City,49.52,116,10.21,39.31,
VA-830,Williamsburg City,66.2,124,21.54,44.66,
VA-840,Winchester City,43.71,99,6.35,37.36,
WA-001,Adams County,9.31,31,-1.53,10.84,
WA-003,Asotin County,17.36,67,0.11,17.25,
WA-005,Benton County,5.22,5,-2.92,8.14,
WA-007,Chelan County,35.36,52,-1.79,37.15,
WA-009,Clallam County,84.43,51,-3.62,88.05,
WA-011,Clark County,57.32,24,-8.46,65.78,
WA-013,Columbia County,23.55,35,-3.25,26.8,
WA-015,Cowlitz County,74.23,55,-2.32,76.55,
WA-017,Douglas County,7.74,8,-3.66,11.4,
WA-019,Ferry County,18.55,57,-0.41,18.96,
WA-021,Franklin County,7.07,19,-2.04,9.11,
WA-023,Garfield County,18.65,48,-0.86,19.51,
WA-025,Grant County,5.53,9,-2.74,8.27,
WA-027,Grays Harbor County,89.5,46,-5.76,95.26,
WA-029,Island County,28.41,86,2.38,26.03,
WA-031,Jefferson County,98.75,39,-8.76,107.51,
WA-033,King County,80.03,90,7.17,72.86,
WA-035,Kitsap County,43.28,68,1.15,42.13,
WA-037,Kittitas County,29.4,35,-3.73,33.13,
WA-039,Klickitat County,15.63,9,-6.86,22.49,
WA-041,Lewis County,69.27,49,-2.79,72.06,
WA-043,Lincoln County,10.47,20,-2.53,13,
WA-045,Mason County,85.12,53,-3.08,88.2,
WA-047,Okanogan County,20.16,34,-2.47,22.63,
WA-049,Pacific County,80.81,40,-8.97,89.78,
WA-051,Pend Oreille County,33.63,57,-0.35,33.98,
WA-053,Pierce County,65.7,70,2.11,63.59,
WA-055,San Juan County,27.84,60,-0.55,28.39,
WA-057,Skagit County,82.31,82,5.9,76.41,
WA-059,Skamania County,82.06,37,-8.67,90.73,
WA-061,Snohomish County,89.86,87,8.77,81.09,
WA-063,Spokane County,18.64,42,-1.41,20.05,
WA-065,Stevens County,21.8,54,-0.87,22.67,
WA-067,Thurston County,44.9,32,-5.69,50.59,
WA-069,Wahkiakum County,72.8,31,-10.26,83.06,
WA-071,Walla Walla County,12.45,30,-2.27,14.72,
WA-073,Whatcom County,73.88,85,5.59,68.29,
WA-075,Whitman County,15.72,34,-1.6,17.32,
WA-077,Yakima County,20.26,15,-5.84,26.1,
WV-001,Barbour County,54.35,107,6.67,47.68,
WV-003,Berkeley County,36.68,56,-1.07,37.75,
WV-005,Boone County,59.48,123,13.48,46,
WV-007,Braxton County,59.93,122,13.19,46.74,
WV-009,Brooke County,39.89,65,0.4,39.49,
WV-011,Cabell County,53.0,120,10.39,42.61,
WV-013,Calhoun County,57.46,121,12.47,44.99,
WV-015,Clay County,58.82,122,12.5,46.32,
WV-017,Doddridge County,56.02,115,10.6,45.42,
WV-019,Fayette County,58.18,123,11.36,46.82,
WV-021,Gilmer County,56.4,116,10.5,45.9,
WV-023,Grant County,42.04,98,3.79,38.25,
WV-025,Greenbrier County,56.79,123,12.31,44.48,
WV-027,Hampshire County,39.42,89,2.93,36.49,
WV-029,Hancock County,43.31,105,5.08,38.23,
WV-031,Hardy County,39.63,79,2.08,37.55,
WV-033,Harrison County,52.64,113,8.13,44.51,
WV-035,Jackson County,54.3,120,11.65,42.65,
WV-037,Jefferson County,37.92,59,-0.73,38.65,
WV-039,Kanawha County,55.26,119,10.28,44.98,
WV-041,Lewis County,56.31,113,9.13,47.18,
WV-043,Lincoln County,55.82,121,11.69,44.13,
WV-045,Logan County,64.04,124,17.72,46.32,
WV-047,McDowell County,61.48,125,16.94,44.54,
WV-049,Marion County,46.12,85,2.31,43.81,
WV-051,Marshall County,49.22,105,6.37,42.85,
WV-053,Mason County,53.7,122,12.13,41.57,
WV-055,Mercer County,55.01,124,13.77,41.24,
WV-057,Mineral County,37.5,82,1.36,36.14,
WV-059,Mingo County,64.26,125,18.79,45.47,
WV-061,Monongalia County,43.52,58,-0.1,43.62,
WV-063,Monroe County,57.37,125,16.81,40.56,
WV-065,Morgan County,39.36,80,2.2,37.16,
WV-067,Nicholas County,60.96,118,11.77,49.19,
WV-069,Ohio County,42.67,78,1.92,40.75,
WV-071,Pendleton County,47.75,114,8.5,39.25,
WV-073,Pleasants County,51.02,110,7.96,43.06,
WV-075,Pocahontas County,59.67,118,10.67,49,
WV-077,Preston County,50.87,80,1.63,49.24,
WV-079,Putnam County,50.88,114,7.71,43.17,
WV-081,Raleigh County,59.13,125,13.74,45.39,
WV-083,Randolph County,63.71,116,10.03,53.68,
WV-085,Ritchie County,53.87,113,9.42,44.45,
WV-087,Roane County,55.59,118,11.52,44.07,
WV-089,Summers County,55.87,125,15.46,40.41,
WV-091,Taylor County,48.18,91,3.22,44.96,
WV-093,Tucker County,59.02,112,8.4,50.62,
WV-095,Tyler County,53.16,115,9.15,44.01,
WV-097,Upshur County,59.17,111,7.75,51.42,
WV-099,Wayne County,57.28,121,13.4,43.88,
WV-101,Webster County,67.21,119,12.5,54.71,
WV-103,Wetzel County,53.12,112,8.21,44.91,
WV-105,Wirt County,55.03,118,11.61,43.42,
WV-107,Wood County,51.67,118,10.13,41.54,
WV-109,Wyoming County,62.68,125,15.99,46.69,
WI-001,Adams County,37.85,109,6.38,31.47,
WI-003,Ashland County,34.26,84,2.45,31.81,
WI-005,Barron County,33.66,89,2.57,31.09,
WI-007,Bayfield County,33.32,91,3.28,30.04,
WI-009,Brown County,39.7,123,9.84,29.86,
WI-011,Buffalo County,32.99,75,1.86,31.13,
WI-013,Burnett County,29.67,65,0.04,29.63,
WI-015,Calumet County,41.57,123,11.43,30.14,
WI-017,Chippewa County,31.46,56,-0.55,32.01,
WI-019,Clark County,32.02,69,0.27,31.75,
WI-021,Columbia County,38.65,113,7.49,31.16,
WI-023,Crawford County,36.14,88,3.37,32.77,
WI-025,Dane County,36.41,92,4.0,32.41,
WI-027,Dodge County,36.87,107,5.98,30.89,
WI-029,Door County,39.05,123,9.36,29.69,
WI-031,Douglas County,30.34,68,0.78,29.56,
WI-033,Dunn County,31.21,59,0.11,31.1,
WI-035,Eau Claire County,32.46,62,0.62,31.84,
WI-037,Florence County,38.03,122,8.62,29.41,
WI-039,Fond du Lac County,40.94,121,10.55,30.39,
WI-041,Forest County,40.72,122,10.28,30.44,
WI-043,Grant County,40.28,112,7.39,32.89,
WI-045,Green County,39.76,101,6.18,33.58,
WI-047,Green Lake County,40.14,118,9.32,30.82,
WI-049,Iowa County,38.33,102,5.65,32.68,
WI-051,Iron County,36.84,95,3.87,32.97,
WI-053,Jackson County,35.54,95,3.88,31.66,
WI-055,Jefferson County,35.57,88,3.59,31.98,
WI-057,Juneau County,38.01,104,6.38,31.63,
WI-059,Kenosha County,40.0,113,7.71,32.29,
WI-061,Kewaunee County,39.19,121,9.39,29.8,
WI-063,La Crosse County,34.95,85,3.27,31.68,
WI-065,Lafayette County,39.01,101,5.36,33.65,
WI-067,Langlade County,40.03,119,8.36,31.67,
WI-069,Lincoln County,35.7,99,4.45,31.25,
WI-071,Manitowoc County,41.1,124,11.12,29.98,
WI-073,Marathon County,35.11,95,3.67,31.44,
WI-075,Marinette County,38.05,122,8.75,29.3,
WI-077,Marquette County,39.1,117,8.28,30.82,
WI-078,Menominee County,40.99,123,10.03,30.96,
WI-079,Milwaukee County,36.77,102,5.74,31.03,
WI-081,Monroe County,34.56,80,2.5,32.06,
WI-083,Oconto County,40.23,124,10.4,29.83,
WI-085,Oneida County,38.5,115,7.61,30.89,
WI-087,Outagamie County,38.11,118,7.71,30.4,
WI-089,Ozaukee County,33.61,87,3.25,30.36,
WI-091,Pepin County,32.33,80,1.62,30.71,
WI-093,Pierce County,32.96,83,2.4,30.56,
WI-095,Polk County,32.25,80,2.05,30.2,
WI-097,Portage County,35.96,97,4.51,31.45,
WI-099,Price County,32.74,70,0.5,32.24,
WI-101,Racine County,39.79,112,7.9,31.89,
WI-103,Richland County,37.38,97,5.1,32.28,
WI-105,Rock County,37.73,96,4.69,33.04,
WI-107,Rusk County,30.99,56,-0.56,31.55,
WI-109,St. Croix County,33.82,90,3.47,30.35,
WI-111,Sauk County,40.31,113,8.32,31.99,
WI-113,Sawyer County,32.51,75,1.46,31.05,
WI-115,Shawano County,38.61,118,7.68,30.93,
WI-117,Sheboygan County,39.57,123,9.46,30.11,
WI-119,Taylor County,32.33,69,0.2,32.13,
WI-121,Trempealeau County,34.99,89,3.44,31.55,
WI-123,Vernon County,35.86,82,3.08,32.78,
WI-125,Vilas County,39.55,120,7.82,31.73,
WI-127,Walworth County,39.17,103,5.79,33.38,
WI-129,Washburn County,32.19,82,2.03,30.16,
WI-131,Washington County,34.4,87,3.39,31.01,
WI-133,Waukesha County,35.28,86,3.41,31.87,
WI-135,Waupaca County,36.42,108,5.52,30.9,
WI-137,Waushara County,36.03,102,4.73,31.3,
WI-139,Winnebago County,39.95,121,9.77,30.18,
WI-141,Wood County,34.87,93,3.7,31.17,
WY-001,Albany County,11.12,7,-3.98,15.1,
WY-003,Big Horn County,10.63,20,-2.86,13.49,
WY-005,Campbell County,10.78,11,-3.25,14.03,
WY-007,Carbon County,11.52,9,-4.45,15.97,
WY-009,Converse County,9.17,3,-5.24,14.41,
WY-011,Crook County,14.07,21,-3.28,17.35,
WY-013,Fremont County,10.64,9,-4.0,14.64,
WY-015,Goshen County,9.41,5,-5.37,14.78,
WY-017,Hot Springs County,9.54,13,-3.72,13.26,
WY-019,Johnson County,10.67,8,-4.6,15.27,
WY-021,Laramie County,11.29,8,-4.46,15.75,
WY-023,Lincoln County,17.31,36,-2.5,19.81,
WY-025,Natrona County,7.37,3,-5.09,12.46,
WY-027,Niobrara County,10.8,9,-4.39,15.19,
WY-029,Park County,20.39,37,-1.41,21.8,
WY-031,Platte County,8.86,3,-5.37,14.23,
WY-033,Sheridan County,13.91,10,-5.46,19.37,
WY-035,Sublette County,14.78,18,-4.1,18.88,
WY-037,Sweetwater County,6.95,13,-2.48,9.43,
WY-039,Teton County,31.58,39,-2.96,34.54,
WY-041,Uinta County,9.18,10,-3.52,12.7,
WY-043,Washakie County,8.37,8,-3.86,12.23,
WY-045,Weston County,10.15,6,-4.55,14.7,
AK-013,Aleutians East Borough,42.99,29,-4.57,47.56,
AK-016,Aleutians West Census Area,44.39,2,-19.5,63.89,
AK-020,Anchorage Municipality,63.05,25,-4.83,67.88,
AK-050,Bethel Census Area,24.42,71,3.37,21.05,
AK-060,Bristol Bay Borough,23.76,76,2.93,20.83,
AK-068,Denali Borough,28.19,87,4.81,23.38,
AK-070,Dillingham Census Area,40.2,82,6.95,33.25,
AK-090,Fairbanks North Star Borough,22.75,92,6.8,15.95,
AK-100,Haines Borough,93.47,59,7.01,86.46,
AK-105,Hoonah-Angoon Census Area,150.47,72,14.87,135.6,
AK-110,Juneau City and Borough,185.56,74,18.43,167.13,
AK-122,Kenai Peninsula Borough,59.74,36,-1.75,61.49,
AK-130,Ketchikan Gateway Borough,167.91,68,13.11,154.8,
AK-150,Kodiak Island Borough,60.89,42,-1.69,62.58,
AK-158,Kusilvak Census Area,20.3,56,1.39,18.91,
AK-164,Lake and Peninsula Borough,38.68,67,3.45,35.23,
AK-170,Matanuska-Susitna Borough,37.81,65,1.61,36.2,
AK-180,Nome Census Area,13.22,16,-2.85,16.07,
AK-185,North Slope Borough,11.12,52,0.24,10.88,
AK-188,Northwest Arctic Borough,11.95,13,-3.0,14.95,
AK-195,Petersburg Borough,197.08,70,17.33,179.75,
AK-198,Prince of Wales-Hyder Census Area,123.75,68,6.39,117.36,
AK-220,Sitka City and Borough,167.64,71,13.12,154.52,
AK-230,Skagway Municipality,76.09,53,-0.64,76.73,
AK-240,Southeast Fairbanks Census Area,25.54,95,7.71,17.83,
AK-261,Valdez-Cordova Census Area,72.18,30,-5.5,77.68,
AK-275,Wrangell City and Borough,151.86,66,10.56,141.3,
AK-282,Yakutat City and Borough,180.23,28,-22.38,202.61,
AK-290,Yukon-Koyukuk Census Area,17.37,74,2.05,15.32,
