zipcode,state,city,county,latitude,longitude,timezone,population_total,median_age,avg_rainfall,median_aqi,percentage_good_days,avg_temp_num,cost_rank,rent_index,restaurant_price_index,local_puchasing_power_index,lower_income_tax_rate,higher_income_tax_rate,sales_tax_rate,real_estate_tax_rate,annual_taxes_on_state_median_val_home,combined_upper_most_cap_gains,healthcare_rank,healthcare_cost_rank,distance_to_airport,distance_to_national_park
90715,CA,Lakewood,Los Angeles,33.84710,-118.12210,America/Los_Angeles,82465,38.60,15.610,62,3,59.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,28.44040,50.88450
93599,CA,Palmdale,Los Angeles,34.59440,-118.10570,America/Los_Angeles,181664,31.73,15.610,62,3,59.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,75.71070,71.14280
90853,CA,Long Beach,Los Angeles,33.79810,-118.16750,America/Los_Angeles,490621,35.99,15.610,62,3,59.8,51,56.12,67.76,106.23,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,27.40130,50.75690
91793,CA,West Covina,Los Angeles,34.05550,-117.91120,America/Los_Angeles,114382,37.00,15.610,62,3,59.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,28.57720,62.41390
90510,CA,Torrance,Los Angeles,33.83460,-118.34170,America/Los_Angeles,180922,34.55,15.610,62,3,59.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,13.46860,36.60380
90609,CA,Whittier,Los Angeles,33.96780,-118.01880,America/Los_Angeles,196101,35.63,15.610,62,3,59.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,35.34140,54.21310
93639,CA,Madera,Madera,36.96310,-120.07820,America/Los_Angeles,103709,34.10,23.190,48,1,55.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,169.91240,111.05390
94998,CA,Novato,Marin,38.09200,-122.55760,America/Los_Angeles,60763,45.47,35.560,32,1,54.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,50.70690,259.15490
94915,CA,San Rafael,Marin,37.99050,-122.52220,America/Los_Angeles,73040,44.15,35.560,32,1,54.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,39.94120,262.07210
95348,CA,Merced,Merced,37.30570,-120.47780,America/Los_Angeles,105052,22.48,11.310,49,1,61,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,128.45880,103.54630
93915,CA,Salinas,Monterey,36.68840,-121.63170,America/Los_Angeles,188050,35.00,20.180,35,1,57.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,79.47750,226.76450
94581,CA,Napa,Napa,38.29760,-122.30110,America/Los_Angeles,97301,40.05,31.170,34,1,58.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,64.46490,228.63520
92698,CA,Irvine,Orange,33.67720,-117.77380,America/Los_Angeles,271225,33.84,13.600,44,1,62.4,25,69.9,79.58,126.46,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,8.71800,88.19710
90633,CA,La Habra,Orange,33.92780,-117.95130,America/Los_Angeles,71856,36.00,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,29.06970,61.44040
92674,CA,San Clemente,Orange,33.44980,-117.61030,America/Los_Angeles,69478,39.15,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,34.65670,115.20990
92628,CA,Costa Mesa,Orange,33.66670,-117.91350,America/Los_Angeles,118593,34.80,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,4.32820,78.21840
92838,CA,Fullerton,Orange,33.88410,-117.92790,America/Los_Angeles,144956,36.73,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,23.82510,65.08990
90624,CA,Buena Park,Orange,33.85720,-118.00460,America/Los_Angeles,85348,35.75,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,23.80650,59.79800
92649,CA,Huntington Beach,Orange,33.69600,-118.00250,America/Los_Angeles,202467,42.70,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,12.64790,69.74320
92871,CA,Placentia,Orange,33.88070,-117.85530,America/Los_Angeles,54309,37.20,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,22.82500,71.50720
92692,CA,Mission Viejo,Orange,33.60950,-117.65500,America/Los_Angeles,98010,44.15,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,21.04650,101.51310
92869,CA,Orange,Orange,33.80380,-117.82180,America/Los_Angeles,148030,38.68,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,14.87070,77.59770
92677,CA,Laguna Niguel,Orange,33.52750,-117.70500,America/Los_Angeles,66490,44.60,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,22.34840,102.96340
92663,CA,Newport Beach,Orange,33.61510,-117.86690,America/Los_Angeles,66249,47.95,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,6.73930,85.15610
92728,CA,Fountain Valley,Orange,33.71050,-117.95140,America/Los_Angeles,57802,44.70,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,8.63210,72.49230
92679,CA,Lake Forest,Orange,33.66060,-117.67120,America/Los_Angeles,67375,38.50,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,18.28940,97.29540
90630,CA,Cypress,Orange,33.81710,-118.03860,America/Los_Angeles,50716,41.20,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,22.27160,59.19280
92799,CA,Santa Ana,Orange,33.73660,-117.88190,America/Los_Angeles,367655,31.85,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,6.89270,76.21870
92656,CA,Aliso Viejo,Orange,33.57920,-117.72890,America/Los_Angeles,54285,36.30,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,16.76300,97.73640
92899,CA,Anaheim,Orange,33.83900,-117.85720,America/Los_Angeles,378987,35.13,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,18.18540,73.02390
92846,CA,Garden Grove,Orange,33.77870,-117.96010,America/Los_Angeles,181054,37.74,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,14.27310,67.60900
92887,CA,Yorba Linda,Orange,33.88900,-117.77140,America/Los_Angeles,72506,43.25,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,24.32580,78.57440
92782,CA,Tustin,Orange,33.73090,-117.81060,America/Los_Angeles,87995,35.40,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,8.11560,82.22000
92685,CA,Westminster,Orange,33.75230,-117.99380,America/Los_Angeles,95873,39.60,13.600,44,1,62.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,14.42030,66.60110
95765,CA,Rocklin,Placer,38.80750,-121.24880,America/Los_Angeles,65188,38.55,45.870,48,1,53.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,32.18660,121.88460
95648,CA,Lincoln,Placer,38.87590,-121.29160,America/Los_Angeles,54298,41.60,45.870,48,1,53.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,32.80680,122.86250
95747,CA,Roseville,Placer,38.77030,-121.31960,America/Los_Angeles,142184,38.10,45.870,48,1,53.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,24.97130,129.11530
92593,CA,Temecula,Riverside,33.49280,-117.13150,America/Los_Angeles,130246,36.67,8.520,71,4,66.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,71.19090,121.82100
92546,CA,Hemet,Riverside,33.73410,-116.99690,America/Los_Angeles,128467,39.40,8.520,71,4,66.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,66.25730,102.60900
92570,CA,Lake Elsinore,Riverside,33.68470,-117.33440,America/Los_Angeles,82542,31.90,8.520,71,4,66.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,48.06680,124.24920
92260,CA,Palm Desert,Riverside,33.73780,-116.36950,America/Los_Angeles,60106,61.30,8.520,71,4,66.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,119.04170,46.18450
92241,CA,Cathedral City,Riverside,33.83630,-116.46420,America/Los_Angeles,54209,37.00,8.520,71,4,66.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,107.66920,52.28280
92599,CA,Perris,Riverside,33.78990,-117.22330,America/Los_Angeles,117949,28.85,8.520,71,4,66.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,45.71640,122.58970
92557,CA,Moreno Valley,Riverside,33.92440,-117.20450,America/Los_Angeles,206168,30.85,8.520,71,4,66.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,39.37530,120.42410
92583,CA,San Jacinto,Riverside,33.79700,-116.99160,America/Los_Angeles,51115,32.15,8.520,71,4,66.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,63.17220,101.19910
92223,CA,Beaumont,Riverside,33.90760,-116.97660,America/Los_Angeles,53341,36.50,8.520,71,4,66.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,59.89030,99.34970
92241,CA,Indio,Riverside,33.73460,-116.23460,America/Los_Angeles,98132,35.00,8.520,71,4,66.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,131.08070,34.93050
92563,CA,Murrieta,Riverside,33.57200,-117.19090,America/Los_Angeles,136760,34.65,8.520,71,4,66.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,63.74450,124.19640
92882,CA,Corona,Riverside,33.86160,-117.56490,America/Los_Angeles,266774,34.20,8.520,71,4,66.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,21.87110,97.72950
92522,CA,Riverside,Riverside,33.93810,-117.39480,America/Los_Angeles,448425,29.30,8.520,71,4,66.8,68,45.05,69.87,95.46,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,23.09130,111.25560
95827,CA,Rancho Cordova,Sacramento,38.57400,-121.25230,America/Los_Angeles,67813,35.15,18.730,44,1,61.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,32.36860,133.78570
95894,CA,Sacramento,Sacramento,38.56670,-121.46830,America/Los_Angeles,811981,35.78,18.730,44,1,61.1,31,47.41,68.26,101.99,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,17.84380,150.46340
95841,CA,Carmichael,Sacramento,38.63370,-121.32300,America/Los_Angeles,61195,45.50,18.730,44,1,61.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,24.25920,135.81550
95759,CA,Elk Grove,Sacramento,38.41600,-121.38420,America/Los_Angeles,180944,35.20,18.730,44,1,61.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,35.89680,153.04600
95763,CA,Folsom,Sacramento,38.66680,-121.14220,America/Los_Angeles,79504,38.10,18.730,44,1,61.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,39.08700,120.28840
95621,CA,Citrus Heights,Sacramento,38.69480,-121.28800,America/Los_Angeles,89971,37.55,18.730,44,1,61.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,26.29650,130.02650
95024,CA,Hollister,San Benito,36.85630,-121.39810,America/Los_Angeles,53192,34.10,16.810,39,1,57.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,73.38780,198.99040
92324,CA,Colton,San Bernardino,34.05380,-117.32540,America/Los_Angeles,58644,29.90,6.880,74,4,65.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,25.39070,116.31060
92427,CA,San Bernardino,San Bernardino,34.14170,-117.29460,America/Los_Angeles,251912,28.80,6.880,74,4,65.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,29.77820,119.12530
91709,CA,Chino Hills,San Bernardino,33.95080,-117.72530,America/Los_Angeles,80144,37.60,6.880,74,4,65.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,16.37460,81.00630
91710,CA,Chino,San Bernardino,33.98360,-117.66540,America/Los_Angeles,96042,34.15,6.880,74,4,65.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,10.00200,85.81750
92402,CA,Fontana,San Bernardino,34.09680,-117.45990,America/Los_Angeles,242985,30.10,6.880,74,4,65.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,13.76450,103.81470
92345,CA,Hesperia,San Bernardino,34.39750,-117.31470,America/Los_Angeles,106081,31.95,6.880,74,4,65.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,46.20370,121.77110
91739,CA,Rancho Cucamonga,San Bernardino,34.12480,-117.56660,America/Los_Angeles,175292,37.50,6.880,74,4,65.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,8.28010,94.03910
92377,CA,Rialto,San Bernardino,34.11740,-117.38940,America/Los_Angeles,104443,31.40,6.880,74,4,65.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,20.64760,110.32500
92410,CA,Highland,San Bernardino,34.11130,-117.16540,America/Los_Angeles,57298,35.10,6.880,74,4,65.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,40.58440,119.35290
92308,CA,Apple Valley,San Bernardino,34.53280,-117.21040,America/Los_Angeles,82224,38.80,6.880,74,4,65.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,64.01860,135.57880
91764,CA,Ontario,San Bernardino,34.03930,-117.60640,America/Los_Angeles,177478,31.37,6.880,74,4,65.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,1.92250,90.55320
92375,CA,Redlands,San Bernardino,34.05110,-117.17120,America/Los_Angeles,77112,37.75,6.880,74,4,65.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,39.59950,118.67220
92395,CA,Victorville,San Bernardino,34.52770,-117.35360,America/Los_Angeles,141546,30.93,6.880,74,4,65.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,57.16300,123.18250
91786,CA,Upland,San Bernardino,34.11780,-117.66030,America/Los_Angeles,81486,40.25,6.880,74,4,65.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,8.77760,85.39430
92399,CA,Yucaipa,San Bernardino,34.03360,-117.04290,America/Los_Angeles,55558,39.20,6.880,74,4,65.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,51.48120,106.69230
92085,CA,Vista,San Diego,33.18960,-117.23860,America/Los_Angeles,122717,34.20,14.320,60,3,61.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,50.90710,145.95510
92071,CA,Santee,San Diego,32.85540,-116.98510,America/Los_Angeles,57342,38.90,14.320,60,3,61.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,23.45750,152.21230
91979,CA,Spring Valley,San Diego,32.73160,-116.97660,America/Los_Angeles,71380,36.10,14.320,60,3,61.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,19.96240,162.34590
91944,CA,La Mesa,San Diego,32.77030,-117.02040,America/Los_Angeles,75299,39.90,14.320,60,3,61.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,16.37730,161.55380
92018,CA,Carlsbad,San Diego,33.12470,-117.28370,America/Los_Angeles,114646,41.80,14.320,60,3,61.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,44.35880,153.40260
92068,CA,Oceanside,San Diego,33.22470,-117.30830,America/Los_Angeles,192491,33.75,14.320,60,3,61.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,55.71150,149.51340
92075,CA,Encinitas,San Diego,33.04900,-117.26130,America/Los_Angeles,52866,43.70,14.320,60,3,61.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,35.69700,156.54420
92199,CA,San Diego,San Diego,32.83120,-117.12250,America/Los_Angeles,1358331,33.13,14.320,60,3,61.2,20,67.85,78.7,112.72,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,12.55390,162.86850
92021,CA,El Cajon,San Diego,32.80170,-116.96050,America/Los_Angeles,174628,37.30,14.320,60,3,61.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,22.75550,155.30080
91921,CA,Chula Vista,San Diego,32.62810,-117.01450,America/Los_Angeles,268667,34.74,14.320,60,3,61.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,20.18460,173.67170
92046,CA,Escondido,San Diego,33.13470,-117.07220,America/Los_Angeles,185399,36.65,14.320,60,3,61.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,45.93520,136.74910
92096,CA,San Marcos,San Diego,33.13500,-117.17440,America/Los_Angeles,100467,35.35,14.320,60,3,61.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,44.65730,144.37050
92136,CA,National City,San Diego,32.66540,-117.09830,America/Los_Angeles,59461,32.60,14.320,60,3,61.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,11.45170,175.19140
94188,CA,San Francisco,San Francisco,37.75620,-122.44300,America/Los_Angeles,878563,39.96,24.370,35,1,55.8,4,109.35,90.85,126.95,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,16.38750,255.44790
95242,CA,Lodi,San Joaquin,38.12180,-121.29320,America/Los_Angeles,77264,37.75,14.090,44,1,60.7,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,68.85760,156.40440
95337,CA,Manteca,San Joaquin,37.79270,-121.22640,America/Los_Angeles,86460,35.70,14.090,44,1,60.7,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,78.23590,148.47420
95297,CA,Stockton,San Joaquin,37.97650,-121.31090,America/Los_Angeles,383299,29.80,14.090,44,1,60.7,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,83.58780,155.97540
95377,CA,Tracy,San Joaquin,37.72690,-121.45220,America/Los_Angeles,121748,33.93,14.090,44,1,60.7,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,58.37810,168.86170
93406,CA,San Luis Obispo,San Luis Obispo,35.26690,-120.66910,America/Los_Angeles,66044,26.40,17.230,43,1,58,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,253.98180,163.18350
94017,CA,Daly City,San Mateo,37.68620,-122.46850,America/Los_Angeles,113136,39.70,28.760,32,1,55.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,11.11720,258.28950
94065,CA,Redwood City,San Mateo,37.50260,-122.22520,America/Los_Angeles,112662,40.00,28.760,32,1,55.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,18.48970,239.84460
94497,CA,San Mateo,San Mateo,37.55210,-122.31220,America/Los_Angeles,141137,41.15,28.760,32,1,55.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,9.27140,246.47680
94128,CA,South San Francisco,San Mateo,37.65360,-122.41970,America/Los_Angeles,65216,39.40,28.760,32,1,55.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,5.50410,254.37900
93118,CA,Goleta,Santa Barbara,34.43600,-119.85960,America/Los_Angeles,52390,24.90,18.900,39,1,56.6,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,144.35160,49.34770
93458,CA,Santa Maria,Santa Barbara,34.93340,-120.44320,America/Los_Angeles,144926,34.33,18.900,39,1,56.6,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,216.73080,120.80230
93438,CA,Lompoc,Santa Barbara,34.66180,-120.47140,America/Los_Angeles,60047,29.75,18.900,39,1,56.6,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,205.71430,97.77960
93190,CA,Santa Barbara,Santa Barbara,34.42850,-119.72020,America/Los_Angeles,142629,40.31,18.900,39,1,56.6,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,132.24430,48.11140
95036,CA,Los Gatos,Santa Clara,37.23030,-121.95600,America/Los_Angeles,50034,48.73,23.200,39,1,56.9,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,14.90350,224.51860
95037,CA,Morgan Hill,Santa Clara,37.13260,-121.64170,America/Los_Angeles,52552,38.50,23.200,39,1,56.9,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,36.06600,202.63840
95170,CA,Cupertino,Santa Clara,37.31680,-122.04650,America/Los_Angeles,66278,41.00,23.200,39,1,56.9,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,11.56880,229.24040
94043,CA,Mountain View,Santa Clara,37.40000,-122.07960,America/Los_Angeles,84083,27.78,23.200,39,1,56.9,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,13.94120,229.67420
95196,CA,San Jose,Santa Clara,37.30190,-121.84860,America/Los_Angeles,1059359,37.69,23.200,39,1,56.9,28,82.92,78.75,131.28,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,9.80240,212.98440
95033,CA,Palo Alto,Santa Clara,37.39130,-122.14680,America/Los_Angeles,99058,40.30,23.200,39,1,56.9,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,19.50800,235.67040
95020,CA,Gilroy,Santa Clara,37.00470,-121.58550,America/Los_Angeles,65797,34.20,23.200,39,1,56.9,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,50.09760,204.50320
95002,CA,Sunnyvale,Santa Clara,37.38360,-122.02560,America/Los_Angeles,156396,37.55,23.200,39,1,56.9,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,8.84980,225.49350
95035,CA,Milpitas,Santa Clara,37.43390,-121.89210,America/Los_Angeles,80454,37.90,23.200,39,1,56.9,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,8.57230,212.69380
95056,CA,Santa Clara,Santa Clara,37.36450,-121.96800,America/Los_Angeles,129986,35.13,23.200,39,1,56.9,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,3.45310,221.12110
95067,CA,Santa Cruz,Santa Cruz,36.97890,-122.03460,America/Los_Angeles,105051,34.68,33.170,33,1,55.7,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,43.67920,241.45380
95077,CA,Watsonville,Santa Cruz,36.92060,-121.77060,America/Los_Angeles,86713,32.40,33.170,33,1,55.7,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,51.11410,223.41890
96003,CA,Redding,Shasta,40.56980,-122.36500,America/Los_Angeles,114916,41.17,41.990,40,1,54.3,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,218.70670,18.25170
94585,CA,Fairfield,Solano,38.25920,-122.03240,America/Los_Angeles,119782,37.25,19.850,38,1,59.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,61.87810,210.07310
94592,CA,Vallejo,Solano,38.11330,-122.23580,America/Los_Angeles,124346,37.15,19.850,38,1,59.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,43.60790,233.67880
95688,CA,Vacaville,Solano,38.35900,-121.96800,America/Los_Angeles,101580,38.15,19.850,38,1,59.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,49.74620,199.71910
95409,CA,Santa Rosa,Sonoma,38.44580,-122.70670,America/Los_Angeles,209234,40.20,42.110,32,1,56.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,91.08830,243.56700
94954,CA,Petaluma,Sonoma,38.24230,-122.62670,America/Los_Angeles,74045,42.20,42.110,32,1,56.1,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,67.97430,256.88130
95397,CA,Modesto,Stanislaus,37.63740,-121.00280,America/Los_Angeles,269111,34.66,13.690,50,1,60.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,87.23290,131.21930
95382,CA,Turlock,Stanislaus,37.50530,-120.85880,America/Los_Angeles,81948,34.10,13.690,50,1,60.4,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,95.81570,122.89150
95993,CA,Yuba City,Sutter,39.13570,-121.63810,America/Los_Angeles,79004,35.50,19.020,43,1,61.8,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,49.12840,147.33370
93257,CA,Porterville,Tulare,36.06440,-119.03380,America/Los_Angeles,80121,29.70,21.920,66,3,53.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,242.72980,101.07200
93292,CA,Visalia,Tulare,36.32760,-119.32690,America/Los_Angeles,152835,32.90,21.920,66,3,53.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,258.55740,92.87790
93275,CA,Tulare,Tulare,36.19960,-119.34000,America/Los_Angeles,74437,30.00,21.920,66,3,53.2,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,264.34820,103.79200
93012,CA,Camarillo,Ventura,34.22300,-119.03220,America/Los_Angeles,83386,42.85,20.470,46,1,56,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,65.40200,30.62790
93036,CA,Oxnard,Ventura,34.19630,-119.18150,America/Los_Angeles,224171,32.93,20.470,46,1,56,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,76.63230,42.64800
93099,CA,Simi Valley,Ventura,34.26630,-118.74900,America/Los_Angeles,132723,39.30,20.470,46,1,56,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,47.77120,17.99210
91362,CA,Thousand Oaks,Ventura,34.19140,-118.87550,America/Los_Angeles,81037,44.00,20.470,46,1,56,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,51.18940,16.37110
95899,CA,West Sacramento,Yolo,38.55570,-121.55040,America/Los_Angeles,54349,34.50,20.060,40,1,60.9,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,15.92940,157.34410
95776,CA,Woodland,Yolo,38.67120,-121.75000,America/Los_Angeles,65223,34.65,20.060,40,1,60.9,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,14.06080,167.89540
95618,CA,Davis,Yolo,38.55520,-121.73650,America/Los_Angeles,81171,27.60,20.060,40,1,60.9,,,,,1.00,13.30,7.25,0.76,"$3,818.00",33.00,34,42,20.06960,171.87500
80234,CO,Westminster,Adams,39.88370,-105.06240,America/Denver,56092,36.35,15.160,48,1,48.5,,,,,4.55,,2.90,0.51,"$1,756.00",27.80,7,36,33.32120,22.31810
80640,CO,Commerce City,Adams,39.86420,-104.84340,America/Denver,53025,31.50,15.160,48,1,48.5,,,,,4.55,,2.90,0.51,"$1,756.00",27.80,7,36,14.54680,24.95240
