ID,NAME,ST_ABBREV,TOTPOP_CY,MEDAGE_CY,MALES_CY,FEMALES_CY,MEDMAGE_CY,MEDFAGE_CY
72934,Chester,AR,1195,44.8,613,582,44.5,45.1
72036,Cotton Plant,AR,814,45.8,380,434,45.7,45.8
72955,Uniontown,AR,477,41.4,238,239,42.1,40.8
71602,White Hall,AR,16418,40.2,7959,8459,39,41.3
72017,Biscoe,AR,660,46.8,322,338,47.3,46.2
72024,Carlisle,AR,3856,42.6,1886,1970,40.9,44.4
72330,Dyess,AR,735,34.9,361,374,35.3,34.5
72320,Brickeys,AR,1782,36.8,1577,205,36.2,49.3
72327,Crawfordsville,AR,1663,41.3,864,799,40,42.8
72414,Black Oak,AR,567,42.8,282,285,43.3,42.2
92106,San Diego,CA,21381,38.7,11149,10232,36.6,41.3
91711,Claremont,CA,38313,39.5,18081,20232,37.3,41.6
95608,Carmichael,CA,61195,45.5,28988,32207,42.9,47.6
96044,Hornbrook,CA,783,54.2,392,391,53.8,54.6
96015,Canby,CA,423,46.4,239,184,43.8,50
94706,Albany,CA,19827,38.6,9429,10398,36.8,40.4
94963,San Geronimo,CA,596,53.1,287,309,53,53.2
92102,San Diego,CA,45483,31.9,23049,22434,31.6,32.2
94401,San Mateo,CA,35036,37.6,17666,17370,36.2,39.1
93433,Grover Beach,CA,13940,38.4,6860,7080,36.9,40.1
91201,Glendale,CA,23884,42.1,11658,12226,40.4,43.6
95616,Davis,CA,52498,24.6,24500,27998,24.9,24.4
91801,Alhambra,CA,55823,40.5,26512,29311,38.5,42.5
95316,Denair,CA,7020,38.2,3476,3544,37.6,38.8
92683,Westminster,CA,95873,39.6,47338,48535,38.7,40.5
95380,Turlock,CA,42841,32.7,21471,21370,31.6,33.8
93518,Caliente,CA,1270,56.4,644,626,56.6,56.2
94118,San Francisco,CA,41410,38.1,19402,22008,37.8,38.4
92121,San Diego,CA,6107,34.3,3108,2999,33.4,35.4
92131,San Diego,CA,37060,39.9,18218,18842,39.3,40.4
94544,Hayward,CA,78600,33.7,39154,39446,32.9,34.5
95030,Los Gatos,CA,13564,50,6592,6972,49.8,50.1
95215,Stockton,CA,24508,32.9,12811,11697,31.8,34.2
95606,Brooks,CA,212,48.7,112,100,47.5,50
93270,Terra Bella,CA,6451,29.9,3353,3098,29.8,30
92084,Vista,CA,50921,34.6,25442,25479,34,35.4
90716,Hawaiian Gardens,CA,14701,29.7,7336,7365,28.7,30.8
94060,Pescadero,CA,1440,40.2,762,678,40.2,40.2
93555,Ridgecrest,CA,33378,37.5,16737,16641,36.7,38.3
96125,Sierra City,CA,221,57,117,104,56.6,57.3
91786,Upland,CA,54159,34.3,26094,28065,33,35.7
95959,Nevada City,CA,18853,53.4,9543,9310,52.4,54.4
95223,Arnold,CA,4493,57.6,2322,2171,57.5,57.7
90266,Manhattan Beach,CA,36012,42.7,18030,17982,42.5,42.9
93519,Cantil,CA,119,38.5,110,9,37.4,62.5
92677,Laguna Niguel,CA,66490,44.6,32218,34272,43.1,45.7
92672,San Clemente,CA,38934,38.8,20191,18743,36.4,41.5
96034,Gazelle,CA,134,51.5,70,64,50,53
95422,Clearlake,CA,18722,40.3,9310,9412,38.5,42.3
93304,Bakersfield,CA,51315,29.3,25293,26022,28.4,30.2
94505,Discovery Bay,CA,15321,39.3,7663,7658,39.8,38.8
93251,Mc Kittrick,CA,204,32.7,105,99,32.8,32.5
93625,Fowler,CA,7917,33.6,4002,3915,32.7,34.5
95503,Eureka,CA,24982,43,12359,12623,41,45
96113,Herlong,CA,1897,37.2,1352,545,36.2,40.9
92266,Palo Verde,CA,256,57.7,139,117,58.8,56
93908,Salinas,CA,16851,42.9,8417,8434,41.5,44.2
91731,El Monte,CA,30679,34.2,15427,15252,33,35.4
93446,Paso Robles,CA,46585,39.3,22862,23723,38.1,40.6
94104,San Francisco,CA,439,46.7,238,201,46.8,46.6
96056,Mcarthur,CA,2738,51.6,1439,1299,51.2,52
93267,Strathmore,CA,6275,29.3,3140,3135,29.3,29.3
91214,La Crescenta,CA,31034,44.8,14891,16143,43.7,45.6
96161,Truckee,CA,19747,39.5,10262,9485,39.1,39.9
93552,Palmdale,CA,40875,29.5,20046,20829,28.7,30.4
91387,Canyon Country,CA,44130,34.2,21995,22135,33.2,35.2
92536,Aguanga,CA,4291,50,2210,2081,50.4,49.5
94582,San Ramon,CA,45087,36.6,21998,23089,36.2,36.9
93001,Ventura,CA,34666,38.6,17595,17071,37.9,39.3
95957,Meridian,CA,780,46.1,411,369,45.5,46.8
95315,Delhi,CA,13747,29.1,6978,6769,28.6,29.5
90402,Santa Monica,CA,12447,48.6,5880,6567,48.7,48.5
92101,San Diego,CA,46087,38.6,26615,19472,39.2,37.5
94518,Concord,CA,26192,42.7,12964,13228,40.7,44.8
93210,Coalinga,CA,19345,35,12719,6626,36.2,32.1
92596,Winchester,CA,29812,31.8,14783,15029,30.9,32.5
94573,Rutherford,CA,9,63.8,4,5,65,62.5
94123,San Francisco,CA,26622,36,12290,14332,36.5,35.4
94702,Berkeley,CA,16610,41.1,7940,8670,38.7,43.3
95366,Ripon,CA,17801,38.7,8727,9074,37.6,39.8
91723,Covina,CA,19001,35.2,9174,9827,33.5,36.9
95387,Westley,CA,910,35.1,477,433,35.3,34.9
90012,Los Angeles,CA,37586,38.2,22691,14895,36.6,41.8
95248,Rail Road Flat,CA,7,63.8,3,4,62.5,65
92009,Carlsbad,CA,45228,41.4,21910,23318,40.7,41.9
93245,Lemoore,CA,39071,28.5,20077,18994,27.7,29.4
95480,Stewarts Point,CA,166,57,83,83,56.8,57.2
95928,Chico,CA,38257,31.2,19191,19066,30,32.5
91320,Newbury Park,CA,43944,41,21713,22231,40.2,41.7
95543,Gasquet,CA,911,54.4,484,427,53.9,54.9
90270,Maywood,CA,28143,28.6,14400,13743,28.1,29.2
92021,El Cajon,CA,68662,36.2,33631,35031,35.2,37.2
95637,Guinda,CA,419,50.6,219,200,49,52
90605,Whittier,CA,42093,33.5,20944,21149,32.6,34.4
95337,Manteca,CA,39011,33.8,19212,19799,33.4,34.2
95343,Merced,CA,0,0,0,0,0,0
96106,Clio,CA,732,63.3,367,365,63.8,62.8
96116,Likely,CA,225,53,119,106,54.2,51.4
95971,Quincy,CA,6576,48.2,3246,3330,47.1,49.3
96108,Davis Creek,CA,289,57.4,148,141,57.5,57.3
90502,Torrance,CA,19307,41.8,9467,9840,40.1,43.6
91390,Santa Clarita,CA,21810,39.9,10850,10960,39.6,40.2
94704,Berkeley,CA,29852,22.9,14939,14913,23.3,22.6
94129,San Francisco,CA,3794,30.2,1986,1808,30.5,29.9
93609,Caruthers,CA,5887,30.1,3044,2843,29.6,30.7
95247,Murphys,CA,4339,55.9,2113,2226,54.7,56.9
93042,Point Mugu Nawc,CA,800,24.3,459,341,25,23.2
95555,Orick,CA,404,49.8,213,191,47.3,51.9
92058,Oceanside,CA,31221,28.7,16718,14503,26.5,31.9
91608,Universal City,CA,0,0,0,0,0,0
94526,Danville,CA,33257,48.2,16220,17037,47.4,48.9
93615,Cutler,CA,6145,26.4,3241,2904,27.1,25.6
94558,Napa,CA,68094,42.6,34187,33907,40.9,44.5
95354,Modesto,CA,25832,33.8,12978,12854,33.1,34.6
90007,Los Angeles,CA,44129,24.7,22390,21739,24.6,24.8
92233,Calipatria,CA,7577,33.2,5398,2179,33.2,33.1
94574,St. Helena,CA,9245,47.3,4421,4824,45.6,48.9
92821,Brea,CA,40186,39.9,19626,20560,38.3,41.5
92136,San Diego,CA,12004,23.9,10011,1993,23.9,23.5
91803,Alhambra,CA,31344,40.7,15042,16302,38.6,42.7
95627,Esparto,CA,3882,35.6,1935,1947,35.2,36
95811,Sacramento,CA,8095,36.4,4497,3598,38.1,34.3
90807,Long Beach,CA,32320,41.3,15622,16698,39.5,42.9
90048,Los Angeles,CA,23309,41.1,11115,12194,40.9,41.2
95492,Windsor,CA,29062,38.4,14359,14703,36.8,39.9
95913,Artois,CA,177,46.3,88,89,48,44.5
93212,Corcoran,CA,23462,34.2,16360,7102,35.6,29.1
94555,Fremont,CA,37468,37.8,18525,18943,37.3,38.4
95641,Isleton,CA,2353,53.9,1269,1084,54.7,53
95437,Fort Bragg,CA,15097,45.9,7549,7548,44.3,47.7
95110,San Jose,CA,23130,33.2,12922,10208,33.4,33.1
95628,Fair Oaks,CA,42143,46.6,20526,21617,44.8,48.4
92508,Riverside,CA,36327,33.8,17881,18446,32.9,34.7
94806,San Pablo,CA,62958,34.4,30942,32016,33.2,35.5
92606,Irvine,CA,24046,35.4,11777,12269,34.6,36.2
95682,Shingle Springs,CA,30028,43.9,14635,15393,42.5,45.1
94037,Montara,CA,2925,47.7,1406,1519,46.5,49
95814,Sacramento,CA,10823,37.7,6687,4136,37,39.5
92116,San Diego,CA,33349,38.1,16882,16467,38.2,37.9
93450,San Ardo,CA,806,39.5,423,383,39.3,39.9
95987,Williams,CA,6586,31.3,3442,3144,30.2,32.6
93015,Fillmore,CA,18512,33.6,9239,9273,33,34.2
95441,Geyserville,CA,2013,46.6,1090,923,45.2,47.8
91001,Altadena,CA,37235,43.2,17993,19242,41.2,45
93405,San Luis Obispo,CA,32775,25,20589,12186,27.2,24
96008,Bella Vista,CA,847,49.2,449,398,48.1,50.3
92305,Angelus Oaks,CA,538,47.6,305,233,45.1,50.6
92782,Tustin,CA,29284,36.8,14190,15094,36.1,37.5
96101,Alturas,CA,5766,47.6,2898,2868,46.8,48.4
93287,Woody,CA,148,54.1,73,75,55.3,52.9
95372,Soulsbyville,CA,2003,44.5,1016,987,43.5,45.6
95304,Tracy,CA,18420,37.6,11253,7167,36.5,39.9
92374,Redlands,CA,43702,34.1,21075,22627,32.8,35.5
93602,Auberry,CA,3994,48.6,2004,1990,47.9,49.3
96047,Igo,CA,797,53.3,410,387,53.5,53.2
92377,Rialto,CA,20670,33.9,10212,10458,33,34.8
91962,Pine Valley,CA,2105,50.3,1086,1019,49.7,50.9
92385,Skyforest,CA,321,42.1,156,165,41.3,42.8
91911,Chula Vista,CA,87940,34.3,42451,45489,32.7,36
95713,Colfax,CA,10780,48.8,5442,5338,47.7,49.8
95726,Pollock Pines,CA,9427,49.1,4732,4695,48.3,49.9
93631,Kingsburg,CA,17086,35.2,8441,8645,34.2,36.1
95018,Felton,CA,8697,46.5,4353,4344,46.1,47
92870,Placentia,CA,54309,37.2,26717,27592,35.7,38.7
95689,Volcano,CA,1338,60.1,675,663,60.6,59.6
93920,Big Sur,CA,1473,46.8,776,697,47.4,46.2
95135,San Jose,CA,21805,45.7,10447,11358,44.9,46.4
92603,Irvine,CA,21245,41.4,10503,10742,40.6,42
92805,Anaheim,CA,78003,30.5,39571,38432,30.3,30.7
95379,Tuolumne,CA,4127,45.8,2021,2106,43.9,47.2
92231,Calexico,CA,40461,32.5,19217,21244,30.1,34.5
93662,Selma,CA,31726,31,15953,15773,30.5,31.5
95124,San Jose,CA,49547,41.3,24471,25076,40.2,42.3
96123,Ravendale,CA,56,55,30,26,55,55
94607,Oakland,CA,27992,37.3,13857,14135,36.6,38
93308,Bakersfield,CA,55979,34.8,27862,28117,33.8,36
92014,Del Mar,CA,13791,51.5,6764,7027,50.9,52
91362,Thousand Oaks,CA,37060,45,18114,18946,43.4,46.1
91008,Duarte,CA,1286,54.4,587,699,51.5,56.4
96128,Standish,CA,237,44.4,123,114,42.9,45.6
94040,Mountain View,CA,36396,36.8,18432,17964,35.8,37.9
93501,Mojave,CA,5800,34.7,2988,2812,34.4,35.1
95464,Nice,CA,2522,47.6,1239,1283,46.9,48.3
92408,San Bernardino,CA,15781,30.5,8519,7262,30.5,30.5
95670,Rancho Cordova,CA,55745,37.1,27093,28652,35.6,38.5
95037,Morgan Hill,CA,52552,38.5,25965,26587,37.6,39.3
95635,Greenwood,CA,1255,48.7,657,598,47.9,49.5
94559,Napa,CA,29207,37.5,14604,14603,36.6,38.5
92707,Santa Ana,CA,64140,30.8,32567,31573,30.8,30.8
95448,Healdsburg,CA,18202,44.9,9133,9069,42.8,46.9
90068,Los Angeles,CA,23638,41.1,12660,10978,42,40
93726,Fresno,CA,41966,29.7,20509,21457,28.9,30.7
92648,Huntington Beach,CA,47376,41.8,23576,23800,41,42.7
90064,Los Angeles,CA,26275,41.6,12746,13529,40.1,43.1
95639,Hood,CA,300,47.5,160,140,48.3,46.7
90731,San Pedro,CA,63762,36.5,31974,31788,35.8,37.2
93010,Camarillo,CA,45916,42.4,22585,23331,40.5,44.2
94087,Sunnyvale,CA,58411,40.6,28873,29538,39.8,41.3
90201,Bell Gardens,CA,103777,28.4,52043,51734,27.8,29.1
94553,Martinez,CA,50126,43.5,24697,25429,41.7,45.2
91948,Mount Laguna,CA,78,49,44,34,46.7,51.3
96048,Junction City,CA,799,54.4,425,374,53.9,55
94520,Concord,CA,41879,33.2,21621,20258,32.6,34
95698,Zamora,CA,262,39.1,130,132,38.8,39.4
90002,Los Angeles,CA,53235,26.8,26116,27119,25.9,27.7
95205,Stockton,CA,40659,28.7,21062,19597,28.4,29.1
92655,Midway City,CA,7869,38.4,3888,3981,37.9,38.9
93219,Earlimart,CA,11494,25.3,5937,5557,24.7,25.9
93647,Orosi,CA,12252,27.5,6372,5880,27.4,27.6
95326,Hughson,CA,10643,34.7,5207,5436,34.2,35.2
92236,Coachella,CA,45062,26.2,22637,22425,25.5,26.9
95626,Elverta,CA,6546,39.3,3290,3256,37.9,40.9
95322,Gustine,CA,9861,35,5067,4794,34.2,35.8
92831,Fullerton,CA,36370,31.9,17839,18531,31.6,32.2
93664,Shaver Lake,CA,700,55.9,367,333,56,55.9
95403,Santa Rosa,CA,40305,36.4,20136,20169,34.8,38.1
94569,Port Costa,CA,205,52.9,102,103,52,53.8
95330,Lathrop,CA,23232,31.5,11513,11719,31,32
90011,Los Angeles,CA,110666,27.3,56265,54401,27.1,27.4
90240,Downey,CA,26225,36.8,12735,13490,35.2,38.3
93043,Port Hueneme Cbc Base,CA,943,23.2,584,359,23.3,23.1
92118,Coronado,CA,19512,42.9,10009,9503,38.1,47.5
95623,El Dorado,CA,5267,51.5,2607,2660,50.6,52.3
95645,Knights Landing,CA,1839,41.7,962,877,41.7,41.7
94508,Angwin,CA,3676,30.6,1865,1811,30.6,30.6
93402,Los Osos,CA,14673,48.4,7186,7487,45.9,50.9
96130,Susanville,CA,22597,36.1,14682,7915,34.7,40.6
95692,Wheatland,CA,4912,36.6,2424,2488,35.4,37.8
93271,Three Rivers,CA,2286,55.2,1137,1149,54.8,55.5
95002,Alviso,CA,2235,36.4,1157,1078,35.8,37.1
93534,Lancaster,CA,42099,31.6,19909,22190,30.7,32.6
91604,Studio City,CA,30590,42.2,15013,15577,42.1,42.2
93616,Del Rey,CA,2759,30.3,1398,1361,30.2,30.4
93109,Santa Barbara,CA,12409,42.4,6238,6171,40.6,44.3
92624,Capistrano Beach,CA,7719,47,3827,3892,45.4,48.6
92065,Ramona,CA,37737,40.3,18898,18839,39.7,41
95822,Sacramento,CA,45280,37.5,21785,23495,35.5,39.5
91502,Burbank,CA,12075,38.9,5750,6325,36.7,41.5
95595,Zenia,CA,182,48.6,93,89,46.9,50.9
95370,Sonora,CA,27309,50.7,13382,13927,48.9,52.1
95206,Stockton,CA,68414,28.9,34370,34044,28.3,29.6
95391,Tracy,CA,16116,32.4,8065,8051,31.3,33.4
90262,Lynwood,CA,73412,28.9,35703,37709,28.2,29.5
95721,Echo Lake,CA,1,57.5,1,0,57.5,0
93905,Salinas,CA,61025,26.7,31867,29158,26.7,26.8
90029,Los Angeles,CA,39297,35.9,19904,19393,34.9,37.1
95443,Glenhaven,CA,180,61.1,92,88,60.4,61.8
95621,Citrus Heights,CA,43213,38.8,20753,22460,37.1,40.8
95006,Boulder Creek,CA,9144,48.6,4731,4413,48.1,49.1
95960,North San Juan,CA,598,51.9,311,287,50.8,53.1
95612,Clarksburg,CA,1312,45.3,674,638,43.4,47
90403,Santa Monica,CA,25766,43.1,12070,13696,42.3,43.8
93285,Wofford Heights,CA,2810,61.1,1414,1396,61.7,60.4
90230,Culver City,CA,33229,39.9,15731,17498,37.5,42.3
95699,Drytown,CA,121,54.7,59,62,55.4,53.8
90701,Artesia,CA,17478,39.6,8679,8799,38.3,41.1
93711,Fresno,CA,38372,42.8,18446,19926,40.5,45
91710,Chino,CA,85078,34.7,44457,40621,34.1,35.4
95453,Lakeport,CA,11448,47.1,5722,5726,44.5,49.4
91789,Walnut,CA,43485,44.4,21167,22318,42.1,46.1
96114,Janesville,CA,3365,45.5,1690,1675,45.5,45.4
95630,Folsom,CA,79504,38.1,41846,37658,37.1,39.5
95311,Coulterville,CA,2240,55.6,1157,1083,55.6,55.7
95066,Scotts Valley,CA,15635,44,7677,7958,42.8,45.1
92501,Riverside,CA,22376,33.1,11409,10967,32.8,33.4
94960,San Anselmo,CA,15661,47.8,7376,8285,47.2,48.3
92223,Beaumont,CA,53341,36.5,25952,27389,35.5,37.4
91917,Dulzura,CA,1011,35,740,271,33.1,44.2
95531,Crescent City,CA,23339,39.2,12794,10545,37.5,42.5
95910,Alleghany,CA,141,56.7,75,66,56.3,57.2
91351,Canyon Country,CA,33355,35.6,16480,16875,34.3,36.9
95648,Lincoln,CA,54298,41.6,26301,27997,40.2,43.1
92382,Running Springs,CA,5374,43.4,2731,2643,43.2,43.6
90003,Los Angeles,CA,71274,27.1,35290,35984,26.4,27.8
91702,Azusa,CA,64205,31.3,31775,32430,30.8,31.9
95603,Auburn,CA,28817,47.9,14026,14791,45.6,50.1
96031,Forks Of Salmon,CA,352,55,189,163,55.4,54.5
94621,Oakland,CA,33346,29.9,16464,16882,29.3,30.6
93924,Carmel Valley,CA,6380,55.6,3128,3252,55.4,55.8
95125,San Jose,CA,55549,40.5,27159,28390,39.3,41.7
94566,Pleasanton,CA,46750,44,22664,24086,42.6,45.1
95118,San Jose,CA,33545,38.9,16462,17083,37.7,40.1
94501,Alameda,CA,64093,41.2,30792,33301,39.2,43
93442,Morro Bay,CA,11307,51,5568,5739,48,53.7
95926,Chico,CA,39037,28.9,19494,19543,28.1,29.9
93622,Firebaugh,CA,9965,28.5,5333,4632,28.2,28.8
92082,Valley Center,CA,21108,43.1,10612,10496,42.5,43.6
93526,Independence,CA,699,52.8,380,319,49.7,55.1
92283,Winterhaven,CA,2770,35.3,1349,1421,36.2,34.6
95901,Marysville,CA,34003,33.4,17001,17002,32.6,34.2
94086,Sunnyvale,CA,49999,36.2,25561,24438,36,36.4
93638,Madera,CA,52747,27.3,27367,25380,27.3,27.3
94946,Nicasio,CA,804,50,414,390,49.2,50.9
92352,Lake Arrowhead,CA,8078,47.4,4101,3977,46.9,48
94709,Berkeley,CA,12319,28.9,6420,5899,28.7,29.1
92114,San Diego,CA,67410,34.8,33089,34321,33.4,36.3
95020,Gilroy,CA,65797,34.2,32668,33129,33.6,34.8
95385,Vernalis,CA,369,33.6,197,172,32.5,35
95203,Stockton,CA,17153,33.2,8746,8407,32.9,33.6
94568,Dublin,CA,64105,36.6,32844,31261,35.7,37.5
93291,Visalia,CA,60303,30.2,30601,29702,29.6,30.9
91355,Valencia,CA,35382,40.1,17092,18290,38.5,41.6
94956,Point Reyes Station,CA,1610,53.5,740,870,52.4,54.3
94130,San Francisco,CA,2848,27.4,1539,1309,27.7,27
95546,Hoopa,CA,3682,29.7,1822,1860,28.7,31.1
92801,Anaheim,CA,66817,31.6,33282,33535,30.7,32.6
95819,Sacramento,CA,18735,39.9,8787,9948,38.9,40.8
95717,Gold Run,CA,222,49.6,118,104,49.2,50
95335,Long Barn,CA,533,56.9,281,252,55.9,57.8
91942,La Mesa,CA,41456,38.5,19790,21666,36.7,40.4
92345,Hesperia,CA,83481,31.8,41507,41974,30.6,33
96025,Dunsmuir,CA,2373,50.1,1207,1166,48.2,51.5
92583,San Jacinto,CA,32272,33.5,15718,16554,31.8,35.2
92887,Yorba Linda,CA,21131,43.2,10374,10757,42.3,44
93706,Fresno,CA,42460,28.1,21788,20672,28.1,28.2
95938,Durham,CA,4007,44.7,2005,2002,42.6,46.3
90404,Santa Monica,CA,22984,38.6,11251,11733,37,40.3
96041,Hayfork,CA,2648,51.7,1408,1240,53.2,49.9
94107,San Francisco,CA,29236,38.4,15493,13743,38.8,37.9
92862,Orange,CA,3,51.3,1,2,52.5,50
91344,Granada Hills,CA,53143,42.7,25839,27304,41.1,44.2
92019,El Cajon,CA,43929,40.3,21548,22381,38.7,41.9
93624,Five Points,CA,1062,26.5,561,501,26.3,26.7
95568,Somes Bar,CA,163,53,88,75,55.4,51.1
95607,Capay,CA,461,48.8,240,221,47.9,49.8
95526,Bridgeville,CA,635,50.7,340,295,49.8,51.9
92277,Twentynine Palms,CA,28165,26.1,15631,12534,24.9,27.8
94028,Portola Valley,CA,6690,52.5,3337,3353,51.6,53.3
92503,Riverside,CA,93367,32.2,46580,46787,31.3,33.1
94973,Woodacre,CA,1514,53,733,781,52.4,53.6
93550,Palmdale,CA,78631,28.8,38277,40354,27.8,29.8
90813,Long Beach,CA,60568,28.4,30355,30213,28.1,28.7
94521,Concord,CA,43028,42.7,20599,22429,41.3,44.1
92126,San Diego,CA,76401,36.3,39474,36927,34.8,38
96024,Douglas City,CA,641,53,325,316,54.3,51.8
91761,Ontario,CA,62562,32.4,31125,31437,31.7,33.2
90305,Inglewood,CA,15244,45.3,6679,8565,41.5,47.8
94929,Dillon Beach,CA,292,53.6,145,147,53.3,53.9
93461,Shandon,CA,1710,33.7,870,840,33.1,34.1
95655,Mather,CA,5260,32.9,2673,2587,31.8,33.9
94143,San Francisco,CA,837,36.4,416,421,36.4,36.4
90220,Compton,CA,50810,30.4,24656,26154,28.9,31.9
93036,Oxnard,CA,47734,31.8,23838,23896,31.1,32.5
91381,Stevenson Ranch,CA,20931,36.2,10191,10740,35.3,36.9
95436,Forestville,CA,5470,51.4,2774,2696,50.8,52
92129,San Diego,CA,56451,38.8,27974,28477,37.6,39.8
95826,Sacramento,CA,37365,35.4,18184,19181,34,37.1
95329,La Grange,CA,2430,52.2,1255,1175,52.8,51.7
92691,Mission Viejo,CA,49067,43.1,24232,24835,40.7,45.3
95258,Woodbridge,CA,3785,42.5,1866,1919,41.7,43.2
91208,Glendale,CA,16861,45.9,8032,8829,44.8,46.8
90278,Redondo Beach,CA,41511,40.1,20609,20902,39.1,41
92317,Blue Jay,CA,896,48.2,462,434,47.9,48.5
92630,Lake Forest,CA,67375,38.5,33388,33987,37.3,39.8
94562,Oakville,CA,53,55.5,27,26,55.8,55
92332,Essex,CA,66,40,37,29,41.3,38.8
94949,Novato,CA,17761,43.5,8583,9178,40.8,46.1
95668,Pleasant Grove,CA,768,43.2,408,360,42,44.7
96054,Lookout,CA,47,55.6,21,26,54.2,57.5
93257,Porterville,CA,80121,29.7,39957,40164,29,30.6
95328,Keyes,CA,4860,28.3,2417,2443,27.9,28.7
93012,Camarillo,CA,37470,43.3,17881,19589,41.3,45
94117,San Francisco,CA,37802,35.6,19609,18193,36.7,34.4
95687,Vacaville,CA,64141,37.7,32376,31765,36.8,38.8
95111,San Jose,CA,62630,33,31435,31195,32.5,33.4
95640,Ione,CA,11273,43.2,6968,4305,42.4,45.3
93606,Biola,CA,791,26.4,407,384,26,26.9
95348,Merced,CA,33744,29.6,16480,17264,28.8,30.7
92122,San Diego,CA,47214,31.8,23366,23848,31.5,32.1
96058,Macdoel,CA,806,42.8,423,383,40.4,45.4
94124,San Francisco,CA,39631,35.7,19314,20317,34.7,36.8
91405,Van Nuys,CA,52995,33.7,26347,26648,32.8,34.7
94066,San Bruno,CA,44397,40,21875,22522,38.8,41.3
95242,Lodi,CA,27459,41.7,13367,14092,39.9,43.3
96094,Weed,CA,6740,45.2,3424,3316,43.5,46.9
95556,Orleans,CA,508,41.9,265,243,43.2,39.8
95140,Mount Hamilton,CA,764,45.9,394,370,44.8,47
92662,Newport Beach,CA,2901,59.3,1291,1610,59.2,59.4
96122,Portola,CA,4259,46.2,2123,2136,45.5,46.9
92637,Laguna Woods,CA,17256,75.4,6458,10798,74.8,75.9
94710,Berkeley,CA,9168,35.5,4583,4585,34.8,36.3
94539,Fremont,CA,54132,43.2,26743,27389,42.6,43.6
92704,Santa Ana,CA,91504,31.6,46564,44940,31,32.2
95222,Angels Camp,CA,5460,49.4,2692,2768,47.7,50.8
92145,San Diego,CA,3307,22.4,2503,804,22.5,21.7
95540,Fortuna,CA,14261,40.1,6976,7285,38,42.6
90015,Los Angeles,CA,24920,33.2,12542,12378,33.6,32.7
95039,Moss Landing,CA,1951,31.3,1019,932,31.4,31.1
92865,Orange,CA,20506,37.4,10171,10335,36.4,38.5
95017,Davenport,CA,721,45.1,389,332,43.4,47.1
95951,Hamilton City,CA,2466,30.4,1252,1214,31.2,29.5
91103,Pasadena,CA,29823,35.3,14682,15141,34.1,36.5
90710,Harbor City,CA,26477,37.7,12852,13625,36.1,39.3
95421,Cazadero,CA,1639,55.6,860,779,55.7,55.6
96087,Shasta,CA,540,52.7,276,264,52.4,53
95345,Midpines,CA,709,48,364,345,47.5,48.8
93239,Kettleman City,CA,1695,26.1,896,799,26.1,26.1
93943,Monterey,CA,37,35.8,18,19,35,37.5
90032,Los Angeles,CA,47332,33.3,23383,23949,32.5,34.1
90602,Whittier,CA,27293,33.3,13427,13866,32.1,34.5
94024,Los Altos,CA,22947,48.8,11174,11773,48.8,48.8
94560,Newark,CA,47324,37,23565,23759,35.9,38
96104,Cedarville,CA,840,54.2,412,428,54.4,53.9
94121,San Francisco,CA,43417,43.8,20933,22484,42.6,45
90061,Los Angeles,CA,28266,29.2,13790,14476,28.2,30.3
92701,Santa Ana,CA,58376,27.5,30020,28356,27.4,27.6
93673,Traver,CA,630,29.6,322,308,31.5,26.7
94971,Tomales,CA,442,53.5,219,223,52.8,54.2
95338,Mariposa,CA,10827,52.7,5388,5439,51.9,53.4
91210,Glendale,CA,321,39.8,149,172,38.5,41
90044,Los Angeles,CA,93386,29.5,45158,48228,28.4,30.8
94114,San Francisco,CA,33601,42.4,19473,14128,44.4,39.3
90603,Whittier,CA,20775,40.8,10059,10716,39.4,42.1
92309,Baker,CA,820,31.7,464,356,31.1,32.6
95323,Hickman,CA,1327,37.8,669,658,37.4,38.2
93060,Santa Paula,CA,35545,32.3,17860,17685,31.7,33
95948,Gridley,CA,11499,36.2,5709,5790,35,37.4
91006,Arcadia,CA,33220,44.6,15959,17261,43,45.7
95043,Paicines,CA,680,50.6,340,340,51.3,49.8
95724,Norden,CA,78,48.3,44,34,46.7,50
93440,Los Alamos,CA,1781,40.5,913,868,38,43.1
90043,Los Angeles,CA,46671,39.5,21448,25223,36.6,42
93610,Chowchilla,CA,23712,34.3,8635,15077,31.6,35.4
94565,Pittsburg,CA,94858,33.2,46368,48490,32.3,34
94043,Mountain View,CA,30956,37.7,15601,15355,36.9,38.6
92656,Aliso Viejo,CA,54285,36.3,26069,28216,35.5,37
95569,Redcrest,CA,258,38.2,132,126,40,36.3
95946,Penn Valley,CA,9888,54.7,4824,5064,53.7,55.5
93635,Los Banos,CA,42730,30.7,21333,21397,29.8,31.6
93218,Ducor,CA,602,31.5,317,285,31.7,31.3
94571,Rio Vista,CA,9322,58.8,4608,4714,57.9,59.6
93545,Lone Pine,CA,2352,46.4,1194,1158,46.8,45.9
93445,Oceano,CA,7422,36.5,3738,3684,35.3,37.6
93560,Rosamond,CA,19899,33.8,9915,9984,33.5,34.1
94534,Fairfield,CA,41042,39.3,20049,20993,38.6,40.1
94580,San Lorenzo,CA,29759,37.7,14546,15213,36.5,39
96039,Happy Camp,CA,1302,51.5,679,623,51.2,51.8
95303,Ballico,CA,828,30.2,426,402,30.9,29.6
93441,Los Olivos,CA,1125,51.8,564,561,51.3,52.2
94063,Redwood City,CA,35893,33.2,18823,17070,32.7,33.8
