ID,NAME,ST_ABBREV,TOTPOP_CY,MEDAGE_CY,MALES_CY,FEMALES_CY,MEDMAGE_CY,MEDFAGE_CY
36421,Andalusia,AL,8843,44.6,4429,4414,42.9,46.1
36425,Beatrice,AL,1143,43.7,547,596,41.3,45.7
35824,Huntsville,AL,8058,33,4042,4016,33,33
35620,Elkmont,AL,9254,39.7,4669,4585,38.9,40.6
36080,Titus,AL,2306,49.5,1148,1158,49.6,49.4
35476,Northport,AL,8877,36.5,3974,4903,33.3,39.8
35405,Tuscaloosa,AL,38878,33.9,18509,20369,32.3,35.4
36513,Calvert,AL,133,42.5,70,63,41.7,43.1
35983,Leesburg,AL,3664,43.9,1825,1839,43.5,44.3
36027,Eufaula,AL,15798,41.2,7451,8347,38.7,43.2
35634,Florence,AL,10342,47.2,5069,5273,45.9,48.5
35459,Emelle,AL,796,43.8,374,422,41.4,45.6
35080,Helena,AL,18155,35.1,8726,9429,34.1,36
35044,Childersburg,AL,7406,39.8,3450,3956,39.2,40.2
36559,Montrose,AL,38,45,18,20,45,45
35763,Owens Cross Roads,AL,17229,41.9,8548,8681,41.1,42.7
35633,Florence,AL,21799,44,10672,11127,42.7,45.2
36375,Slocomb,AL,7621,42.5,3761,3860,41.6,43.3
35802,Huntsville,AL,22201,48.5,10582,11619,46,50.7
35741,Brownsboro,AL,3186,42.9,1574,1612,42.9,43
35083,Holly Pond,AL,3059,42.1,1524,1535,41,43.3
35111,Mc Calla,AL,16121,40.8,7927,8194,40.1,41.5
36266,Lineville,AL,5536,44.1,2718,2818,41.9,45.9
35619,Danville,AL,5049,42.1,2556,2493,41.1,43.1
35228,Birmingham,AL,10543,39.2,4743,5800,36,42.1
36612,Mobile,AL,4442,37.2,2035,2407,34.5,39.5
36607,Mobile,AL,7283,40.3,3310,3973,37.4,42.9
35180,Warrior,AL,14378,40.7,7069,7309,40,41.4
36581,Sunflower,AL,264,43.7,125,139,42.2,45.3
36750,Maplesville,AL,2705,41.3,1392,1313,40.3,42.2
35208,Birmingham,AL,15122,37.5,6918,8204,34.2,40.3
35461,Ethelsville,AL,1795,47.7,880,915,47.1,48.4
36540,Gainestown,AL,1039,38.8,498,541,37.8,39.5
36203,Oxford,AL,19314,39.5,9390,9924,37.9,41.2
36111,Montgomery,AL,12504,38.3,5707,6797,36.4,39.9
35447,Carrollton,AL,3897,39.5,2149,1748,37.3,43.3
36617,Mobile,AL,13502,42.8,6081,7421,38.4,46.3
36274,Roanoke,AL,11163,41.2,5272,5891,40.1,42.3
35952,Altoona,AL,7648,41.2,3799,3849,40.6,41.9
36908,Gilbertown,AL,2090,44.1,1030,1060,43.3,44.8
35774,Trenton,AL,183,43.8,95,88,44.5,43
36301,Dothan,AL,37235,38.5,17817,19418,36.7,40.3
36754,Magnolia,AL,198,46.9,88,110,46.7,47.1
36861,Jacksons Gap,AL,3473,50.7,1749,1724,50.5,50.9
36005,Banks,AL,1645,46,828,817,44.7,47.1
35148,Sumiton,AL,2915,42,1396,1519,41.3,42.5
36269,Muscadine,AL,1379,39.6,675,704,39.9,39.3
35904,Gadsden,AL,13939,43.5,6829,7110,40.8,46.1
36542,Gulf Shores,AL,15923,44.5,7832,8091,42.5,46.3
35242,Birmingham,AL,56107,39.9,27473,28634,38.9,40.9
35978,Henagar,AL,5563,42.7,2800,2763,41.7,43.7
35035,Brierfield,AL,1621,41.9,807,814,40.6,43.1
35055,Cullman,AL,20099,40.7,9742,10357,38.5,43.2
35480,Ralph,AL,1579,43,784,795,41.9,44.1
35652,Rogersville,AL,8158,45.7,3954,4204,45.2,46.2
36279,Wellington,AL,2573,42.7,1295,1278,41.4,43.8
35564,Hackleburg,AL,2318,46,1124,1194,45.1,47
35563,Guin,AL,4170,45.4,1992,2178,43,47.2
35661,Muscle Shoals,AL,17767,43.4,8587,9180,41.3,45.3
35404,Tuscaloosa,AL,23352,31,11516,11836,29.8,32.5
35585,Spruce Pine,AL,1551,42.4,789,762,41.8,43
36615,Mobile,AL,454,30.7,213,241,27.9,32.6
35118,Mulga,AL,3006,43.6,1454,1552,42.4,44.8
35967,Fort Payne,AL,16638,38,8192,8446,36.6,39.4
36921,Toxey,AL,1025,44.6,505,520,42.8,46.3
36587,Wilmer,AL,13396,36.7,6721,6675,36.4,37.1
35988,Sylvania,AL,1919,38.5,950,969,38,38.9
36748,Linden,AL,3217,46.5,1542,1675,43.9,48.6
36049,Luverne,AL,5438,42.5,2624,2814,40.4,44.3
36555,Magnolia Springs,AL,712,51.8,354,358,51.8,51.8
36539,Fruitdale,AL,766,41.9,381,385,41.1,42.8
35673,Trinity,AL,7966,41.8,4016,3950,40.8,42.8
35135,Riverside,AL,2155,41.3,1095,1060,38.9,43.5
35124,Pelham,AL,25443,38,12411,13032,37.2,38.9
35989,Valley Head,AL,3430,40.3,1697,1733,39.6,41
36523,Coden,AL,2905,45.3,1518,1387,44.2,46.4
36549,Lillian,AL,4750,64.1,2271,2479,63.5,64.7
36436,Dickinson,AL,613,45.4,290,323,43.3,46.7
36081,Troy,AL,16861,27.6,7860,9001,27.2,28
35211,Birmingham,AL,25340,40.3,11330,14010,37.3,43.4
36603,Mobile,AL,8276,41.3,4108,4168,37.5,46.3
35773,Toney,AL,13837,38.4,6890,6947,37.5,39.2
35746,Fackler,AL,785,42.9,389,396,41.7,44.2
35622,Falkville,AL,7344,42.8,3602,3742,41.6,44.1
36036,Grady,AL,1943,45.5,942,1001,45.6,45.4
36473,Range,AL,224,48,114,110,46.4,49.4
36028,Dozier,AL,1567,46.7,791,776,45.3,48.1
36205,Anniston,AL,742,40.8,353,389,36.5,46.1
35071,Gardendale,AL,15565,43.4,7382,8183,41.3,45.4
35442,Aliceville,AL,6215,39.7,3485,2730,36.7,44.8
36318,Coffee Springs,AL,1446,46,728,718,45.7,46.3
35543,Bear Creek,AL,1260,43.3,643,617,42,44.8
36030,Forest Home,AL,533,43.3,269,264,40.5,45.8
35593,Vina,AL,1804,44.4,911,893,44.4,44.5
35019,Baileyton,AL,2218,41.1,1119,1099,40.5,41.8
36529,Deer Park,AL,642,40.8,325,317,38,43.6
36340,Geneva,AL,5522,45.1,2668,2854,42.7,47
35063,Empire,AL,3588,41.4,1770,1818,40.5,42.2
35572,Houston,AL,1024,49.4,511,513,48.8,49.9
36453,Kinston,AL,2381,46.6,1165,1216,45.3,47.7
36272,Piedmont,AL,12571,43.3,6252,6319,42.1,44.5
36114,Montgomery,AL,304,22,160,144,21.8,22.3
35632,Univ Of North Ala,AL,,,,,,
36688,Mobile,AL,1021,20.2,395,626,20.7,19.9
36441,Flomaton,AL,3774,41.4,1848,1926,40.4,42.3
36572,Satsuma,AL,6263,42.8,3054,3209,42.3,43.4
35755,Langston,AL,656,47.3,343,313,46.2,48.6
36759,Marion Junction,AL,1467,46.6,705,762,44.9,48.3
35054,Cropwell,AL,4069,49.3,1989,2080,48.4,50.1
36079,Troy,AL,9140,35.4,4444,4696,34.2,36.8
36786,Uniontown,AL,3057,35.7,1390,1667,33.2,37.5
36783,Thomaston,AL,1088,43.8,506,582,43.2,44.2
36871,Pittsview,AL,1377,47.9,677,700,46.3,49.5
36854,Valley,AL,15424,40.7,7482,7942,39,42.3
36879,Waverly,AL,2397,39.8,1200,1197,40.2,39.5
35022,Bessemer,AL,23161,39.6,11041,12120,37.9,41.1
35672,Town Creek,AL,6296,41.3,3069,3227,39.5,42.9
36106,Montgomery,AL,16126,35.3,7607,8519,33.7,37.1
36053,Midway,AL,1882,44.5,919,963,41.8,46.7
36305,Dothan,AL,15619,39.9,7470,8149,38.9,40.8
36776,Sawyerville,AL,1517,39.1,697,820,37.4,40.4
36360,Ozark,AL,19748,43.3,9478,10270,41.4,45
35576,Millport,AL,3148,46.8,1548,1600,46.7,46.9
35077,Hanceville,AL,14381,41.8,7097,7284,40.5,43.3
35541,Arley,AL,3750,51.4,1874,1876,51.7,51.2
36093,Wetumpka,AL,10096,43,4982,5114,43,43.1
35775,Valhermoso Springs,AL,587,45.2,303,284,44.2,46.1
35549,Carbon Hill,AL,4404,44.7,2172,2232,42.9,46.3
36732,Demopolis,AL,8212,39.6,3728,4484,37.8,40.9
35131,Ragland,AL,4245,41.5,2115,2130,40.4,42.6
35179,Vinemont,AL,9086,41.9,4621,4465,40.7,43.2
35961,Collinsville,AL,6004,37.7,2985,3019,36.8,38.7
36115,Montgomery,AL,299,21.3,158,141,21.4,21.3
35207,Birmingham,AL,9041,38.7,4229,4812,35.8,41.1
36069,Ramer,AL,1980,49.4,968,1012,49.3,49.5
36083,Tuskegee,AL,8314,41.5,3842,4472,39.2,43.6
35901,Gadsden,AL,19493,41.8,9373,10120,39.4,44.1
35646,Leighton,AL,4538,44,2237,2301,42.3,45.5
35115,Montevallo,AL,14923,34.5,7156,7767,34.3,34.7
35966,Flat Rock,AL,3937,42.3,1949,1988,41.5,43
35621,Eva,AL,3021,42.1,1534,1487,41,43.1
35582,Red Bay,AL,4564,42.9,2212,2352,41.4,44.4
35503,Jasper,AL,9038,43.4,4463,4575,42.4,44.5
35042,Centreville,AL,5281,42.5,2701,2580,40.1,45.4
35444,Brookwood,AL,3715,36.9,1818,1897,36.7,37.1
36512,Bucks,AL,14,61.3,7,7,61.3,61.3
36046,Lapine,AL,1315,43.1,660,655,42.4,43.8
36505,Axis,AL,1512,39.4,760,752,39,39.8
35036,Brookside,AL,0,0,0,0,0,0
36091,Verbena,AL,3469,38.7,1741,1728,38.4,39
36107,Montgomery,AL,10272,33,5094,5178,31.2,35.2
36550,Little River,AL,259,48.6,130,129,50,47.3
35587,Townley,AL,905,43.6,457,448,41.3,45.8
35464,Gainesville,AL,450,40,207,243,38.8,41.3
36693,Mobile,AL,19997,45.7,9555,10442,43,48.1
35768,Scottsboro,AL,11238,43.5,5483,5755,41.3,45.8
36912,Lisman,AL,1577,46.2,743,834,44.5,47.7
35023,Bessemer,AL,25225,41.7,13037,12188,40,43.9
36206,Anniston,AL,11006,39.8,5276,5730,38.1,41.6
36618,Mobile,AL,16942,37.7,8080,8862,35.9,39.4
35034,Brent,AL,6376,36.6,3997,2379,35.9,38.8
35645,Killen,AL,13377,43.6,6548,6829,42.8,44.3
35053,Crane Hill,AL,2722,49.5,1389,1333,48.9,50.1
35060,Docena,AL,415,44.7,194,221,42.5,46.5
36919,Silas,AL,2379,42.8,1178,1201,41.5,44.1
35987,Steele,AL,2728,42.9,1383,1345,41.2,44.3
35643,Hillsboro,AL,3276,43.5,1605,1671,42.2,44.9
36110,Montgomery,AL,12773,34.2,6166,6607,32.1,36.5
35766,Princeton,AL,204,45.7,102,102,46.3,45
36511,Bon Secour,AL,782,38.8,388,394,38.8,38.8
35130,Quinton,AL,3311,45.1,1639,1672,45.8,44.3
35213,Birmingham,AL,15698,40.4,7304,8394,38.7,41.8
36852,Cusseta,AL,2332,37.8,1164,1168,36.8,38.8
35805,Huntsville,AL,23489,32.6,11919,11570,32.3,32.8
36738,Faunsdale,AL,804,42.7,395,409,38.6,46
36317,Clopton,AL,566,46.7,278,288,44.7,48.8
35210,Birmingham,AL,13523,43.5,6489,7034,41,46.1
36037,Greenville,AL,13985,39.8,6564,7421,37.5,42
35463,Fosters,AL,1266,42.7,630,636,41.7,43.6
36727,Campbell,AL,56,43.8,26,30,45,42.5
36351,New Brockton,AL,3763,45.3,1911,1852,43.3,47
35575,Lynn,AL,1117,44.4,555,562,45.2,43.5
35183,Weogufka,AL,803,47.2,410,393,47.2,47.1
36483,Wing,AL,530,45.1,264,266,45.3,45
36020,Coosada,AL,1214,39,606,608,36.5,41.3
36580,Summerdale,AL,5861,42.1,2933,2928,41.3,43
36522,Citronelle,AL,7310,38.3,3571,3739,37.4,39.1
35896,Huntsville,AL,641,23.7,236,405,24.1,23.5
35542,Bankston,AL,1032,44.6,534,498,43.6,45.5
35098,Logan,AL,1443,41.8,714,729,41.4,42.2
36277,Weaver,AL,5368,39.3,2528,2840,37.5,40.8
35613,Athens,AL,20054,40.2,10180,9874,39.5,40.9
36092,Wetumpka,AL,20826,39,9484,11342,38.3,39.5
36312,Ashford,AL,6402,43.8,3171,3231,42.3,45.4
35760,New Hope,AL,5510,42.5,2737,2773,42.1,43
36830,Auburn,AL,42211,29.8,21125,21086,28.6,31.5
35175,Union Grove,AL,5202,45.8,2637,2565,45.3,46.2
36009,Brantley,AL,2627,44.8,1273,1354,43,46.2
35244,Birmingham,AL,36096,38.1,17383,18713,36.8,39.4
36545,Jackson,AL,9083,42,4347,4736,41,42.9
35565,Haleyville,AL,13074,43.1,6425,6649,41.7,44.7
35958,Bryant,AL,3524,43,1748,1776,42.8,43.2
35020,Bessemer,AL,25691,38.3,12151,13540,35.9,40.6
36066,Prattville,AL,20796,37.7,9896,10900,36.6,38.7
35579,Oakman,AL,3380,44.4,1681,1699,43.5,45.3
36376,Webb,AL,2668,40.9,1326,1342,40,41.9
35981,Ider,AL,2144,43.6,1048,1096,42.7,44.4
36035,Goshen,AL,2402,42.5,1187,1215,41.1,43.8
36767,Orrville,AL,2001,44.5,956,1045,41.9,46.4
35217,Birmingham,AL,13679,37.5,6344,7335,35.2,39.6
35650,Moulton,AL,13323,42.9,6476,6847,42.1,43.7
35475,Northport,AL,14863,39.4,7364,7499,38.7,40.2
36013,Cecil,AL,679,42.5,324,355,43.3,41.8
36604,Mobile,AL,10819,37.8,5333,5486,37.3,38.4
35979,Higdon,AL,1330,41.8,659,671,41.2,42.4
36313,Bellwood,AL,118,47.1,60,58,45,48.8
35950,Albertville,AL,21218,34.3,10579,10639,33.3,35.4
35073,Graysville,AL,2611,42.9,1245,1366,42.6,43.3
35458,Elrod,AL,1205,42.3,605,600,42.5,42.2
35740,Bridgeport,AL,3576,43.2,1751,1825,42,44.3
36722,Arlington,AL,585,38,283,302,35.2,39.7
36033,Georgiana,AL,3995,45.9,1942,2053,42.3,48.9
35581,Phil Campbell,AL,5363,41.5,2689,2674,40.3,42.8
35971,Fyffe,AL,4954,42.3,2457,2497,41.6,42.9
36507,Bay Minette,AL,21423,39.9,10591,10832,38.9,40.8
35614,Athens,AL,7749,39.9,3921,3828,39.5,40.3
35747,Grant,AL,5664,44,2832,2832,43.1,44.9
35114,Alabaster,AL,7716,37.1,3903,3813,35.9,38.3
35594,Winfield,AL,7994,45.1,3955,4039,42.8,47.1
36541,Grand Bay,AL,15787,38,7776,8011,37.5,38.4
36765,Newbern,AL,1159,43.9,544,615,41.5,45.9
35091,Kimberly,AL,3087,37.9,1491,1596,37.6,38.2
36553,Mc Intosh,AL,4390,37.5,2112,2278,36.8,38.2
36454,Lenox,AL,66,45,35,31,43.8,46.3
35954,Attalla,AL,12176,41.8,5981,6195,40.1,43.5
36467,Opp,AL,9756,44.5,4615,5141,43.2,45.7
35586,Sulligent,AL,4668,45.1,2291,2377,43.5,46.5
35771,Section,AL,3691,44.5,1858,1833,43.5,45.4
36695,Mobile,AL,49090,38.8,23597,25493,37.8,39.7
36065,Pine Level,AL,15,57.5,8,7,60,56.3
36773,Safford,AL,520,46.5,259,261,43.3,48.5
35172,Trafford,AL,2795,41.9,1369,1426,41.9,42
36904,Butler,AL,4113,47.2,1992,2121,43.8,50.2
35186,Wilsonville,AL,5391,42.1,2703,2688,41.1,43.1
35984,Mentone,AL,1994,48.6,984,1010,47.5,49.7
36048,Louisville,AL,1350,44.9,625,725,43.6,46.1
35546,Berry,AL,3994,41.2,1985,2009,40.6,41.8
36910,Jachin,AL,141,44.2,66,75,45,43.5
35660,Sheffield,AL,8954,41.9,4208,4746,40.3,43.5
35986,Rainsville,AL,7535,40.7,3716,3819,39.1,42.3
36104,Montgomery,AL,7941,37,4169,3772,36.6,37.6
35125,Pell City,AL,10805,37.9,5226,5579,36.5,39.1
35956,Boaz,AL,8880,41.2,4427,4453,41,41.5
36701,Selma,AL,23829,39.5,10952,12877,37.8,40.9
36527,Daphne,AL,14686,43,7186,7500,42,43.9
36322,Daleville,AL,8658,38.4,4378,4280,37.6,39.4
35481,Reform,AL,3736,45.9,1781,1955,45.3,46.4
36280,Woodland,AL,3805,43.8,1896,1909,42.8,44.7
36574,Seminole,AL,1604,48.2,804,800,47.9,48.4
35811,Huntsville,AL,29211,38.6,14333,14878,37.5,39.5
36578,Stapleton,AL,1801,39.3,901,900,39.1,39.4
35061,Dolomite,AL,1591,44.8,762,829,41.6,47.5
36039,Hardaway,AL,340,42.1,157,183,39.7,44
36273,Ranburne,AL,2710,41.8,1357,1353,41.6,42
35903,Gadsden,AL,17958,41.4,8680,9278,39.1,43.6
35544,Beaverton,AL,643,50.2,331,312,48,52.5
35651,Mount Hope,AL,1235,40.8,623,612,40.4,41.2
35570,Hamilton,AL,11101,44.2,5689,5412,43.2,45.5
35745,Estillfork,AL,299,43.9,153,146,42.7,45.5
36373,Shorterville,AL,1019,48.1,513,506,46.1,50.3
35953,Ashville,AL,7584,42.1,3853,3731,40.9,43.4
35571,Hodges,AL,862,42.7,448,414,42.1,43.3
35117,Mount Olive,AL,6376,40.2,3063,3313,39.5,40.9
36268,Munford,AL,5217,40.6,2526,2691,40.1,41.1
35487,Tuscaloosa,AL,6019,19.5,3083,2936,19.3,19.7
36558,Millry,AL,3532,43.5,1773,1759,41.8,45.2
35043,Chelsea,AL,10753,37.9,5417,5336,37.7,38.2
35097,Locust Fork,AL,1751,43.4,865,886,43.5,43.3
35243,Birmingham,AL,20284,39.3,9769,10515,38.4,40.2
36330,Enterprise,AL,37267,36.2,18530,18737,34.6,38
35610,Anderson,AL,2102,43.6,1043,1059,42.8,44.3
36609,Mobile,AL,26270,33.9,12239,14031,32.9,34.8
36866,Notasulga,AL,4066,42.5,2004,2062,40.6,44.3
36109,Montgomery,AL,24308,42.8,11473,12835,39.7,45.8
36256,Daviston,AL,1588,45.2,768,820,44.3,45.9
35460,Epes,AL,644,38.2,298,346,36.8,39.5
36562,Perdido,AL,1844,39.7,909,935,39.3,40
36481,Vredenburgh,AL,974,45.2,467,507,45.1,45.4
36040,Hayneville,AL,3743,39.7,1725,2018,38.4,40.9
36744,Greensboro,AL,6975,40.8,3267,3708,38.6,42.8
35611,Athens,AL,26412,40.9,12789,13623,39,42.8
36782,Sweet Water,AL,2063,44.6,1020,1043,42.5,46.1
36792,Randolph,AL,1173,41.5,578,595,41.5,41.4
36311,Ariton,AL,2709,43.1,1436,1273,40.9,45.7
36263,Graham,AL,712,44.3,362,350,43.3,45.2
36344,Hartford,AL,5726,43.7,2816,2910,42.2,45.3
35630,Florence,AL,32524,37,14956,17568,34.4,39.7
36726,Camden,AL,4538,40.9,2126,2412,36.9,44
35980,Horton,AL,5203,38.2,2605,2598,37.4,39
35555,Fayette,AL,9902,44.8,4859,5043,41.8,47.2
36026,Equality,AL,1223,54.1,617,606,53.8,54.4
36775,Sardis,AL,797,46.7,388,409,47.1,46.3
36078,Tallassee,AL,13947,40,6791,7156,39,41
36067,Prattville,AL,27645,38.1,13564,14081,36.7,39.5
36432,Castleberry,AL,2315,46.3,1141,1174,45.4,47.2
36525,Creola,AL,2048,40.8,1025,1023,40,41.7
35647,Lester,AL,1053,42.1,522,531,41.7,42.5
36584,Vinegar Bend,AL,697,46.3,332,365,44.5,47.5
35951,Albertville,AL,14118,35.4,7041,7077,34.6,36.2
35750,Hazel Green,AL,13046,39,6407,6639,38.2,39.7
35674,Tuscumbia,AL,18631,43.2,9052,9579,41.7,44.6
36582,Theodore,AL,25181,38.3,12338,12843,37.8,38.8
36346,Jack,AL,1335,44,666,669,43.4,44.6
35078,Harpersville,AL,2243,42.7,1092,1151,41.4,44.1
35801,Huntsville,AL,23483,45.6,11702,11781,42.6,48.6
36054,Millbrook,AL,14770,36.3,7208,7562,34.9,37.6
36907,Cuba,AL,1637,45.9,742,895,43.9,48
35005,Adamsville,AL,7704,42.1,3659,4045,40.8,43.3
36310,Abbeville,AL,6496,48.9,3160,3336,46.8,50.8
35128,Pell City,AL,10768,43.5,5270,5498,42,44.9
36207,Anniston,AL,19582,43.8,9433,10149,41.5,46
35962,Crossville,AL,8073,36,4011,4062,35.4,36.5
36401,Evergreen,AL,7958,43.1,3843,4115,40.9,45
36856,Fort Mitchell,AL,6382,33.4,3151,3231,32.7,34.1
36850,Camp Hill,AL,2900,46.8,1390,1510,47.1,46.5
36064,Pike Road,AL,9789,40.6,4842,4947,39.9,41.3
36752,Lowndesboro,AL,1319,49.5,644,675,48.6,50.1
36801,Opelika,AL,24172,37,11469,12703,35.7,38.2
36790,Stanton,AL,297,41.1,153,144,40.8,41.5
35752,Hollywood,AL,2092,42.8,1045,1047,41.9,43.7
36832,Auburn,AL,23882,23.5,12372,11510,23.4,23.6
36567,Robertsdale,AL,14949,38.3,7252,7697,37.5,39
36043,Hope Hull,AL,3888,47.3,1923,1965,45.8,48.5
35121,Oneonta,AL,15682,40.9,7782,7900,38.7,43.3
35501,Jasper,AL,10370,41.2,4997,5373,38.9,43.7
36526,Daphne,AL,33346,40.9,16297,17049,40,41.8
36113,Montgomery,AL,752,23.3,452,300,23.6,22.6
35126,Pinson,AL,21231,40.5,10353,10878,39.2,41.8
35751,Hollytree,AL,237,44.8,120,117,45,44.7
35096,Lincoln,AL,8083,41.9,4015,4068,41.2,42.7
36032,Fort Deposit,AL,2258,41.8,1067,1191,40.9,42.8
36925,York,AL,3412,41.8,1502,1910,37.6,45
36870,Phenix City,AL,20684,36,10038,10646,35.2,36.8
36262,Fruithurst,AL,1658,42.3,825,833,41.3,43.4
36321,Cowarts,AL,1951,43.1,960,991,41.7,44.6
36474,Red Level,AL,3016,45.1,1498,1518,43.5,46.7
36524,Coffeeville,AL,1257,47.5,603,654,46.1,48.6
35592,Vernon,AL,4467,43.9,2167,2300,42.8,44.8
36769,Pine Hill,AL,3104,39.9,1486,1618,38.1,41.5
36089,Union Springs,AL,8548,37.8,4845,3703,37.1,39
35040,Calera,AL,17220,36.3,8448,8772,35.6,37
36613,Eight Mile,AL,12932,41.1,6234,6698,39.5,42.6
36849,Auburn University,AL,3710,18.8,1536,2174,18.9,18.7
35058,Cullman,AL,10674,40.5,5314,5360,39.6,41.4
35229,Birmingham,AL,1007,21.7,384,623,22.1,21.4
35178,Vincent,AL,3901,45.1,1922,1979,42.7,47.1
35085,Jemison,AL,8953,38.7,4436,4517,38.1,39.4
35062,Dora,AL,7769,43,3882,3887,41.3,44.6
35212,Birmingham,AL,11886,36.4,5595,6291,35.3,37.4
35136,Rockford,AL,1825,48.1,976,849,46.3,50.4
35540,Addison,AL,2565,43.5,1327,1238,41.8,44.9
35968,Fort Payne,AL,5064,40.6,2567,2497,39.6,41.8
35754,Laceys Spring,AL,5203,43.3,2602,2601,42.7,43.9
36426,Brewton,AL,15718,42.6,7543,8175,40.9,44.2
36860,Hurtsboro,AL,1360,48.7,658,702,46.5,50.5
36075,Shorter,AL,1969,43.2,908,1061,43.4,43.1
36444,Franklin,AL,703,45.2,336,367,45,45.3
35816,Huntsville,AL,15617,29,7722,7895,28.3,29.8
36449,Uriah,AL,2,50,1,1,57.5,42.5
36319,Columbia,AL,2583,45.4,1301,1282,44.6,46.2
35648,Lexington,AL,3453,44.9,1696,1757,43.8,45.7
35406,Tuscaloosa,AL,15001,41.2,7167,7834,39.8,42.5
36867,Phenix City,AL,23341,35.9,10929,12412,34,37.6
36602,Mobile,AL,1086,51.3,621,465,49.7,54.3
35757,Madison,AL,15435,37.9,7399,8036,37.1,38.7
36853,Dadeville,AL,8543,51,4232,4311,49.6,52.3
36316,Chancellor,AL,2121,45.7,1066,1055,44.6,46.7
36758,Plantersville,AL,1379,40.9,677,702,40.2,41.5
35469,Knoxville,AL,483,45.8,233,250,44.4,47.1
35810,Huntsville,AL,29280,39.5,13537,15743,36.5,42.3
36874,Salem,AL,8458,41.3,4205,4253,41,41.6
36548,Leroy,AL,1145,43.4,555,590,42.4,44.4
35957,Boaz,AL,16140,37.7,7898,8242,36.1,39.4
35049,Cleveland,AL,4015,39.7,2011,2004,39.2,40.3
35224,Birmingham,AL,6007,39,2863,3144,36.5,41.2
36605,Mobile,AL,29597,35.4,13861,15736,33.1,37.3
36343,Gordon,AL,1724,45.4,828,896,44.9,45.9
36875,Seale,AL,4879,42.7,2428,2451,40.9,44.2
36201,Anniston,AL,19008,39.8,9200,9808,38.2,41.6
35748,Gurley,AL,7395,44.2,3723,3672,42.7,45.5
35653,Russellville,AL,11148,37.5,5564,5584,35.8,39.3
36025,Elmore,AL,6397,35.7,3340,3057,33.8,37.7
35188,Woodstock,AL,3069,38,1556,1513,37.1,39.1
36703,Selma,AL,13445,36.4,6174,7271,34.7,37.9
36869,Phenix City,AL,20899,36.6,10213,10686,34.8,38.4
35739,Ardmore,AL,5531,39.9,2713,2818,39,40.7
35441,Akron,AL,1043,46.6,509,534,44.9,48
36913,Melvin,AL,50,43.8,25,25,41.3,47.5
35670,Somerville,AL,7435,43.5,3769,3666,42.5,44.5
35147,Sterrett,AL,5996,38.1,2960,3036,37.7,38.4
36532,Fairhope,AL,33607,45.8,16077,17530,44.2,47.1
36276,Wadley,AL,2490,39.7,1216,1274,38.9,40.6
35443,Boligee,AL,1117,40.7,517,600,38.1,43.1
36029,Fitzpatrick,AL,890,47.9,432,458,46,49.3
35776,Woodville,AL,3713,43.3,1856,1857,42.7,44
36117,Montgomery,AL,51461,36.5,25035,26426,35.2,37.7
35972,Gallant,AL,1168,42.8,587,581,41.7,43.7
36303,Dothan,AL,30701,39.1,14690,16011,37.6,40.5
35490,Vance,AL,4511,36.5,2255,2256,36.9,36.2
36051,Marbury,AL,2826,40.2,1431,1395,39,41.4
36793,Lawley,AL,506,45,255,251,44.9,45.1
36785,Tyler,AL,1074,40.1,480,594,39.3,40.7
35057,Cullman,AL,13546,41.2,6768,6778,40.3,42.1
36445,Frisco City,AL,5423,40.9,2657,2766,39.4,42.2
36017,Clio,AL,3131,38.5,2124,1007,38,40.4
36538,Frankville,AL,440,42.5,217,223,41.6,43.4
36345,Headland,AL,7715,41.5,3658,4057,40.8,42.2
36922,Ward,AL,237,46.6,111,126,45.3,47.8
36579,Stockton,AL,1860,45.7,922,938,45.5,46
35127,Pleasant Grove,AL,9473,43.8,4523,4950,42.1,45.3
35907,Gadsden,AL,8416,42.6,4109,4307,42.3,42.9
35051,Columbiana,AL,9552,38.9,4903,4649,37.5,40.5
35758,Madison,AL,44807,37.8,22186,22621,36.7,38.8
36031,Fort Davis,AL,113,43.8,54,59,40,46.9
36535,Foley,AL,32006,41.8,15530,16476,39.7,43.7
35010,Alexander City,AL,20230,42.5,9794,10436,41,43.9
36251,Ashland,AL,5232,44.3,2553,2679,42.7,45.8
36082,Troy State University,AL,,,,,,
35756,Madison,AL,14760,37.6,7153,7607,36.8,38.3
35550,Cordova,AL,5371,43.3,2566,2805,41.8,44.7
36756,Marion,AL,5886,38.3,2811,3075,35.5,40.6
35016,Arab,AL,17123,42.5,8401,8722,40.6,44.3
35453,Cottondale,AL,12229,39.3,6056,6173,38.6,40.1
35004,Moody,AL,10166,37.6,4957,5209,36.7,38.5
36010,Brundidge,AL,5446,45.4,2605,2841,43.1,47.4
35150,Sylacauga,AL,18108,41.3,8450,9658,39.7,42.7
35087,Joppa,AL,2189,43.2,1108,1081,42.1,44.3
36518,Chatom,AL,2853,41.6,1366,1487,39.2,43.8
35898,Huntsville,AL,1075,22.9,700,375,22.5,25.2
35905,Gadsden,AL,6399,44.5,3200,3199,43.1,45.8
36052,Mathews,AL,797,47.4,402,395,48,46.8
36471,Peterman,AL,1186,45,586,600,44,45.8
36370,Pansey,AL,1020,45.4,496,524,45.3,45.5
36571,Saraland,AL,15289,41.3,7571,7718,40.2,42.4
36855,Five Points,AL,1751,49.8,875,876,49.2,50.2
36561,Orange Beach,AL,6718,51.2,3375,3343,51.2,51.1
